mu md ms muu mud mus mue nu nd ns ne epsilon P epsilonorg Porg
300.0000008940697 300.0000008940697 0.0 0.0 0.0 0.0 0.0 -6.513816041820885e-17 -6.513816041820885e-17 0.0 -1.0052185159850071e-25 0.0 0.0 0.0 0.0 
300.0000008940697 300.0000008940697 0.0 300.0000008940697 300.0000008940697 0.0 0.0 0.0 0.0 0.0 -1.0052185159850071e-25 0.0 0.0 0.0 0.0 
299.6997005928744 299.6997005928744 0.0 300.32017105850906 300.68403913355814 0.0 0.3638680750490574 9.434083852746744e-05 0.00018868167705497651 0.0 -3.2431092727908624e-26 3.417064615059216e-07 2.2211062599450306e-10 8.501076817767218e-05 5.525735408397928e-08 
299.3994002916791 299.3994002916791 0.0 300.38712659950824 300.9658058937885 0.0 0.5786792942802618 0.00018937367241771459 0.00037874702012308833 0.0 1.082374502681412e-10 0.00017218414279922555 2.2211062599450306e-10 0.00017073334486777012 1.4197064723474985e-07 
299.09909999048386 299.09909999048386 0.0 300.3970286879944 301.15681952837514 0.0 0.759790840380753 0.00028505288269246523 0.0005701033064160386 0.0 8.196562930869679e-10 0.00034402657913694515 2.2211062599450306e-10 0.00025708593862374714 2.3359954164905798e-07 
298.7987996892886 298.7987996892886 0.0 300.37552662794127 301.2978375384761 0.0 0.9223109105347878 0.00038135911973858326 0.0007627121256965382 0.0 2.0379269881703276e-09 0.0005158690154746648 2.2211062599450306e-10 0.000344034897295207 3.1956514698165075e-07 
298.49849938809336 298.49849938809336 0.0 300.33322176249135 301.40571012472884 0.0 1.072488362237499 0.0004782801345991422 0.0009565490515772839 0.0 3.739207014146405e-09 0.0006877114518123844 2.2211062599450306e-10 0.00043155924908405013 3.935148151513735e-07 
298.19819908689806 298.19819908689806 0.0 300.2757878928831 301.4894573559595 0.0 1.2136694630763478 0.0005758069771478007 0.001151596191722884 0.0 5.920857571134487e-09 0.000859553888150104 2.2211062599450306e-10 0.0005196439429909485 4.5106886801256965e-07 
297.8978987857028 297.8978987857028 0.0 300.20670461066027 301.55461200397843 0.0 1.3479073933181427 0.0006739325648924051 0.001347839371760489 0.0 8.586008094507677e-09 0.0010313963244878237 2.2211062599450306e-10 0.0006082772953810202 4.88969423202889e-07 
297.59759848450756 297.59759848450756 0.0 300.12829714726917 301.6048719117148 0.0 1.4765747644456269 0.0007726510001937486 0.0015452667797083196 0.0 1.174022638960587e-08 0.0012032387608255433 2.2211062599450306e-10 0.0006974497637881247 5.046716878372871e-07 
