muQ deltax deltay muu mud mus mue nu nd ns ne epsilon P epsilonorg Porg
299.99999821186066 299.99999821186066 0.0 299.99999821186066 299.99999821186066 0.0 0.0 0.0 0.0 0.0 -1.0052185159850071e-25 0.0 0.0 0.0 0.0 
301.26739062901385 299.8499231752364 0.0 300.9463111473975 301.5884701106301 0.0 0.6421589632326037 0.00022202751960933103 0.0004440541799663902 0.0 2.864175038603828e-10 2.5973628203284308e-14 4.6129080800475165e-17 2.5973628203284308e-14 4.6129080800475165e-17 
301.94999405922687 299.6998481386122 0.0 301.4409711577894 302.4590169606643 0.0 1.0180458028748975 0.0004447112590138344 0.0008894133590044161 0.0 3.0530077599299555e-09 5.210375256106978e-14 1.4124982454281417e-16 5.210375256106978e-14 1.4124982454281417e-16 
302.4985058036433 299.5497731019879 0.0 301.8321873278257 303.1648242794609 0.0 1.3326369516352288 0.0006678622612926977 0.0013356997673084135 0.0 8.251758994571974e-09 7.834607493113446e-14 2.705039646526813e-16 7.834607493113446e-14 2.705039646526813e-16 
302.9721716344364 299.3996980653637 0.0 302.16570368564874 303.77863958322405 0.0 1.612935897575334 0.0008914017318996966 0.0017827561046035664 0.0 1.5786398599452504e-08 1.0468227123855968e-13 4.277938243489791e-16 1.0468227123855968e-13 4.277938243489791e-16 
303.3955708896658 299.24962302873945 0.0 302.4604917100699 304.33065006926165 0.0 1.8701583591917719 0.0011152812340785936 0.0022304856096750287 0.0 2.5619494036897908e-08 1.3110106982034872e-13 6.093725234280796e-16 1.3110106982034872e-13 6.093725234280796e-16 
303.78190581624904 299.0995479921152 0.0 302.7267385830401 304.83707304945796 0.0 2.1103344664178554 0.001339466647720941 0.002678820110675236 0.0 3.7728255544322944e-08 1.5759452726880092e-13 8.126025940722825e-16 1.5759452726880092e-13 8.126025940722825e-16 
304.13930187160616 298.94947295549093 0.0 302.9707124855842 305.3078912576281 0.0 2.3371787720438886 0.0015639320751586541 0.003127707861899953 0.0 5.20961388624509e-08 1.8415661203669395e-13 1.0354838516130254e-15 1.8415661203669395e-13 1.0354838516130254e-15 
304.4732081747548 298.7993979188667 0.0 303.1966159986605 305.7498003508491 0.0 2.5531843521886515 0.0017886568967370603 0.0035771076635361166 0.0 6.870997908495154e-08 2.1078251993152363e-13 1.2764252189924495e-15 2.1078251993152363e-13 1.2764252189924495e-15 
304.7875031100762 298.6493228822425 0.0 303.4074396187673 306.1675666013851 0.0 2.7601269826178325 0.0020136241363827526 0.004026985596613198 0.0 8.755871725635924e-08 2.37468294164004e-13 1.5341180849549637e-15 2.37468294164004e-13 1.5341180849549637e-15 
305.0850708100359 298.49924784561824 0.0 303.60540673574104 306.56473488433073 0.0 2.959328148589704 0.002238819467050681 0.004477313035892924 0.0 1.0863273603071349e-07 2.6421059412489405e-13 1.8074592291692704e-15 2.6421059412489405e-13 1.8074592291692704e-15 
305.36812955314275 298.349172808994 0.0 303.79222708494586 306.9440320213397 0.0 3.1518049363938108 0.0024642305640280456 0.004928065357637801 0.0 1.3192347269594953e-07 2.9100654501669293e-13 2.095500693730311e-15 2.9100654501669293e-13 2.095500693730311e-15 
305.63843173422885 298.1990977723697 0.0 303.9692510619854 307.30761240647223 0.0 3.3383613444868314 0.0026898466624866177 0.005379221055449005 0.0 1.574231747623257e-07 3.178536349905851e-13 2.3974154968663244e-15 3.178536349905851e-13 2.3974154968663244e-15 
305.89739215613525 298.0490227357455 0.0 304.13756871215696 307.65721560011355 0.0 3.519646887956579 0.0029156582425703755 0.005830761110933235 0.0 1.8512473573222502e-07 3.447496419414445e-13 2.7124732354401764e-15 3.447496419414445e-13 2.7124732354401764e-15 
306.146173871443 297.89894769912127 0.0 304.29807595810064 307.99427178478544 0.0 3.696195826684792 0.003141656798210001 0.00628266853168238 0.0 2.1502157925495277e-07 3.7169257974486827e-13 3.0400221604673792e-15 3.7169257974486827e-13 3.0400221604673792e-15 
306.38574764529494 297.74887266249704 0.0 304.45152047083354 308.31997481975634 0.0 3.868454348922799 0.003367834662654038 0.006734928002585673 0.0 2.471075741105593e-07 3.986806576908336e-13 3.3794756555252116e-15 3.986806576908336e-13 3.3794756555252116e-15 
306.6169343605918 297.5987976258728 0.0 304.5985343786256 308.635334342558 0.0 4.036799963932431 0.003594184873893888 0.007187525616878476 0.0 2.8137696977717037e-07 4.2571224919388513e-13 3.730301807699188e-15 4.2571224919388513e-13 3.730301807699188e-15 
306.84043601671414 297.4487225892485 0.0 304.7396581751114 308.94121385831687 0.0 4.201555683205444 0.0038207010689359534 0.007640448664833052 0.0 3.178243462749496e-07 4.5278586720372794e-13 4.0920152103393165e-15 4.5278586720372794e-13 4.0920152103393165e-15 
307.05685887862006 297.2986475526243 0.0 304.8753585714831 309.238359185757 0.0 4.363000614273905 0.004047377399309079 0.008093685464895495 0.0 3.564445742251262e-07 4.799001445565129e-13 4.464170413802865e-15 4.799001445565129e-13 4.464170413802865e-15 
307.2667310884824 297.14857251600006 0.0 305.00604207694755 309.52742010001725 0.0 4.521378023069687 0.004274208462605619 0.008547225226863953 0.0 3.972327824291154e-07 5.070538180523264e-13 4.846356617983247e-15 5.070538180523264e-13 4.846356617983247e-15 
307.4705162852993 296.9984974793758 0.0 305.1320654998905 309.8089670707081 0.0 4.676901570817644 0.004501189246311889 0.009001057939630392 0.0 4.401843311153131e-07 5.342457153895037e-13 5.2381933169005326e-15 5.342457153895037e-13 5.2381933169005326e-15 
307.66862429103986 296.84842244275154 0.0 305.25374418646595 310.0835043956138 0.0 4.829760209147832 0.0047283150811966825 0.00945517427802469 0.0 4.852947895431465e-07 5.614747443220348e-13 5.639326684665549e-15 5.614747443220348e-13 5.639326684665549e-15 
307.86141960429734 296.6983474061273 0.0 305.3713585682568 310.35148064033785 0.0 4.980122072081002 0.004955581602257806 0.009909565524764595 0.0 5.325599170227129e-07 5.887398835735602e-13 6.0494265467594075e-15 5.887398835735602e-13 6.0494265467594075e-15 
308.04922823014556 296.5482723695031 0.0 305.485159426856 310.6132970334351 0.0 5.128137606579114 0.005182984715705487 0.01036422350447094 0.0 5.819756466522872e-07 6.160401751548308e-13 6.468183819125126e-15 6.160401751548308e-13 6.468183819125126e-15 
308.23234323001765 296.39819733287885 0.0 305.59537217143577 310.86931428859947 0.0 5.273942117163718 0.005410520570816855 0.010819140527419946 0.0 6.335380712487154e-07 6.433747178146018e-13 6.89530832524544e-15 6.433747178146018e-13 6.89530832524544e-15 
308.4110292746448 296.2481222962546 0.0 305.7022003476199 311.1198582016698 0.0 5.417657854049865 0.005638185535778394 0.011274309341263663 0.0 6.872434310723202e-07 6.707426614169708e-13 7.33052692183606e-15 6.707426614169708e-13 7.33052692183606e-15 
308.5855264116953 296.09804725963033 0.0 305.80582854088794 311.36522428250265 0.0 5.55939574161473 0.005865976176803271 0.011729723089297392 0.0 7.430881030345329e-07 6.981432020808376e-13 7.773581878712822e-15 6.981432020808376e-13 7.773581878712822e-15 
308.75605320845494 295.9479722230061 0.0 305.90642479817257 311.60568161873726 0.0 5.699256820564723 0.006093889239976475 0.012185375274179459 0.0 8.010685911451479e-07 7.255755779532528e-13 8.224229469861557e-15 7.255755779532528e-13 8.224229469861557e-15 
308.92280939242517 295.7978971863819 0.0 306.0041426624067 311.84147612244357 0.0 5.837333460036878 0.006321921635375147 0.012641259726196273 0.0 8.611815180028551e-07 7.530390655124015e-13 8.682238741151503e-15 7.530390655124015e-13 8.682238741151503e-15 
309.08597808506227 295.64782214975764 0.0 306.09912289345027 312.0728332766742 0.0 5.973710383223935 0.006550070423113629 0.013097370575375683 0.0 9.234236171748193e-07 7.805329763178826e-13 9.147390427090899e-15 7.805329763178826e-13 9.147390427090899e-15 
309.2457277031565 295.49774711313336 0.0 306.19149493284027 312.29996047347277 0.0 6.108465540632467 0.006778332801018144 0.013553702226857357 0.0 9.87791726337007e-07 8.080566541401358e-13 9.619475993926497e-15 8.080566541401358e-13 9.619475993926497e-15 
309.4022135866934 295.3476720765091 0.0 306.28137815773357 312.52304901565327 0.0 6.241670857919686 0.0070067060936934746 0.01401024933904378 0.0 1.0542827810706514e-06 8.356094724134899e-13 1.009829679065672e-14 8.356094724134899e-13 1.009829679065672e-14 
309.55557940005764 295.1975970398849 0.0 306.36888296017025 312.742275839945 0.0 6.373392879774796 0.007235187742778994 0.014467006804130185 0.0 1.1228938092276964e-06 8.631908319665238e-13 1.058366329259461e-14 8.631908319665238e-13 1.058366329259461e-14 
309.705958344224 295.04752200326067 0.0 306.4541116806795 312.9578050077684 0.0 6.5036933270889135 0.007463775298243023 0.014923969730708713 0.0 1.1936219257959792e-06 8.908001589930186e-13 1.1075394424866564e-14 8.908001589930186e-13 1.1075394424866564e-14 
309.8534742103476 294.89744696663644 0.0 306.53715941967255 313.1697890010227 0.0 6.632629581350147 0.007692466410563508 0.015381133428142431 0.0 1.2664643281991479e-06 9.184369032298536e-13 1.1573316955121656e-14 9.184369032298536e-13 1.1573316955121656e-14 
309.9982422995514 294.74737193001215 0.0 306.6181147457367 313.37836985336617 0.0 6.7602551076294475 0.007921258823687102 0.01583849339249826 0.0 1.3414182919830304e-06 9.46100536316058e-13 1.2077264946596868e-14 9.46100536316058e-13 1.2077264946596868e-14 
310.140370229229 294.5972968933879 0.0 306.6970603164942 313.5836801419639 0.0 6.886619825469703 0.008150150368673658 0.016296045293846772 0.0 1.4184811668446586e-06 9.73790550310666e-13 1.2587079263967483e-14 9.73790550310666e-13 1.2587079263967483e-14 
310.2799586426071 294.4472218567637 0.0 306.7740734249286 313.7858438602855 0.0 7.011770435356954 0.008379138957932646 0.0167537849647464 0.0 1.497650372964743e-06 1.0015064563490185e-12 1.3102607125495426e-14 1.0015064563490185e-12 1.3102607125495426e-14 
310.4171018354706 294.29714682013946 0.0 306.8492264818969 313.9849771890443 0.0 7.135750707147414 0.00860822257998676 0.017211708389780672 0.0 1.5789233976118044e-06 1.0292477834216557e-12 1.362370169603574e-14 1.0292477834216557e-12 1.362370169603574e-14 
310.5518883116445 294.1470717835152 0.0 306.92258744375977 314.18118917952927 0.0 7.258601735769512 0.008837399294706278 0.01766981169603661 0.0 1.6622977919927483e-06 1.0570140772622395e-12 1.4150221716218598e-14 1.0570140772622395e-12 1.4150221716218598e-14 
310.68440127692685 293.99699674689094 0.0 306.99422019260317 314.3745823612506 0.0 7.380362168647399 0.00906666722894751 0.018128091144390086 0.0 1.747771168319691e-06 1.0848048993305778e-12 1.4682031163646905e-14 1.0848048993305778e-12 1.4682031163646905e-14 
310.8147190796774 293.8469217102667 0.0 307.0641848753719 314.5652532839829 0.0 7.501068408610998 0.009296024572570546 0.01858654312154987 0.0 1.8353411970797533e-06 1.1126198258827023e-12 1.5218998942738677e-14 1.1126198258827023e-12 1.5218998942738677e-14 
310.9429156049571 293.6968466736425 0.0 307.132538207229 314.7532930026851 0.0 7.620754795456119 0.009525469574776077 0.01904516413273879 0.0 1.925005604481041e-06 1.1404584471163616e-12 1.5760998599981573e-14 1.1404584471163616e-12 1.5760998599981573e-14 
311.0690606281152 293.54677163701825 0.0 307.19933374368435 314.93878751254607 0.0 7.739453768861716 0.00975500054074145 0.019503950794972705 0.0 2.0167621700640663e-06 1.1683203663855646e-12 1.6307908062148194e-14 1.1683203663855646e-12 1.6307908062148194e-14 
311.19322013283596 293.39669660039397 0.0 307.26462212535307 315.1218181403188 0.0 7.8571960149657425 0.009984615828522402 0.019962899830871413 0.0 2.11060872446338e-06 1.1962051994769713e-12 1.685960939497645e-14 1.1962051994769713e-12 1.685960939497645e-14 
311.31545659793267 293.24662156376974 0.0 307.3284512986494 315.3024618972159 0.0 7.97401059856653 0.010214313846187447 0.020422008062932952 0.0 2.2065431473020997e-06 1.2241125739409943e-12 1.7415988580334275e-14 1.2241125739409943e-12 1.7415988580334275e-14 
311.4358292565971 293.0965465271455 0.0 307.3908667152695 315.4807917979247 0.0 8.08992508265523 0.010444093049173748 0.020881272408251925 0.0 2.3045633652152238e-06 1.2520421284737969e-12 1.797693531012418e-14 1.2520421284737969e-12 1.797693531012418e-14 
311.5543943312761 292.9464714905213 0.0 307.4519115129096 315.65687714964264 0.0 8.204965636733041 0.010673951937831555 0.02134068987361323 0.0 2.4046673499837183e-06 1.2799935123438924e-12 1.8542342795193177e-14 1.2799935123438924e-12 1.8542342795193177e-14 
311.6712052469445 292.79639645389705 0.0 307.5116266793502 315.8307838145389 0.0 8.319157135188716 0.010903889055149614 0.021800257550948905 0.0 2.5068531167772568e-06 1.307966384860347e-12 1.9112107588062338e-14 1.307966384860347e-12 1.9112107588062338e-14 
311.78631282516284 292.64632141727276 0.0 307.5700512017475 316.0025744485781 0.0 8.432523246830618 0.011133902984638573 0.022259972613109667 0.0 2.6111187224921374e-06 1.3359604148781153e-12 1.9686129417991994e-14 1.3359604148781153e-12 1.9686129417991994e-14 
