r x m P epsilon nu nd ns ne muQ
0.0 0.0 0.0 0.33334371382164335 1.3104944716184128 6.553913190114466 12.997486761331173 0.0 0.03677987296590005 490.95576284484974 
9.999999999999999e-05 9.570568357743657e-06 4.91454522651723e-15 0.3333437137164783 1.3104944713021893 6.553913188854595 12.997486758832691 0.0 0.03677987295881276 490.9557628135157 
0.0011 0.00010527625193518025 6.5412595827120885e-12 0.3333437010966747 1.3104944333553865 6.553913037669962 12.997486459014857 0.0 0.036779872108336616 490.95575905342935 
0.0111 0.0010623330877095462 6.721272400240228e-09 0.33334241808594217 1.310490575438351 6.553897667263968 12.997455977597557 0.0 0.03677978564343994 490.95537677876916 
0.0211 0.002019389923483912 4.616660116238199e-08 0.33333903180365015 1.3104803931414999 6.553857099767282 12.997375527231073 0.0 0.03677955743447718 490.9543678317044 
0.031100000000000003 0.002976446759258278 1.4782858557779246e-07 0.33333354231684087 1.3104638866664242 6.553791335983067 12.997245109508176 0.0 0.036779187485966446 490.9527322322105 
0.041100000000000005 0.003933503595032644 3.4119148217009335e-07 0.3333259497341611 1.3104410563398166 6.553700377212905 12.997064727010063 0.0 0.03677867580522969 490.9504700126589 
0.051100000000000007 0.00489056043080701 6.55736892266629e-07 0.3333162542058766 1.3104119026135153 6.553584225256975 12.996834383306709 0.0 0.03677802240239365 490.9475812178214 
0.06110000000000001 0.005847617266581376 1.1209429084456881e-06 0.33330445592386804 1.3103764260644906 6.553442882413995 12.996554082956763 0.0 0.03677722729038958 490.9440659048691 
0.07110000000000001 0.006804674102355742 1.7662832611577754e-06 0.33329055512162353 1.3103346273948238 6.553276351481144 12.99622383150737 0.0 0.036776290484952755 490.9399241433701 
0.0811 0.007761730938130108 2.6212264655627875e-06 0.33327455207423035 1.310286507431682 6.553084635753951 12.995843635493978 0.0 0.0367752120046219 490.93515601528696 
0.0911 0.008718787773904474 3.715234968625234e-06 0.33325644709836433 1.3102320671272856 6.552867739026181 12.995413502440087 0.0 0.03677399187073851 490.9297616149737 
0.1011 0.009675844609678838 5.077764296509663e-06 0.3332362405522784 1.3101713075588741 6.552625665589684 12.99493344085697 0.0 0.03677263010744602 490.92374104917224 
0.11109999999999999 0.010632901445453204 6.738262202318455e-06 0.333213932835789 1.3101042299286656 6.552358420234241 12.994403460243356 0.0 0.03677112674168892 490.9170944370083 
0.12109999999999999 0.01158995828122757 8.726167814214116e-06 0.33318952439026106 1.3100308355638117 6.552066008247384 12.993823571085073 0.0 0.03676948180321179 490.9098219099872 
0.1311 0.012547015117001936 1.107091078396818e-05 0.33316301569859175 1.3099511259163474 6.551748435414196 12.993193784854661 0.0 0.0367676953245581 490.9019236119887 
0.1411 0.013504071952776303 1.3801910435978793e-05 0.33313440728519234 1.3098651025631385 6.551405708017101 12.992514114010936 0.0 0.03676576734106908 490.89339969926186 
0.1511 0.01446112878855067 1.6948574916799054e-05 0.3331036997159684 1.3097727672058204 6.551037832835617 12.99178457199853 0.0 0.036763697890882345 490.88425034041893 
0.16110000000000002 0.015418185624325037 2.0540300345218094e-05 0.3330708935982991 1.3096741216707366 6.550644817146119 12.99100517324739 0.0 0.0367614870149305 490.8744757164293 
0.17110000000000003 0.016375242460099405 2.4606469962936874e-05 0.3330359895810142 1.3095691679088695 6.550226668721554 12.990175933172232 0.0 0.03675913475693959 490.8640760206126 
0.18110000000000004 0.01733229929587377 2.9176453285880666e-05 0.33299898835436975 1.3094579079957676 6.549783395831157 12.989296868171973 0.0 0.03675664116342751 490.85305145863146 
0.19110000000000005 0.018289356131648137 3.427960525619005e-05 0.3329598906500226 1.3093403441314682 6.549315007240142 12.988367995629119 0.0 0.03675400628370218 490.84140224848403 
0.20110000000000006 0.019246412967422504 3.994526539493232e-05 0.33291869724100315 1.3092164786404148 6.548821512209375 12.98738933390911 0.0 0.036751230169859816 490.8291286204956 
0.21110000000000007 0.02020346980319687 4.6202756955575046e-05 0.33287540894168594 1.3090863139713718 6.548302920495022 12.986360902359639 0.0 0.036748312876782915 490.81623081731016 
0.22110000000000007 0.021160526638971236 5.3081386078263586e-05 0.3328300266077599 1.3089498526973309 6.547759242348197 12.985282721309918 0.0 0.0367452544621382 490.8027090938813 
0.23110000000000008 0.022117583474745604 6.061044094494416e-05 0.33278255113619587 1.3088070975154165 6.547190488514564 12.984154812069946 0.0 0.03674205498637452 490.7885637174625 
0.2411000000000001 0.02307464031051997 6.881919093537418e-05 0.33273298346521357 1.3086580512467847 6.546596670233952 12.982977196929683 0.0 0.03673871451272053 490.7737949675977 
0.2511000000000001 0.024031697146294335 7.77368857840613e-05 0.33268132457424643 1.3085027168365182 6.545977799239925 12.981749899158242 0.0 0.03673523310718241 490.7584031361102 
0.2611000000000001 0.024988753982068703 8.739275473817282e-05 0.3326275754839048 1.3083410973535161 6.5453338877593445 12.980472943003008 0.0 0.036731610838541304 490.7423885270921 
0.2711000000000001 0.02594581081784307 9.781600571645677e-05 0.33257173725593836 1.30817319599038 6.54466494851192 12.97914635368873 0.0 0.03672784777835084 490.7257514568931 
0.2811000000000001 0.02690286765361744 0.000109035824469216 0.33251381099319605 1.307999016063294 6.5439709947097295 12.977770157416597 0.0 0.03672394400093444 490.7084922541085 
0.29110000000000014 0.027859924489391803 0.00012108137373937674 0.33245379783958534 1.3078185610119015 6.543252040056727 12.976344381363248 0.0 0.03671989958338251 490.6906112595668 
0.30110000000000015 0.02881698132516617 0.00013398179242469257 0.3323916989800293 1.3076318343991782 6.542508098748234 12.974869053679761 0.0 0.03671571460554961 490.67210882631747 
