nB nB1 nB2 muB muB1 muB2 P P1 epsilon epsilon1 epsilon2
0.0 7.92405959867008e-15 1.663845095773463e-10 0.0 891.979088912515 2.3947623289067446e-05 -2666.563051159566 1.8864781909828667e-22 0.0 7.068095280606396e-15 0.0 
7.92405959867008e-15 2.50580766467172e-14 0.006440807912518032 891.979088912515 891.9791501399843 927.0216437698186 1.8864781909828667e-22 1.202875101238043e-21 7.068095280606396e-15 2.235128075925966e-14 0.005989915738728998 
2.50580766467172e-14 7.92405959867008e-14 0.006440807912518032 891.9791501399843 891.9792735967919 927.0216437698186 1.202875101238043e-21 7.669892586590564e-21 2.235128075925966e-14 7.068096190068274e-14 0.005989915738728998 
7.92405959867008e-14 2.50580766467172e-13 0.006440807912518033 891.9792735967919 891.9795225305563 927.0216437698186 7.669892586590564e-21 4.89055366008406e-20 7.068096190068274e-14 2.2351286558261665e-13 0.005989915738728999 
2.50580766467172e-13 7.92405959867008e-13 0.006440807912518036 891.9795225305563 891.9800244714106 927.0216437698186 4.89055366008406e-20 3.1183637622223165e-19 2.2351286558261665e-13 7.068099887685966e-13 0.005989915738729001 
7.92405959867008e-13 2.50580766467172e-12 0.006440807912518051 891.9800244714106 891.9810365664441 927.0216437698186 3.1183637622223165e-19 1.9883623060735802e-18 7.068099887685966e-13 2.235131013538147e-12 0.005989915738729017 
2.50580766467172e-12 7.92405959867008e-12 0.006440807912518159 891.9810365664441 891.9830773175474 927.0216437698191 1.9883623060735802e-18 1.2678394702087938e-17 2.235131013538147e-12 7.068114921165044e-12 0.005989915738729117 
7.92405959867008e-12 2.50580766467172e-11 0.006440807912518846 891.9830773175474 891.9871922128202 927.0216437698205 1.2678394702087938e-17 8.084124896701922e-17 7.068114921165044e-12 2.2351405993355074e-11 0.005989915738729756 
2.50580766467172e-11 7.92405959867008e-11 0.006440807912523224 891.9871922128202 891.9954893359115 927.02164376983 8.084124896701922e-17 5.154680610685972e-16 2.2351405993355074e-11 7.068176043085378e-11 0.005989915738733826 
7.92405959867008e-11 2.50580766467172e-10 0.006440807912551141 891.9954893359115 892.0122193489516 927.0216437698908 5.154680610685972e-16 3.286779031459769e-15 7.068176043085378e-11 2.235179572505954e-10 0.005989915738759776 
2.50580766467172e-10 6.29410234040288e-10 0.006440807912729148 892.0122193489516 892.0371937918279 927.021643770279 3.286779031459769e-15 1.446781958777772e-14 2.235179572505954e-10 5.614434803410538e-10 0.005989915738925247 
6.29410234040288e-10 1.58104849886544e-09 0.006440807913447329 892.0371937918279 892.0786055088946 927.0216437718448 1.446781958777772e-14 6.088592755770992e-14 5.614434803410538e-10 1.4103612181038253e-09 0.005989915739592845 
1.58104849886544e-09 3.97146890586824e-09 0.006440807916428856 892.0786055088946 892.1439095007744 927.0216437783454 6.088592755770992e-14 2.441054461078457e-13 1.4103612181038253e-09 3.5428879700370645e-09 0.0059899157423643845 
3.97146890586824e-09 4.99938025672213e-09 0.006440807928197411 892.1439095007744 892.1619336289149 927.0216438040044 2.441054461078457e-13 3.282409974638611e-13 3.5428879700370645e-09 4.459942338096108e-09 0.00598991575330408 
4.99938025672213e-09 9.97366035816307e-09 0.0064408079336016055 892.1619336289149 892.2360683739453 927.021643815787 3.282409974638611e-13 8.956566483374039e-13 4.459942338096108e-09 8.898001564940638e-09 0.005989915758327656 
9.97366035816307e-09 1.99038194110668e-08 0.006440807970047843 892.2360683739453 892.3341904655585 927.0216438952505 8.956566483374039e-13 2.3923706850712675e-12 8.898001564940638e-09 1.7758566953987143e-08 0.005989915792206986 
1.99038194110668e-08 3.97209640718649e-08 0.006440808066184768 892.3341904655585 892.4619942545893 927.0216441048573 2.3923706850712675e-12 6.278958802978594e-12 1.7758566953987143e-08 3.544343625900713e-08 0.00598991588157299 
3.97209640718649e-08 7.92418564452663e-08 0.006440808315828064 892.4619942545893 892.626497749921 927.0216446491529 6.278958802978594e-12 1.6252891374708013e-11 3.544343625900713e-08 7.071781231586815e-08 0.005989916113633917 
7.92418564452663e-08 1.58101406297455e-07 0.006440808956473624 892.626497749921 892.8367217689721 927.0216460459479 1.6252891374708013e-11 4.166831905435893e-11 7.071781231586815e-08 1.411188276499206e-07 0.0059899167091588285 
1.58101406297455e-07 1.99033206564924e-07 0.006440810588957177 892.8367217689721 892.9060133422579 927.0216496052404 4.166831905435893e-11 5.45383121475417e-11 1.411188276499206e-07 1.7766570530636955e-07 0.005989918226666611 
1.99033206564924e-07 3.15499695463202e-07 0.006440811415622474 892.9060133422579 893.0835070074749 927.021651407613 5.45383121475417e-11 1.0167419373809274e-10 1.7766570530636955e-07 2.816701818159441e-07 0.005989918995109894 
3.15499695463202e-07 4.99934080568851e-07 0.006440814443254055 893.0835070074749 893.2911419686574 927.0216580087374 1.0167419373809274e-10 1.890553301612541e-10 2.816701818159441e-07 4.464055915772666e-07 0.005989921809505467 
