P M R nu
1e-07 3.2324923763624186e-05 0.29640731656529135 0 
6.960464417934418e-07 0.000589425195161143 0.7798529003304785 0 
1.2920928835868835e-06 0.001480331633675545 1.0596198143180766 0 
1.8881393253803254e-06 0.0025967467519836442 1.2774230808416622 0 
2.484185767173767e-06 0.0038915958198345083 1.4612656851846881 0 
3.080232208967209e-06 0.005335962203205681 1.6227556339390712 0 
3.676278650760651e-06 0.006909535689268344 1.7680504260501737 0 
4.272325092554092e-06 0.008596941538174538 1.9008873302895055 0 
4.868371534347534e-06 0.010385966933786022 2.02373944496798 0 
5.4644179761409765e-06 0.012266579490805363 2.138345520893147 0 
6.060464417934418e-06 0.014230331896853871 2.245984233744481 0 
6.656510859727859e-06 0.01627029860752528 2.3476450395936306 0 
7.252557301521301e-06 0.018382635356341017 2.444202328182232 0 
7.848603743314743e-06 0.020562126581922066 2.53626003379186 0 
8.444650185108185e-06 0.022803755717014654 2.6242932656960845 0 
9.040696626901626e-06 0.025103068402917206 2.7086990063781164 0 
9.636743068695068e-06 0.027456058156090687 2.7898124272418054 0 
1.023278951048851e-05 0.029859091237674818 2.8679194434327555 0 
1.082883595228195e-05 0.032308851744091024 2.9432663047872234 0 
1.1424882394075393e-05 0.03480229552261493 3.0160668124119807 0 
1.2020928835868835e-05 0.03733661749466164 3.086508111241877 0 
1.2616975277662277e-05 0.039909221806403 3.154755106849526 0 
1.3213021719455719e-05 0.04251769988439506 3.2209540959274228 0 
1.3809068161249161e-05 0.04515980637311672 3.2852354519280733 0 
1.4405114603042603e-05 0.04783344805497462 3.347716185640946 0 
1.5597207486629488e-05 0.05326761374468067 3.467687008751411 0 
1.678930037021637e-05 0.058805912022546904 3.5815966138651656 0 
1.7981393253803253e-05 0.06443568833564803 3.6900515099742766 0 
1.9173486137390137e-05 0.07014566499762025 3.7935625138675455 0 
2.036557902097702e-05 0.07592573588945394 3.8925648060004607 0 
2.1557671904563905e-05 0.0817689025135016 3.9874672961998785 0 
2.2749764788150786e-05 0.0876749287637374 4.078719728268198 0 
2.394185767173767e-05 0.09363639820306126 4.166593017760897 0 
2.5133950555324555e-05 0.09964600823349756 4.251316797362858 0 
2.6326043438911436e-05 0.10569720510997792 4.333097264022543 0 
2.751813632249832e-05 0.11178405030846994 4.412120049696378 0 
2.8710229206085204e-05 0.11790112606535522 4.488552604847945 0 
2.990232208967209e-05 0.12404347415765914 4.562546660612617 0 
3.109441497325897e-05 0.13020654450287453 4.634240135602872 0 
3.2286507856845854e-05 0.1363861510973675 4.703758825201279 0 
3.3478600740432734e-05 0.14257843832475767 4.771217884333073 0 
3.467069362401962e-05 0.1487798453158281 4.836722945433121 0 
3.58627865076065e-05 0.15498708683741347 4.900371324710405 0 
3.824697227478027e-05 0.16742216958547712 5.022601899891503 0 
4.063115804195404e-05 0.17987347992645522 5.138651191147572 0 
4.301534380912781e-05 0.19231985449141112 5.249026132591671 0 
4.539952957630157e-05 0.20474343569835318 5.354174388093666 0 
4.778371534347534e-05 0.21712891187571925 5.45449210298646 0 
5.016790111064911e-05 0.22946309052945274 5.550331576114171 0 
5.255208687782287e-05 0.24173699196945259 5.64202576965095 0 
5.493627264499664e-05 0.25395418921065666 5.729957045020403 0 
5.7320458412170406e-05 0.26610672494396914 5.814377707626393 0 
5.9704644179344174e-05 0.27818591422748284 5.895501222671591 0 
6.208882994651794e-05 0.29018433178317665 5.973522824141219 0 
6.44730157136917e-05 0.3020955936941406 6.048621386755145 0 
6.685720148086547e-05 0.31391420323379465 6.120961030850228 0 
6.924138724803924e-05 0.32563897589962504 6.190714417698538 0 
7.1625573015213e-05 0.33727348182012135 6.258066743136591 0 
7.400975878238677e-05 0.3488136409119189 6.323140633899758 0 
7.639394454956054e-05 0.36025577713877954 6.38604834989167 0 
8.116231608390808e-05 0.3828340645584717 6.5057763638341815 0 
8.593068761825561e-05 0.40499154617491145 6.618019337477655 0 
9.069905915260314e-05 0.42673666458271803 6.723549569694828 0 
9.546743068695067e-05 0.44806285668790735 6.822952572321386 0 
0.00010023580222129821 0.46896238987188754 6.9167201930273645 0 
0.00010500417375564574 0.4894375688341644 7.005320094671623 0 
0.00010977254528999327 0.5094990354391498 7.089198603719123 0 
0.00011454091682434081 0.5291458284125387 7.168697765080865 0 
0.00011930928835868835 0.5483787833388358 7.244124759811567 0 
0.00012407765989303588 0.5672081677296177 7.3157892969333576 0 
0.0001288460314273834 0.5856423595052684 7.383962804519642 0 
0.00013361440296173093 0.6036848871287962 7.448869394556471 0 
0.00013838277449607848 0.6213405940779103 7.5107151103816125 0 
0.000143151146030426 0.638621123111139 7.569711049645211 0 
0.00015268788909912108 0.6720856167143187 7.679847790470993 0 
0.00016222463216781615 0.7041329978158757 7.7805080066316314 0 
0.00017176137523651123 0.7348319665516047 7.8727733654040915 0 
0.00018129811830520627 0.7642387986013892 7.957529098587472 0 
0.00019083486137390135 0.7924186270521197 8.035565991726726 0 
0.00020037160444259642 0.8194256680686138 8.1075418697223 0 
0.00020990834751129147 0.8453198632479489 8.174050796489738 0 
0.00021944509057998654 0.8701519879282059 8.235594694147714 0 
0.00022898183364868162 0.8939760014544482 8.292628823203707 0 
0.00024805531978607176 0.9387887745291423 8.394698364936444 0 
0.0002671288059234619 0.980121101150426 8.482931701411207 0 
0.000286202292060852 1.018298970724966 8.559461948319932 0 
0.00030527577819824215 1.053614376445703 8.626014909209264 0 
0.0003243492643356323 1.0863283645924948 8.68400208872772 0 
0.0003434227504730224 1.1166742781425987 8.734589734764239 0 
0.0003815697227478027 1.1710765162058292 8.81730255446854 0 
0.000419716695022583 1.21824620029443 8.88024216801617 0 
0.0004578636672973633 1.2593285995997356 8.927809047236924 0 
0.0005341576118469238 1.3257600957814888 8.98744367250056 0 
0.0006104515563964844 1.3743475577290905 9.011300782185577 0 
