omega2 r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11
nan 0.06310000000000004 0.41493239177859514 0.0020461550545832477 0.000524683414322007 0.0003157295578770316 0.00022656204541289003 0.00017070812875717337 0.00012577990381195338 8.47659639115975e-05 4.4332395115104346e-05 4.470528855898131e-06 -3.4738425581488695e-05 -7.168975151403397e-05 
nan 0.06410000000000005 0.42710691799228423 0.0020700158081379525 0.0005288895555516962 0.0003163724242626122 0.00022491948960212755 0.00016701209980311515 0.00012007129152262133 7.707625768946106e-05 3.48459196379375e-05 -6.556784637032845e-06 -4.688502101550951e-05 -8.423951489982151e-05 
nan 0.06510000000000005 0.4392659304608056 0.0020908392075527954 0.000532174675343198 0.0003163258738073539 0.00022263952434201846 0.00016268054210802517 0.0001137216961256881 6.875327618682836e-05 2.47687540261763e-05 -1.8088808635122055e-05 -5.93951745228013e-05 -9.694810538593696e-05 
nan 0.06610000000000005 0.45140050225858963 0.0021084981542627674 0.0005345039488774961 0.0003155674875187416 0.00021970553664619726 0.00015770186169630356 0.00010672570753872514 5.979990390031628e-05 1.4114617824330728e-05 -3.0098438969437167e-05 -7.222638000313502e-05 -0.00010975736964644579 
nan 0.06710000000000005 0.46350200610245107 0.0021228684987767304 0.0005358435190542743 0.0003140756772209729 0.00021610184024493354 0.00015206561338077212 9.907937514728561e-05 5.022085020452767e-05 2.8993966755293304e-06 -4.2556172930653443e-05 -8.533374823569529e-05 -0.00012260722374600182 
nan 0.06810000000000005 0.4755621179945736 0.00213382906837791 0.0005361605063023029 0.00031182969405830585 0.00021181368382247175 0.000145762507192208 9.078020785005213e-05 4.0022634186370076e-05 -8.858902109632414e-06 -5.543020293980092e-05 -9.867017471194192e-05 -0.00013543591922703606 
nan 0.06910000000000005 0.4875728195248008 0.002141261682040072 0.0005354230147361134 0.00030880963437424796 0.0002068272567928502 0.00013878441209997391 8.182717080455752e-05 2.921356524051956e-05 -2.114019939295761e-05 -6.868651677410456e-05 -0.00011218651451012251 -0.0001481803148896209 
nan 0.07010000000000005 0.49952639894175216 0.0021450511536127417 0.0005336001349642561 0.00030499644318768965 0.0002011296928190841 0.00013112435724047173 7.222067912482595e-05 1.780371974391997e-05 -3.3922399024199185e-05 -8.228900371818598e-05 -0.00012583176326469602 -0.00016077615285677222 
nan 0.07110000000000005 0.5114154510927421 0.0021450852843016765 0.0005306619438482328 0.0003003719154839549 0.00019470907127875487 0.00012277653086882235 6.196258878075264e-05 5.804914124439694e-06 -4.718144720501366e-05 -9.619956602297872e-05 -0.00013955324330905362 -0.0001731583375686994 
nan 0.07210000000000005 0.523232876335752 0.002141254845448324 0.0005265795015031306 0.0002949186955314656 0.0001875544168708888 0.00011373627723919967 5.1056184936433714e-05 -6.769325377457727e-06 -6.0891395995409326e-05 -0.00011037823508417891 -0.000153296794113577 -0.00018526121641885738 
