mu sigma omega mu0 sigma0 omega0
214.28571428571428 -146.96969696969697 7.3114095214981125 214.28571428571428 nan nan 
224.48979591836735 -146.96969696969697 7.3114095214981125 224.48979591836735 nan nan 
234.6938775510204 -146.96969696969697 7.3114095214981125 234.6938775510204 nan nan 
244.89795918367346 -146.96969696969697 7.3114095214981125 244.89795918367346 nan nan 
255.10204081632654 -146.96969696969697 7.3114095214981125 255.10204081632654 nan nan 
265.3061224489796 -146.96969696969697 7.3114095214981125 265.3061224489796 nan nan 
275.51020408163265 -146.96969696969697 7.3114095214981125 275.51020408163265 nan nan 
285.7142857142857 -146.96969696969697 7.3114095214981125 285.7142857142857 nan nan 
295.9183673469388 -146.96969696969697 7.3114095214981125 295.9183673469388 nan nan 
306.1224489795918 -146.96969696969697 7.3114095214981125 306.1224489795918 nan nan 
316.3265306122449 -146.96969696969697 7.3114095214981125 316.3265306122449 nan nan 
326.53061224489795 -146.96969696969697 7.3114095214981125 326.53061224489795 nan nan 
336.734693877551 -146.96969696969697 7.3114095214981125 336.734693877551 nan nan 
346.9387755102041 -146.96969696969697 7.3114095214981125 346.9387755102041 nan nan 
357.1428571428571 -146.96969696969697 7.3114095214981125 357.1428571428571 nan nan 
367.3469387755102 -146.96969696969697 7.3114095214981125 367.3469387755102 nan nan 
377.55102040816325 -146.96969696969697 7.3114095214981125 377.55102040816325 nan nan 
387.7551020408163 -146.96969696969697 7.3114095214981125 387.7551020408163 nan nan 
397.9591836734694 -146.96969696969697 7.3114095214981125 397.9591836734694 nan nan 
408.1632653061224 -146.96969696969697 7.3114095214981125 408.1632653061224 nan nan 
418.3673469387755 -146.96969696969697 7.3114095214981125 418.3673469387755 nan nan 
428.57142857142856 -146.96969696969697 7.3114095214981125 428.57142857142856 nan nan 
438.7755102040816 -146.96969696969697 7.3114095214981125 438.7755102040816 nan nan 
448.9795918367347 -146.96969696969697 7.3114095214981125 448.9795918367347 nan nan 
459.18367346938777 -146.96969696969697 7.3114095214981125 459.18367346938777 nan nan 
469.3877551020408 -146.96969696969697 7.3114095214981125 469.3877551020408 nan nan 
479.59183673469386 -146.96969696969697 7.309723159057963 479.59183673469386 nan nan 
489.7959183673469 -146.96969696969697 7.287883234588763 489.7959183673469 nan nan 
500.0 -146.96969696969697 7.2282034370087125 500.0 nan nan 

0.0 -143.93939393939394 6.025644936324952 0.0 nan nan 
10.204081632653061 -143.93939393939394 6.025644936324952 10.204081632653061 nan nan 
20.408163265306122 -143.93939393939394 6.025644936324952 20.408163265306122 nan nan 
30.612244897959183 -143.93939393939394 6.025644936324952 30.612244897959183 nan nan 
40.816326530612244 -143.93939393939394 6.025644936324952 40.816326530612244 nan nan 
51.0204081632653 -143.93939393939394 6.025644936324952 51.0204081632653 nan nan 
61.224489795918366 -143.93939393939394 6.025644936324952 61.224489795918366 nan nan 
71.42857142857143 -143.93939393939394 6.025644936324952 71.42857142857143 nan nan 
81.63265306122449 -143.93939393939394 6.025644936324952 81.63265306122449 nan nan 
91.83673469387755 -143.93939393939394 6.025644936324952 91.83673469387755 nan nan 
102.0408163265306 -143.93939393939394 6.025644936324952 102.0408163265306 nan nan 
112.24489795918367 -143.93939393939394 6.025644936324952 112.24489795918367 nan nan 
122.44897959183673 -143.93939393939394 6.025644936324952 122.44897959183673 nan nan 
132.6530612244898 -143.93939393939394 6.025644936324952 132.6530612244898 nan nan 
142.85714285714286 -143.93939393939394 6.025644936324952 142.85714285714286 nan nan 
153.0612244897959 -143.93939393939394 6.025644936324952 153.0612244897959 nan nan 
163.26530612244898 -143.93939393939394 6.025644936324952 163.26530612244898 nan nan 
173.46938775510205 -143.93939393939394 6.025644936324952 173.46938775510205 nan nan 
183.6734693877551 -143.93939393939394 6.025644936324952 183.6734693877551 nan nan 
193.87755102040816 -143.93939393939394 6.025644936324952 193.87755102040816 nan nan 
204.0816326530612 -143.93939393939394 6.025644936324952 204.0816326530612 nan nan 
214.28571428571428 -143.93939393939394 6.025644936324952 214.28571428571428 nan nan 
224.48979591836735 -143.93939393939394 6.025644936324952 224.48979591836735 nan nan 
234.6938775510204 -143.93939393939394 6.025644936324952 234.6938775510204 nan nan 
244.89795918367346 -143.93939393939394 6.025644936324952 244.89795918367346 nan nan 
255.10204081632654 -143.93939393939394 6.025644936324952 255.10204081632654 nan nan 
265.3061224489796 -143.93939393939394 6.025644936324952 265.3061224489796 nan nan 
275.51020408163265 -143.93939393939394 6.025644936324952 275.51020408163265 nan nan 
285.7142857142857 -143.93939393939394 6.025644936324952 285.7142857142857 nan nan 
295.9183673469388 -143.93939393939394 6.025644936324952 295.9183673469388 nan nan 
306.1224489795918 -143.93939393939394 6.025644936324952 306.1224489795918 nan nan 
316.3265306122449 -143.93939393939394 6.025644936324952 316.3265306122449 nan nan 
326.53061224489795 -143.93939393939394 6.025644936324952 326.53061224489795 nan nan 
336.734693877551 -143.93939393939394 6.025644936324952 336.734693877551 nan nan 
346.9387755102041 -143.93939393939394 6.025644936324952 346.9387755102041 nan nan 
357.1428571428571 -143.93939393939394 6.025644936324952 357.1428571428571 nan nan 
367.3469387755102 -143.93939393939394 6.025644936324952 367.3469387755102 nan nan 
377.55102040816325 -143.93939393939394 6.025644936324952 377.55102040816325 nan nan 
387.7551020408163 -143.93939393939394 6.025644936324952 387.7551020408163 nan nan 
397.9591836734694 -143.93939393939394 6.025644936324952 397.9591836734694 nan nan 
408.1632653061224 -143.93939393939394 6.025644936324952 408.1632653061224 nan nan 
418.3673469387755 -143.93939393939394 6.025644936324952 418.3673469387755 nan nan 
428.57142857142856 -143.93939393939394 6.025644936324952 428.57142857142856 nan nan 
438.7755102040816 -143.93939393939394 6.025644936324952 438.7755102040816 nan nan 
448.9795918367347 -143.93939393939394 6.025644936324952 448.9795918367347 nan nan 
459.18367346938777 -143.93939393939394 6.025644936324952 459.18367346938777 nan nan 
469.3877551020408 -143.93939393939394 6.02431141034003 469.3877551020408 nan nan 
479.59183673469386 -143.93939393939394 6.0043706388023095 479.59183673469386 nan nan 
489.7959183673469 -143.93939393939394 5.948286622726865 489.7959183673469 nan nan 
500.0 -143.93939393939394 5.843987740123696 500.0 nan nan 

0.0 -140.9090909090909 4.82160872421528 0.0 nan nan 
10.204081632653061 -140.9090909090909 4.82160872421528 10.204081632653061 nan nan 
20.408163265306122 -140.9090909090909 4.82160872421528 20.408163265306122 nan nan 
30.612244897959183 -140.9090909090909 4.82160872421528 30.612244897959183 nan nan 
40.816326530612244 -140.9090909090909 4.82160872421528 40.816326530612244 nan nan 
51.0204081632653 -140.9090909090909 4.82160872421528 51.0204081632653 nan nan 
61.224489795918366 -140.9090909090909 4.82160872421528 61.224489795918366 nan nan 
71.42857142857143 -140.9090909090909 4.82160872421528 71.42857142857143 nan nan 
81.63265306122449 -140.9090909090909 4.82160872421528 81.63265306122449 nan nan 
91.83673469387755 -140.9090909090909 4.82160872421528 91.83673469387755 nan nan 
102.0408163265306 -140.9090909090909 4.82160872421528 102.0408163265306 nan nan 
112.24489795918367 -140.9090909090909 4.82160872421528 112.24489795918367 nan nan 
122.44897959183673 -140.9090909090909 4.82160872421528 122.44897959183673 nan nan 
132.6530612244898 -140.9090909090909 4.82160872421528 132.6530612244898 nan nan 
142.85714285714286 -140.9090909090909 4.82160872421528 142.85714285714286 nan nan 
153.0612244897959 -140.9090909090909 4.82160872421528 153.0612244897959 nan nan 
163.26530612244898 -140.9090909090909 4.82160872421528 163.26530612244898 nan nan 
173.46938775510205 -140.9090909090909 4.82160872421528 173.46938775510205 nan nan 
183.6734693877551 -140.9090909090909 4.82160872421528 183.6734693877551 nan nan 
193.87755102040816 -140.9090909090909 4.82160872421528 193.87755102040816 nan nan 
204.0816326530612 -140.9090909090909 4.82160872421528 204.0816326530612 nan nan 
214.28571428571428 -140.9090909090909 4.82160872421528 214.28571428571428 nan nan 
224.48979591836735 -140.9090909090909 4.82160872421528 224.48979591836735 nan nan 
234.6938775510204 -140.9090909090909 4.82160872421528 234.6938775510204 nan nan 
244.89795918367346 -140.9090909090909 4.82160872421528 244.89795918367346 nan nan 
255.10204081632654 -140.9090909090909 4.82160872421528 255.10204081632654 nan nan 
265.3061224489796 -140.9090909090909 4.82160872421528 265.3061224489796 nan nan 
275.51020408163265 -140.9090909090909 4.82160872421528 275.51020408163265 nan nan 
285.7142857142857 -140.9090909090909 4.82160872421528 285.7142857142857 nan nan 
295.9183673469388 -140.9090909090909 4.82160872421528 295.9183673469388 nan nan 
306.1224489795918 -140.9090909090909 4.82160872421528 306.1224489795918 nan nan 
316.3265306122449 -140.9090909090909 4.82160872421528 316.3265306122449 nan nan 
326.53061224489795 -140.9090909090909 4.82160872421528 326.53061224489795 nan nan 
336.734693877551 -140.9090909090909 4.82160872421528 336.734693877551 nan nan 
346.9387755102041 -140.9090909090909 4.82160872421528 346.9387755102041 nan nan 
357.1428571428571 -140.9090909090909 4.82160872421528 357.1428571428571 nan nan 
367.3469387755102 -140.9090909090909 4.82160872421528 367.3469387755102 nan nan 
377.55102040816325 -140.9090909090909 4.82160872421528 377.55102040816325 nan nan 
387.7551020408163 -140.9090909090909 4.82160872421528 387.7551020408163 nan nan 
397.9591836734694 -140.9090909090909 4.82160872421528 397.9591836734694 nan nan 
408.1632653061224 -140.9090909090909 4.82160872421528 408.1632653061224 nan nan 
418.3673469387755 -140.9090909090909 4.82160872421528 418.3673469387755 nan nan 
428.57142857142856 -140.9090909090909 4.82160872421528 428.57142857142856 nan nan 
438.7755102040816 -140.9090909090909 4.82160872421528 438.7755102040816 nan nan 
448.9795918367347 -140.9090909090909 4.82160872421528 448.9795918367347 nan nan 
459.18367346938777 -140.9090909090909 4.820573702988095 459.18367346938777 nan nan 
469.3877551020408 -140.9090909090909 4.802421629255408 469.3877551020408 nan nan 
479.59183673469386 -140.9090909090909 4.749785561929323 479.59183673469386 nan nan 
489.7959183673469 -140.9090909090909 4.650834889696221 489.7959183673469 nan nan 
500.0 -140.9090909090909 4.495380376409745 500.0 nan nan 

0.0 -137.87878787878788 3.6982861510627014 0.0 nan nan 
10.204081632653061 -137.87878787878788 3.6982861510627014 10.204081632653061 nan nan 
20.408163265306122 -137.87878787878788 3.6982861510627014 20.408163265306122 nan nan 
30.612244897959183 -137.87878787878788 3.6982861510627014 30.612244897959183 nan nan 
40.816326530612244 -137.87878787878788 3.6982861510627014 40.816326530612244 nan nan 
51.0204081632653 -137.87878787878788 3.6982861510627014 51.0204081632653 nan nan 
61.224489795918366 -137.87878787878788 3.6982861510627014 61.224489795918366 nan nan 
71.42857142857143 -137.87878787878788 3.6982861510627014 71.42857142857143 nan nan 
81.63265306122449 -137.87878787878788 3.6982861510627014 81.63265306122449 nan nan 
91.83673469387755 -137.87878787878788 3.6982861510627014 91.83673469387755 nan nan 
102.0408163265306 -137.87878787878788 3.6982861510627014 102.0408163265306 nan nan 
112.24489795918367 -137.87878787878788 3.6982861510627014 112.24489795918367 nan nan 
122.44897959183673 -137.87878787878788 3.6982861510627014 122.44897959183673 nan nan 
132.6530612244898 -137.87878787878788 3.6982861510627014 132.6530612244898 nan nan 
142.85714285714286 -137.87878787878788 3.6982861510627014 142.85714285714286 nan nan 
153.0612244897959 -137.87878787878788 3.6982861510627014 153.0612244897959 nan nan 
163.26530612244898 -137.87878787878788 3.6982861510627014 163.26530612244898 nan nan 
173.46938775510205 -137.87878787878788 3.6982861510627014 173.46938775510205 nan nan 
183.6734693877551 -137.87878787878788 3.6982861510627014 183.6734693877551 nan nan 
193.87755102040816 -137.87878787878788 3.6982861510627014 193.87755102040816 nan nan 
204.0816326530612 -137.87878787878788 3.6982861510627014 204.0816326530612 nan nan 
214.28571428571428 -137.87878787878788 3.6982861510627014 214.28571428571428 nan nan 
224.48979591836735 -137.87878787878788 3.6982861510627014 224.48979591836735 nan nan 
234.6938775510204 -137.87878787878788 3.6982861510627014 234.6938775510204 nan nan 
244.89795918367346 -137.87878787878788 3.6982861510627014 244.89795918367346 nan nan 
255.10204081632654 -137.87878787878788 3.6982861510627014 255.10204081632654 nan nan 
265.3061224489796 -137.87878787878788 3.6982861510627014 265.3061224489796 nan nan 
275.51020408163265 -137.87878787878788 3.6982861510627014 275.51020408163265 nan nan 
285.7142857142857 -137.87878787878788 3.6982861510627014 285.7142857142857 nan nan 
295.9183673469388 -137.87878787878788 3.6982861510627014 295.9183673469388 nan nan 
306.1224489795918 -137.87878787878788 3.6982861510627014 306.1224489795918 nan nan 
316.3265306122449 -137.87878787878788 3.6982861510627014 316.3265306122449 nan nan 
326.53061224489795 -137.87878787878788 3.6982861510627014 326.53061224489795 nan nan 
336.734693877551 -137.87878787878788 3.6982861510627014 336.734693877551 nan nan 
346.9387755102041 -137.87878787878788 3.6982861510627014 346.9387755102041 nan nan 
357.1428571428571 -137.87878787878788 3.6982861510627014 357.1428571428571 nan nan 
367.3469387755102 -137.87878787878788 3.6982861510627014 367.3469387755102 nan nan 
377.55102040816325 -137.87878787878788 3.6982861510627014 377.55102040816325 nan nan 
387.7551020408163 -137.87878787878788 3.6982861510627014 387.7551020408163 nan nan 
397.9591836734694 -137.87878787878788 3.6982861510627014 397.9591836734694 nan nan 
408.1632653061224 -137.87878787878788 3.6982861510627014 408.1632653061224 nan nan 
418.3673469387755 -137.87878787878788 3.6982861510627014 418.3673469387755 nan nan 
428.57142857142856 -137.87878787878788 3.6982861510627014 428.57142857142856 nan nan 
438.7755102040816 -137.87878787878788 3.6982861510627014 438.7755102040816 nan nan 
448.9795918367347 -137.87878787878788 3.697500437844953 448.9795918367347 nan nan 
459.18367346938777 -137.87878787878788 3.681029662975301 459.18367346938777 nan nan 
469.3877551020408 -137.87878787878788 3.6316968238296656 469.3877551020408 nan nan 
479.59183673469386 -137.87878787878788 3.5379117772119075 479.59183673469386 nan nan 
489.7959183673469 -137.87878787878788 3.389723675421732 489.7959183673469 nan nan 
500.0 -137.87878787878788 3.177972480266642 500.0 nan nan 

0.0 -134.84848484848484 2.6545193546392514 0.0 nan nan 
10.204081632653061 -134.84848484848484 2.6545193546392514 10.204081632653061 nan nan 
20.408163265306122 -134.84848484848484 2.6545193546392514 20.408163265306122 nan nan 
30.612244897959183 -134.84848484848484 2.6545193546392514 30.612244897959183 nan nan 
40.816326530612244 -134.84848484848484 2.6545193546392514 40.816326530612244 nan nan 
51.0204081632653 -134.84848484848484 2.6545193546392514 51.0204081632653 nan nan 
61.224489795918366 -134.84848484848484 2.6545193546392514 61.224489795918366 nan nan 
71.42857142857143 -134.84848484848484 2.6545193546392514 71.42857142857143 nan nan 
81.63265306122449 -134.84848484848484 2.6545193546392514 81.63265306122449 nan nan 
91.83673469387755 -134.84848484848484 2.6545193546392514 91.83673469387755 nan nan 
102.0408163265306 -134.84848484848484 2.6545193546392514 102.0408163265306 nan nan 
112.24489795918367 -134.84848484848484 2.6545193546392514 112.24489795918367 nan nan 
122.44897959183673 -134.84848484848484 2.6545193546392514 122.44897959183673 nan nan 
132.6530612244898 -134.84848484848484 2.6545193546392514 132.6530612244898 nan nan 
142.85714285714286 -134.84848484848484 2.6545193546392514 142.85714285714286 nan nan 
153.0612244897959 -134.84848484848484 2.6545193546392514 153.0612244897959 nan nan 
163.26530612244898 -134.84848484848484 2.6545193546392514 163.26530612244898 nan nan 
173.46938775510205 -134.84848484848484 2.6545193546392514 173.46938775510205 nan nan 
183.6734693877551 -134.84848484848484 2.6545193546392514 183.6734693877551 nan nan 
193.87755102040816 -134.84848484848484 2.6545193546392514 193.87755102040816 nan nan 
204.0816326530612 -134.84848484848484 2.6545193546392514 204.0816326530612 nan nan 
214.28571428571428 -134.84848484848484 2.6545193546392514 214.28571428571428 nan nan 
224.48979591836735 -134.84848484848484 2.6545193546392514 224.48979591836735 nan nan 
234.6938775510204 -134.84848484848484 2.6545193546392514 234.6938775510204 nan nan 
244.89795918367346 -134.84848484848484 2.6545193546392514 244.89795918367346 nan nan 
255.10204081632654 -134.84848484848484 2.6545193546392514 255.10204081632654 nan nan 
265.3061224489796 -134.84848484848484 2.6545193546392514 265.3061224489796 nan nan 
275.51020408163265 -134.84848484848484 2.6545193546392514 275.51020408163265 nan nan 
285.7142857142857 -134.84848484848484 2.6545193546392514 285.7142857142857 nan nan 
295.9183673469388 -134.84848484848484 2.6545193546392514 295.9183673469388 nan nan 
306.1224489795918 -134.84848484848484 2.6545193546392514 306.1224489795918 nan nan 
316.3265306122449 -134.84848484848484 2.6545193546392514 316.3265306122449 nan nan 
326.53061224489795 -134.84848484848484 2.6545193546392514 326.53061224489795 nan nan 
336.734693877551 -134.84848484848484 2.6545193546392514 336.734693877551 nan nan 
346.9387755102041 -134.84848484848484 2.6545193546392514 346.9387755102041 nan nan 
357.1428571428571 -134.84848484848484 2.6545193546392514 357.1428571428571 nan nan 
367.3469387755102 -134.84848484848484 2.6545193546392514 367.3469387755102 nan nan 
377.55102040816325 -134.84848484848484 2.6545193546392514 377.55102040816325 nan nan 
387.7551020408163 -134.84848484848484 2.6545193546392514 387.7551020408163 nan nan 
397.9591836734694 -134.84848484848484 2.6545193546392514 397.9591836734694 nan nan 
408.1632653061224 -134.84848484848484 2.6545193546392514 408.1632653061224 nan nan 
418.3673469387755 -134.84848484848484 2.6545193546392514 418.3673469387755 nan nan 
428.57142857142856 -134.84848484848484 2.6545193546392514 428.57142857142856 nan nan 
438.7755102040816 -134.84848484848484 2.6539386911616165 438.7755102040816 nan nan 
448.9795918367347 -134.84848484848484 2.6390448614846505 448.9795918367347 nan nan 
459.18367346938777 -134.84848484848484 2.5928736421307903 459.18367346938777 nan nan 
469.3877551020408 -134.84848484848484 2.5040747460417396 469.3877551020408 nan nan 
479.59183673469386 -134.84848484848484 2.3629354145781236 479.59183673469386 nan nan 
489.7959183673469 -134.84848484848484 2.1605203330222356 489.7959183673469 nan nan 
500.0 -134.84848484848484 1.8883302609934782 500.0 nan nan 

0.0 -131.8181818181818 1.6890109653404395 0.0 nan nan 
10.204081632653061 -131.8181818181818 1.6890109653404395 10.204081632653061 nan nan 
20.408163265306122 -131.8181818181818 1.6890109653404395 20.408163265306122 nan nan 
30.612244897959183 -131.8181818181818 1.6890109653404395 30.612244897959183 nan nan 
40.816326530612244 -131.8181818181818 1.6890109653404395 40.816326530612244 nan nan 
51.0204081632653 -131.8181818181818 1.6890109653404395 51.0204081632653 nan nan 
61.224489795918366 -131.8181818181818 1.6890109653404395 61.224489795918366 nan nan 
71.42857142857143 -131.8181818181818 1.6890109653404395 71.42857142857143 nan nan 
81.63265306122449 -131.8181818181818 1.6890109653404395 81.63265306122449 nan nan 
91.83673469387755 -131.8181818181818 1.6890109653404395 91.83673469387755 nan nan 
102.0408163265306 -131.8181818181818 1.6890109653404395 102.0408163265306 nan nan 
112.24489795918367 -131.8181818181818 1.6890109653404395 112.24489795918367 nan nan 
122.44897959183673 -131.8181818181818 1.6890109653404395 122.44897959183673 nan nan 
132.6530612244898 -131.8181818181818 1.6890109653404395 132.6530612244898 nan nan 
142.85714285714286 -131.8181818181818 1.6890109653404395 142.85714285714286 nan nan 
153.0612244897959 -131.8181818181818 1.6890109653404395 153.0612244897959 nan nan 
163.26530612244898 -131.8181818181818 1.6890109653404395 163.26530612244898 nan nan 
173.46938775510205 -131.8181818181818 1.6890109653404395 173.46938775510205 nan nan 
183.6734693877551 -131.8181818181818 1.6890109653404395 183.6734693877551 nan nan 
193.87755102040816 -131.8181818181818 1.6890109653404395 193.87755102040816 nan nan 
204.0816326530612 -131.8181818181818 1.6890109653404395 204.0816326530612 nan nan 
214.28571428571428 -131.8181818181818 1.6890109653404395 214.28571428571428 nan nan 
224.48979591836735 -131.8181818181818 1.6890109653404395 224.48979591836735 nan nan 
234.6938775510204 -131.8181818181818 1.6890109653404395 234.6938775510204 nan nan 
244.89795918367346 -131.8181818181818 1.6890109653404395 244.89795918367346 nan nan 
255.10204081632654 -131.8181818181818 1.6890109653404395 255.10204081632654 nan nan 
265.3061224489796 -131.8181818181818 1.6890109653404395 265.3061224489796 nan nan 
275.51020408163265 -131.8181818181818 1.6890109653404395 275.51020408163265 nan nan 
285.7142857142857 -131.8181818181818 1.6890109653404395 285.7142857142857 nan nan 
295.9183673469388 -131.8181818181818 1.6890109653404395 295.9183673469388 nan nan 
306.1224489795918 -131.8181818181818 1.6890109653404395 306.1224489795918 nan nan 
316.3265306122449 -131.8181818181818 1.6890109653404395 316.3265306122449 nan nan 
326.53061224489795 -131.8181818181818 1.6890109653404395 326.53061224489795 nan nan 
336.734693877551 -131.8181818181818 1.6890109653404395 336.734693877551 nan nan 
346.9387755102041 -131.8181818181818 1.6890109653404395 346.9387755102041 nan nan 
357.1428571428571 -131.8181818181818 1.6890109653404395 357.1428571428571 nan nan 
367.3469387755102 -131.8181818181818 1.6890109653404395 367.3469387755102 nan nan 
377.55102040816325 -131.8181818181818 1.6890109653404395 377.55102040816325 nan nan 
387.7551020408163 -131.8181818181818 1.6890109653404395 387.7551020408163 nan nan 
397.9591836734694 -131.8181818181818 1.6890109653404395 397.9591836734694 nan nan 
408.1632653061224 -131.8181818181818 1.6890109653404395 408.1632653061224 nan nan 
418.3673469387755 -131.8181818181818 1.6890109653404395 418.3673469387755 nan nan 
428.57142857142856 -131.8181818181818 1.6885958384334752 428.57142857142856 nan nan 
438.7755102040816 -131.8181818181818 1.6751776315473226 438.7755102040816 nan nan 
448.9795918367347 -131.8181818181818 1.6320295357699373 448.9795918367347 nan nan 
