sigma muu mud mue omega
nan nan nan nan nan 
92.99999797890013 0.0 0.0 0.0 -8.018229719658114 
92.99999797890013 10.169491525423728 10.169491525423728 0.0 -8.018229719658114 
92.99999797890013 20.338983050847457 20.338983050847457 0.0 -8.018229719658114 
92.99999797890013 30.508474576271183 30.508474576271183 0.0 -8.018229719658114 
92.99999797890013 40.67796610169491 40.67796610169491 0.0 -8.018229719658114 
92.99999797890013 50.847457627118644 50.847457627118644 0.0 -8.018229719658114 
92.99999797890013 61.01694915254237 61.01694915254237 0.0 -8.018229719658114 
92.99999797890013 71.1864406779661 71.1864406779661 0.0 -8.018229719658114 
92.99999797890013 81.35593220338983 81.35593220338983 0.0 -8.018229719658114 
92.99999797890013 91.52542372881355 91.52542372881355 0.0 -8.018229719658114 
92.99999797890013 101.69491525423729 101.69491525423729 0.0 -8.018229719658114 
92.99999797890013 111.86440677966101 111.86440677966101 0.0 -8.018229719658114 
92.99999797890013 122.03389830508473 122.03389830508473 0.0 -8.018229719658114 
92.99999797890013 132.20338983050846 132.20338983050846 0.0 -8.018229719658114 
92.99999797890013 142.3728813559322 142.3728813559322 0.0 -8.018229719658114 
92.99999797912832 152.54237288135593 152.54237288135593 0.0 -8.018229719658118 
92.99999798632575 162.71186440677965 162.71186440677965 0.0 -8.018229719658112 
92.99999802112545 172.88135593220338 172.88135593220338 0.0 -8.018229719658114 
92.99999809914213 183.0508474576271 183.0508474576271 0.0 -8.018229719658112 
92.99999823773535 193.22033898305085 193.22033898305085 0.0 -8.018229719658116 
92.99999845944934 203.38983050847457 203.38983050847457 0.0 -8.01822971965812 
92.99999879491831 213.5593220338983 213.5593220338983 0.0 -8.01822971965812 
92.99999929072791 223.72881355932202 223.72881355932202 0.0 -8.018229719658123 
92.99999998672868 233.89830508474574 233.89830508474574 0.0 -8.018229719658125 
92.99999998421987 244.06779661016947 244.06779661016947 0.0 -8.018229719658125 
92.99999997705054 254.23728813559322 254.23728813559322 0.0 -8.018229719658125 
92.99999995456082 264.4067796610169 264.4067796610169 0.0 -8.018229719658123 
92.99999992540832 274.5762711864407 274.5762711864407 0.0 -8.018229719658125 
93.00000091980502 284.7457627118644 284.7457627118644 0.0 -8.018229719658125 
92.999998192799 294.91525423728814 294.91525423728814 0.0 -8.01822971965812 
92.54794871884422 305.08474576271186 305.08474576271186 0.0 -8.01949693320627 
89.15143792692724 315.2542372881356 315.2542372881356 0.0 -8.046992641741522 
71.04679961578421 325.4237288135593 325.4237288135593 0.0 -8.194926860435155 
30.182876311839415 335.59322033898303 335.59322033898303 0.0 -8.928987506258041 
21.305084588435307 345.76271186440675 345.76271186440675 0.0 -9.926280084905265 
16.57854583089182 355.9322033898305 355.9322033898305 0.0 -11.0634672993942 
13.55175690453104 366.1016949152542 366.1016949152542 0.0 -12.325249013671307 
11.428371124701044 376.2711864406779 376.2711864406779 0.0 -13.70975246282644 
9.851303970487626 386.4406779661017 386.4406779661017 0.0 -15.219481677293729 
8.63236025588166 396.6101694915254 396.6101694915254 0.0 -16.858864043368985 
7.661761606281601 406.77966101694915 406.77966101694915 0.0 -18.63334912843037 
6.870789937875665 416.9491525423729 416.9491525423729 0.0 -20.549015896536012 
6.21407888136321 427.1186440677966 427.1186440677966 0.0 -22.612380706029988 
5.660411346143981 437.2881355932203 437.2881355932203 0.0 -24.830295236990658 
5.187576923749891 447.45762711864404 447.45762711864404 0.0 -27.20988859354628 
4.779326573912684 457.62711864406776 457.62711864406776 0.0 -29.758532712863722 
4.423493457762175 467.7966101694915 467.7966101694915 0.0 -32.48382079682235 
4.110779790138735 477.9661016949152 477.9661016949152 0.0 -35.39355337259606 
3.833971725841005 488.13559322033893 488.13559322033893 0.0 -38.49572900381114 
3.587358537731281 498.3050847457627 498.3050847457627 0.0 -41.798537934800905 
3.366384689557639 508.47457627118644 508.47457627118644 0.0 -45.310357640074905 
3.1673605747254623 518.6440677966101 518.6440677966101 0.0 -49.03974964368082 
2.9872647407152124 528.8135593220338 528.8135593220338 0.0 -52.99545720451565 
2.823611328137229 538.9830508474575 538.9830508474575 0.0 -57.18640360424892 
2.674323671914233 549.1525423728814 549.1525423728814 0.0 -61.621690862309 
2.537647762362578 559.3220338983051 559.3220338983051 0.0 -66.31059875853946 
2.4121196187830356 569.4915254237288 569.4915254237288 0.0 -71.26258408083778 
2.296477667810723 579.6610169491526 579.6610169491526 0.0 -76.48728003956386 
2.189646855235188 589.8305084745763 589.8305084745763 0.0 -81.99449580711322 
2.090699918239878 600.0 600.0 0.0 -87.7942161525106 
