Pcs r0 P0 nu0 nd0 ns0 ne0 r1 P1 nu1 nd1 ns1 ne1 r2 P2 nu2 nd2 ns2 ne2
nan 0.18110000000000004 0.0005995890981252411 0.7175001298888546 1.406361841567511 0.0172660166658179 0.003790800514791667 0.18110000000000004 0.0007993075024086287 0.8813598088801596 1.5965552009514434 0.15691948315477142 0.0030816445513684745 0.18110000000000004 0.000998899683814334 1.0682648453981691 1.7376145537864156 0.3930922379451805 0.0019409663549140935 
nan 0.19110000000000005 0.0005995424850199281 0.7174658164103447 1.4063104142621794 0.017248728851111516 0.0037908299024642786 0.19110000000000005 0.000799228964349355 0.8812892377030979 1.596492106097215 0.15684011766704453 0.00308208388064568 0.19110000000000005 0.0009987749242939576 1.068145397421659 1.7375381594278756 0.3929278343401815 0.0019416003584204612 
nan 0.20110000000000006 0.0005994933711936601 0.717429662066821 1.4062562279615132 0.017230513571903215 0.003790860866740041 0.20110000000000006 0.0007991462171514647 0.8812148843614482 1.5964256297615764 0.15675649869581804 0.003082546755167613 0.20110000000000006 0.0009986434851533114 1.0680195542047486 1.737457674918105 0.39275462857203663 0.0019422683064519394 
nan 0.21110000000000007 0.0005994417572760507 0.7173916673217635 1.4061992833601522 0.017211371061703347 0.0037908934072220083 0.21110000000000007 0.0007990592625506386 0.8811367504148244 1.5963557733389155 0.15666862799505873 0.0030830331652251554 0.21110000000000007 0.0009985053701974955 1.067887319390538 1.7373731025870915 0.39257262565496953 0.0019429701796717536 
nan 0.22110000000000007 0.0005993876439287123 0.7173518326622073 1.40613958118804 0.01719130156588994 0.0037909275234930613 0.22110000000000007 0.0007989681023705687 0.8810548375019235 1.5962825382943253 0.15657650740767182 0.0030835431006168675 0.22110000000000007 0.0009983605834241256 1.0677486968064478 1.7372844448827072 0.39238183085689443 0.0019437059577648013 
nan 0.23110000000000008 0.0005993310318452394 0.7173101585987307 1.4060771222104058 0.017170305341702566 0.003790963215115917 0.23110000000000008 0.0007988727385228833 0.8809691473404587 1.5962059261635446 0.15648013886542553 0.0030840765506494065 0.23110000000000008 0.0009982091290231066 1.0676036904640007 1.7371917043705682 0.39218224969911697 0.0019444756194388056 
nan 0.2411000000000001 0.0005992719217511922 0.7172666456654431 1.4060119072277453 0.017148382658236115 0.003791000481633138 0.2411000000000001 0.0007987731730070703 0.8808796817270903 1.5961259385528945 0.15637952438887295 0.00308463350413796 0.2411000000000001 0.0009980510113763949 1.0674523045585946 1.7370948837338909 0.3919738879560218 0.001945279142425519 
nan 0.2511000000000001 0.0005992103144040786 0.7172212944199716 1.405943937075802 0.017125533796434285 0.003791039322567147 0.2511000000000001 0.0007986694079103947 0.8807864425373517 1.5960425771392148 0.15627466608726936 0.003085213949406702 0.2511000000000001 0.0009978862350577503 1.0672945434692647 1.7369939857733387 0.39175675165474494 0.0019461165034819878 
nan 0.2611000000000001 0.0005991462105933361 0.7171741054434477 1.4058732126255467 0.01710175904908271 0.0037910797374202357 0.2611000000000001 0.0007985614454078144 0.8806894317255735 1.5959558436697936 0.15616556615848656 0.0030858178742892684 0.2611000000000001 0.0009977148048324772 1.0671304117584364 1.7368890134068644 0.39153084707483277 0.001946987678391867 
nan 0.2711000000000001 0.0005990796111403122 0.717125079340493 1.4057997347831552 0.017077058720801782 0.003791121725674578 0.2711000000000001 0.0007984492877618912 0.8805886513248038 1.5958657399622973 0.1560522268889233 0.0030864452661292525 0.2711000000000001 0.0009975367256571542 1.0669599141716655 1.7367799696695443 0.3912961807478864 0.0019478926419667921 
nan 0.2811000000000001 0.0005990105168982442 0.7170742167392042 1.4057235044899874 0.017051433128039244 0.003791165286792242 0.2811000000000001 0.0007983329373226987 0.8804841034467255 1.5957722679046973 0.15593465065341233 0.003087096111780719 0.2811000000000001 0.0009973520026793539 1.0667830556373703 1.736666857713406 0.3910527594571915 0.0019488313680478052 
nan 0.29110000000000014 0.0005989389287522392 0.7170215182911387 1.405644522722564 0.017024882599062513 0.0037912104202152035 0.29110000000000014 0.0007982123965277273 0.88037579028157 1.5956754294551911 0.1558128399151236 0.0030877703976087403 0.29110000000000014 0.0009971606412373512 1.066599841266553 1.736549680807251 0.39080059023733466 0.001949803829506836 
nan 0.30110000000000015 0.0005988648476192519 0.7169669846712975 1.405562790492543 0.016997407473950718 0.00379125712536536 0.30110000000000015 0.0007980876679017841 0.8802637140980291 1.595575226642125 0.1556867972254642 0.00308846810948995 0.30110000000000015 0.0009969626468598215 1.0664102763525094 1.7364284423364689 0.3905396803738053 0.0019508099982482366 
nan 0.31110000000000015 0.0005987882744480623 0.7169106165781097 1.4054783088466942 0.01696900810458633 0.003791305401644544 0.31110000000000015 0.0007979587540568909 0.8801478772431616 1.59547166156391 0.15555652522397462 0.0030891892328131186 0.31110000000000015 0.0009967580252655277 1.0662143663705306 1.7363031458028468 0.39027003740258337 0.001951849845210371 
nan 0.32110000000000016 0.0005987092102192529 0.7168524147334151 1.4053910788668749 0.01693968485464661 0.0037913552484345383 0.32110000000000016 0.0007978256576921779 0.8800282821422983 1.595364736388937 0.15542202663822133 0.0030899337524797456 0.32110000000000016 0.0009965467823629972 1.066012116977593 1.7361737948243705 0.3899916691097135 0.0019529233403672575 
nan 0.33110000000000017 0.0005986276559451846 0.7167923798824467 1.405301101670002 0.01690943809959479 0.00379140666509709 0.33110000000000017 0.0007976883815937736 0.8799049312989439 1.5952544533554889 0.15528330428368575 0.0030907016529046765 0.33110000000000017 0.0009963289242501873 1.0658035340120373 1.7360403931350192 0.38970458353086446 0.001954030452730268 
nan 0.3411000000000002 0.000598543612669972 0.7167305127938125 1.4052083784080271 0.016878268226670948 0.0037914596509739276 0.3411000000000002 0.0007975469286346918 0.879777827294674 1.5951408147716486 0.15514036106365012 0.0030914929180167333 0.3411000000000002 0.0009961044572138194 1.0655886237700962 1.7359029031478839 0.38940882908531693 0.0019551717689971293 
nan 0.3511000000000002 0.0005984570814694583 0.7166668142594768 1.4051129102679056 0.016846175634882492 0.0037915142053867755 0.3511000000000002 0.0007974013017747151 0.8796469727890318 1.595023823015207 0.15499319996907934 0.0030923075312593684 0.3511000000000002 0.0009958733875752189 1.065367427948058 1.7357559998721166 0.38910957557352965 0.0019564268168232113 
nan 0.3611000000000002 0.0005983680634511886 0.7166012850947411 1.4050146984715703 0.016813160734994528 0.003791570327637371 0.3611000000000002 0.0007972515040602741 0.8795123705194184 1.5949034805335645 0.15484182407849933 0.0030931454755913387 0.3611000000000002 0.000995635721817999 1.0651399178655696 1.735604903092441 0.3888017795648875 0.001957717691270151 
nan 0.3711000000000002 0.0005982765597543834 0.7165339261382239 1.4049137442759005 0.016779223949519816 0.0037916280170074822 0.3711000000000002 0.000797097538624324 0.8793740233009832 1.5947797898436329 0.15468623655787228 0.0030940067334873965 0.3711000000000002 0.000995391466749583 1.0649061000391666 1.7354496171366989 0.3884854498755435 0.001959044355363632 
nan 0.3811000000000002 0.0005981825715499108 0.7164647382518406 1.404810048972691 0.01674436571270857 0.003791687272758924 0.3811000000000002 0.0007969394086862176 0.8792319340265081 1.5946527535317323 0.15452644066046786 0.0030948912869390006 0.3811000000000002 0.0009951406293646518 1.064665981164641 1.7352901464517811 0.3881605955641644 0.0019604067711122553 
nan 0.3911000000000002 0.0005980861000402577 0.7163937223207827 1.404703613888622 0.016708586470537773 0.0037917480941335774 0.3911000000000002 0.0007967771175515738 0.8790861056662913 1.594522374253487 0.15436243972673122 0.003095799117455049 0.3911000000000002 0.0009948832168446657 1.0644195681165831 1.7351264956033248 0.38782722593131086 0.001961804899510133 
nan 0.40110000000000023 0.000597987146459501 0.7163208792534954 1.4045944403852253 0.016671886680700392 0.003791810480353407 0.40110000000000023 0.0007966106686121444 0.8789365412680258 1.5943886547337172 0.15419423718414743 0.0030967302060626273 0.40110000000000023 0.000994619236557388 1.0641668679479244 1.734958669275409 0.3874853505188209 0.0019632387005394806 
nan 0.41110000000000024 0.0005978857120732773 0.7162462099816568 1.404482529858853 0.0166342668125943 0.00379187443062048 0.41110000000000024 0.0007964400653456758 0.8787832439566763 1.5942515977663279 0.1540218365471023 0.003097684533307782 0.41110000000000024 0.0009943486960564088 1.0639078878894832 1.7347866722702538 0.38713497910919287 0.001964708133173199 
nan 0.42110000000000025 0.0005977817981787521 0.7161697154601538 1.4043678837406413 0.0165957273473107 0.0037919399441169862 0.42110000000000025 0.0007962653113157683 0.8786262169343523 1.5941112062141967 0.15384524141673991 0.0030986620792563067 0.42110000000000025 0.0009940716030806685 1.0636426353495083 1.7346105095079156 0.3867761217249684 0.001966213155377465 
nan 0.43110000000000026 0.0005976754061045883 0.7160913966670603 1.4042505034964776 0.01655626877762262 0.003792007020005258 0.43110000000000026 0.0007960864101717314 0.8784654634801782 1.5939674830090569 0.1536644554808168 0.003099662823494549 0.43110000000000026 0.0009937879655539782 1.0633711179132188 1.734430186025983 0.3864087886281115 0.0019677537241143354 
nan 0.44110000000000027 0.0005975665372109141 0.7160112546036125 1.4041303906269642 0.01651589160797279 0.0037920756574277886 0.44110000000000027 0.0007959033656484359 0.8783009869501603 1.593820431151379 0.15347948251355195 0.003100686745130243 0.44110000000000027 0.0009934977915845356 1.063093343342342 1.7342457069792692 0.38603299031938143 0.0019693297953443777 
nan 0.4511000000000003 0.0005974551928892897 0.7159292902941846 1.4040075466673814 0.016474596354461468 0.003792145855507257 0.4511000000000003 0.0007957161815661626 0.8781327907770513 1.593670053710249 0.1532903263754743 0.0031017338227933523 0.4511000000000003 0.000993201089464437 1.0628093195746449 1.7340570776395012 0.38564873753770046 0.0019709413240293194 
nan 0.4611000000000003 0.0005973413745626735 0.7158455047862644 1.4038819731876508 0.016432383544833798 0.003792217613346545 0.4611000000000003 0.0007955248618304473 0.8779608784702101 1.5935163538232444 0.15309699101326596 0.0031028040346369372 0.4611000000000003 0.000992897867669183 1.0625190547234626 1.7338643033950065 0.38525604125951457 0.0019725882641347305 
nan 0.4711000000000003 0.0005972250836853876 0.7157598991504274 1.4037536717922967 0.016389253718467126 0.0037922909300287613 0.4711000000000003 0.000795329410431923 0.8777852536154609 1.593359334696306 0.1528994804596028 0.0031038973583380385 0.4711000000000003 0.000992588134857179 1.062222557077219 1.7336673897503945 0.3848549126981453 0.0019742705686327435 
nan 0.4811000000000003 0.0005971063217430824 0.7156724744803109 1.4036226441204078 0.016345207426357748 0.003792365804617264 0.4811000000000003 0.0007951298314461581 0.8776059198749475 1.5931989996036093 0.15269779883299084 0.0031050137710985815 0.4811000000000003 0.0009922718998692276 1.061919835098941 1.7334663423262342 0.3844453633031334 0.001975988189504803 
nan 0.4911000000000003 0.0005969850902527008 0.7155832318925878 1.4034888918455963 0.016300245231107666 0.0037924422361556823 0.4911000000000003 0.0007949261290334913 0.8774228809869846 1.5930353518874318 0.15249195033759955 0.0031061532496463005 0.4911000000000003 0.0009919491717280155 1.0616108974257674 1.7332611668587279 0.38402740475957386 0.001977741077744456 
nan 0.5011000000000003 0.0005968613907624407 0.7154921725269386 1.4033524166759583 0.01625436770691076 0.0037925202236679394 0.5011000000000003 0.0007947183074388635 0.8772361407659076 1.5928683949580171 0.15228193926309191 0.0031073157702356784 0.5011000000000003 0.0009916199596375914 1.0612957528684501 1.7330518691993797 0.3836010489874399 0.001979529183360188 
nan 0.5111000000000003 0.0005967352248517182 0.715399297546025 1.4032132203540317 0.01620757543953904 0.003792599766158278 0.5111000000000003 0.0007945063709916459 0.8770457031019171 1.5926981322934375 0.15206776998445076 0.003108501308648909 0.5111000000000003 0.0009912842729828371 1.0609744104108458 1.7328384553146587 0.3831663081408979 0.0019813524553782937 
nan 0.5211000000000003 0.0005966065941311288 0.7153046081354605 1.4030713046567544 0.016159869026328287 0.0037926808626112833 0.5211000000000003 0.0007942903241054652 0.8768515719609226 1.5925245674394535 0.15184944696180208 0.0031097098401968734 0.5211000000000003 0.00099094212132893 1.0606468792094033 1.7326209312856578 0.3827231946076114 0.0019832108418457984 
nan 0.5311000000000003 0.0005964755002424082 0.7152081055037821 1.4029266713954207 0.016111249076163577 0.0037927635119919065 0.5311000000000003 0.0007940701712780252 0.8766537513843818 1.5923477040093696 0.15162697474023445 0.003110941339720141 0.5311000000000003 0.0009905935144207982 1.060313168592641 1.7323993033077465 0.3822717210080351 0.001985104289833418 
nan 0.5411000000000004 0.0005963419448583929 0.7151097908824212 1.4027793224156373 0.016061716209464564 0.0037928477132454933 0.5411000000000004 0.0007938459170909245 0.8764522454891372 1.5921675456838897 0.15140035794961562 0.0031121957815899845 0.5411000000000004 0.0009902384621825661 1.0599732880606165 1.7321735776902196 0.38181190019469774 0.0019870327454385656 
nan 0.5511000000000004 0.0005962059296829793 0.7150096655256734 1.402629259597279 0.01601127105817036 0.003792933465297805 0.5511000000000004 0.0007936175662094725 0.8762470584672502 1.5919840962109675 0.15116960130440563 0.0031134731397094136 0.5511000000000004 0.0009898769747169929 1.0596272472843888 1.731943760855939 0.38134374525147346 0.0019889961537884093 
nan 0.5611000000000004 0.0005960674564510824 0.714907730710668 1.4024764848544427 0.015959914265724264 0.003793020767055049 0.5611000000000004 0.0007933851233824998 0.8760381945858312 1.5917973594056545 0.150934709603466 0.0031147733875142333 0.5611000000000004 0.0009895090623049008 1.0592750561054713 1.7317098593409708 0.38086726949284283 0.0019909944590429697 
nan 0.5711000000000004 0.0005959265269285937 0.7148039877373376 1.4023210001354014 0.015907646487058103 0.0037931096174039017 0.5711000000000004 0.0007931485934421678 0.8758256581868682 1.5916073391499483 0.15069568772986666 0.00311609649797411 0.5711000000000004 0.0009891347354045966 1.0589167245352777 1.731471879794218 0.3803824864631427 0.0019930276043982668 
nan 0.5811000000000004 0.0005957831429123388 0.7146984379283857 1.4021628074225565 0.0158544683885764 0.0037932000152115374 0.5811000000000004 0.000792907981303773 0.8756094536870511 1.5914140393926337 0.1504525406506886 0.003117442443593665 0.5811000000000004 0.0009887540046512825 1.0585522627545583 1.7312298289770445 0.37988940993580356 0.001995095532089518 
nan 0.5911000000000004 0.000595637306230033 0.7145910826292554 1.4020019087323898 0.015800380648140173 0.003793291959325656 0.5911000000000004 0.0007926632919655487 0.8753895855775939 1.5912174641491243 0.15020527341682363 0.0031188111964135846 0.5911000000000004 0.00098836688085646 1.058181681112829 1.7309837137628978 0.3793880539125773 0.0019971981833943773 
nan 0.6011000000000004 0.0005954890187402379 0.7144819232080966 1.4018383061154152 0.015745383955050596 0.0037933854485745094 0.6011000000000004 0.0007924145305084642 0.8751660584240534 1.5910176175013016 0.14995389116277072 0.003120202728011744 0.6011000000000004 0.0009879733750073228 1.0578049901277915 1.7307335411369225 0.3788784326227518 0.001999335498636229 
nan 0.6111000000000004 0.0005953382823323159 0.7143709610557324 1.4016720016561282 0.01568947901003217 0.003793480481766932 0.6111000000000004 0.0007921617020960192 0.874938876866145 1.5908145035973487 0.14969839910642932 0.003121617009504355 0.6111000000000004 0.0009875734982661437 1.0574222004847438 1.7304793181955695 0.37836056052235534 0.0020015074171875246 
nan 0.6211000000000004 0.0005951850989263845 0.7142581975856264 1.401502997472956 0.01563266652521588 0.0037935770576923667 0.6211000000000004 0.000791904811974037 0.8747080456175571 1.5906081266515846 0.1494388025488892 0.003123054011547126 0.6211000000000004 0.0009871672619696503 1.057033323035985 1.7302210521462005 0.3778344522933497 0.002003713877473166 
nan 0.6311000000000004 0.0005950294704732698 0.7141436342338471 1.401331295718206 0.015574947224121878 0.003793675175120897 0.6311000000000004 0.0007916438654704521 0.8744735694657597 1.590398490944294 0.14917510687421684 0.0031245137043364483 0.6311000000000004 0.0009867546776283927 1.0566383688002086 1.7299587503066851 0.37730012284281017 0.0020059548169739463 
nan 0.6411000000000004 0.0005948713989544594 0.7140272724590346 1.4011568985780138 0.015516321841641978 0.0037937748328032758 0.6411000000000004 0.0007913788679950967 0.8742354532718128 1.5901856008215558 0.14890731754923905 0.0031259960576105897 0.6411000000000004 0.0009863357569261024 1.05623734896189 1.729692420104994 0.37675758730209596 0.0020082301722300264 
nan 0.6511000000000005 0.0005947108863820542 0.7139091137423641 1.40097980827229 0.015456791124021835 0.003793876029470955 0.6511000000000005 0.0007911098250394827 0.8739937019701709 1.589969460695067 0.1486354401233229 0.0031275010406509158 0.6511000000000005 0.0009859105117190426 1.0558302748706632 1.7294220690787845 0.3762068610260084 0.002010539878844468 
nan 0.6611000000000005 0.0005945479347987199 0.7137891595875108 1.4008000270546668 0.015396355828842998 0.003793978763836116 0.6611000000000005 0.0007908367420860392 0.8737499361618898 1.5897468115016407 0.1483660625778641 0.0031289994147586197 0.6611000000000005 0.0009854789540353491 1.055417158040691 1.729147704874984 0.3756479595919377 0.002012883871486811 
nan 0.6711000000000005 0.0005943825462776378 0.7136674115206132 1.4006175572124435 0.01533501672500446 0.0037940830345917025 0.6711000000000005 0.0007905596230738668 0.8735065602079242 1.5895128070369262 0.14810897011076324 0.0031304477560532575 0.6711000000000005 0.0009850410960743632 1.0549980101500256 1.7288693352493627 0.37508089879899814 0.002015262083896699 
nan 0.6811000000000005 0.0005942147229224539 0.7135438710902362 1.4004324010665306 0.015272774592704109 0.0037941888404114514 0.6811000000000005 0.000790278472988654 0.8732596440196057 1.5892753986589196 0.1478481378839652 0.0031319171654424316 0.6811000000000005 0.0009845969502059548 1.0545728430399608 1.7285869680661061 0.37450569466715294 0.002017674448887553 
nan 0.6911000000000005 0.000594044466867229 0.7134185398673338 1.4002445609713947 0.015209630223419889 0.003794296179949923 0.6911000000000005 0.0007899932974640556 0.8730091925446138 1.5890345911247843 0.14758357112399775 0.003133407613482276 0.6911000000000005 0.0009841465289698382 1.0541416687143779 1.7283006112973784 0.37392236343632645 0.0020201208983502915 
nan 0.7011000000000005 0.0005938717802763863 0.713291419445211 1.4000540393150005 0.015145584419890638 0.003794405051842537 0.7011000000000005 0.0007897041022139174 0.8727552108010553 1.5887903892593978 0.14731527513178466 0.003134919070309814 0.7011000000000005 0.0009836898450748775 1.0537044993390794 1.7280102730228815 0.3733309215655061 0.002022601363257098 
nan 0.7111000000000005 0.0005936966653446597 0.7131625114394853 1.3998608385187539 0.015080637996096683 0.0037945154547056026 0.7111000000000005 0.000789410893031939 0.8724977038771671 1.5885427979550686 0.14704325528233253 0.0031364515056447164 0.7111000000000005 0.0009832269113983852 1.0532613472411185 1.7277159614294084 0.3727313857318329 0.0020251157736652366 
nan 0.7211000000000005 0.0005935191242970405 0.7130318174880479 1.3996649610374434 0.015014791777240247 0.003794627387136353 0.7211000000000005 0.0007891136757913425 0.8722366769310251 1.5882918221712548 0.14676751702442348 0.0031380048887910397 0.7211000000000005 0.0009827577409854105 1.0528122249081178 1.727417684810392 0.37212377282968057 0.002027664058720911 
nan 0.7311000000000005 0.0005933391593887235 0.7128993392510237 1.3994664093591802 0.01494804659972539 0.003794740847712979 0.7311000000000005 0.0007888124564445468 0.8719721351902595 1.58803746693429 0.14648806588031338 0.0031395791886389213 0.7311000000000005 0.0009822823470480204 1.0523571449875802 1.7271154515654468 0.3715080999697238 0.0020302461466631763 
nan 0.7411000000000005 0.0005931567729050531 0.7127650784107318 1.3992651860053387 0.01488040331113798 0.0037948558349946634 0.7411000000000005 0.0007885072410228473 0.8717040839517722 1.5877797373371128 0.1462049074454343 0.003141174373666258 0.7411000000000005 0.0009818007429645715 1.051896120286193 1.7268092701999065 0.37088438447799554 0.002032861964827889 
nan 0.7511000000000005 0.0005929719671614674 0.7126290366716443 1.3990612935304958 0.014811862770225065 0.0037949723475216176 0.7511000000000005 0.0007881980356360992 0.8714325285814595 1.5875186385389985 0.14591804738810074 0.00314279041194036 0.7511000000000005 0.000981312942278973 1.051429163769122 1.7264991493243558 0.3702526438949328 0.002035511439651711 
nan 0.7611000000000006 0.0005927847445034431 0.7124912157603456 1.3988547345223687 0.01474242584687429 0.003795090383815112 0.7611000000000006 0.0007878848464724044 0.8711574745139367 1.5872541757652965 0.1456274914492196 0.003144427271119586 0.7611000000000006 0.0009808189586999428 1.050956288559299 1.7261850976541566 0.3696128959744127 0.0020381944966761513 
nan 0.7711000000000006 0.0005925951073064383 0.7123516174254905 1.3986455116017529 0.01467209342209282 0.0037952099423775184 0.7711000000000006 0.0007875676797978022 0.8708789272522661 1.5869863543071665 0.1453332454420025 0.0031460849184549613 0.7711000000000006 0.0009803188061002536 1.0504775079367001 1.7258671240089694 0.36896515868277613 0.002040911060551661 
nan 0.7811000000000006 0.0005924030579758354 0.7122102434377621 1.3984336274224585 0.014600866387986154 0.003795331021692339 0.7811000000000006 0.0007872465419559608 0.8705968923676873 1.5867151795213208 0.1450353152516801 0.0031477633207917903 0.7811000000000006 0.0009798124985159714 1.0499928353376182 1.7255452373122686 0.36830945019784217 0.002043661055041767 
nan 0.7911000000000006 0.0005922085989468834 0.7120670955898294 1.3982190846712468 0.01452874564773657 0.0037954536202242494 0.7911000000000006 0.0007869214393678724 0.870311375499348 1.5864406568297649 0.14473370683521908 0.0031494624445712487 0.7911000000000006 0.0009793000501456862 1.049502284353924 1.7252194465908546 0.3676457889079112 0.002046444403027253 
