P epsUR epsNR epsGR
0.0 0.0 0 0 
0.04008016032064128 0.12024048096192384 1.0589761264220543 1.1627716462182345 
0.08016032064128256 0.24048096192384769 1.6051076583569173 1.8131341819897224 
0.12024048096192384 0.3607214428857715 2.047193633610504 2.3596949557914115 
0.16032064128256512 0.48096192384769537 2.432888268804292 2.8500472621732817 
0.2004008016032064 0.6012024048096192 2.7814302402473245 3.3033963867183718 
0.24048096192384769 0.721442885771543 3.1029653053180586 3.729866411145369 
0.280561122244489 0.8416833667334669 3.4036507728814915 4.135599218060533 
0.32064128256513025 0.9619238476953907 3.6875690534954675 4.524665575291296 
0.3607214428857715 1.0821643286573146 3.9575979749944397 4.899934154985563 
0.4008016032064128 1.2024048096192383 4.215859893735866 5.2635198918011525 
0.4408817635270541 1.3226452905811623 4.463975276000753 5.617037093119004 
0.48096192384769537 1.442885771543086 4.703215918577577 5.961752348376788 
0.5210420841683366 1.5631262525050098 4.934602573043884 6.298681939292756 
0.561122244488978 1.6833667334669338 5.1589698630723975 6.628656603560018 
0.6012024048096192 1.8036072144288575 5.377010999676366 6.952366137637183 
0.6412825651302605 1.9238476953907815 5.589309504534148 7.270391035445849 
0.6813627254509018 2.0440881763527052 5.796362289314928 7.583225502463526 
0.721442885771543 2.164328657314629 5.998596814287076 7.891294563328982 
0.7615230460921844 2.284569138276553 6.19638408831056 8.194967021552976 
0.8016032064128256 2.4048096192384767 6.3900486830222185 8.494565440632655 
0.8416833667334669 2.5250501002004007 6.5798765613526164 8.79037394659299 
0.8817635270541082 2.6452905811623246 6.766121278327168 9.082644406487718 
0.9218436873747494 2.765531062124248 6.949008950871266 9.371601380028562 
0.9619238476953907 2.885771543086172 7.128742283663453 9.657446130081295 
1.002004008016032 3.006012024048096 7.305503862019048 9.940359902781275 
1.0420841683366733 3.1262525050100196 7.479458869107451 10.220506633511274 
1.0821643286573146 3.246492985971944 7.650757346317553 10.498035197812655 
1.122244488977956 3.3667334669338675 7.8195360875867115 10.773081297914242 
1.1623246492985972 3.486973947895792 7.98592023786911 11.045769053270902 
1.2024048096192383 3.607214428857715 8.150024650518105 11.316212352771903 
1.2424849699398797 3.727454909819639 8.311955046735209 11.584516007867903 
1.282565130260521 3.847695390781563 8.471809011376433 11.850776744060799 
1.3226452905811623 3.967935871743487 8.629676852583966 12.115084056235917 
1.3627254509018036 4.0881763527054105 8.785642347410771 12.37752095063499 
1.4028056112224447 4.208416833667334 8.939783391453608 12.638164590492263 
1.442885771543086 4.328657314629258 9.092172567231419 12.897086862505285 
1.4829659318637274 4.448897795591182 9.242877643438543 13.154354872276734 
1.5230460921843687 4.569138276553106 9.391962015113744 13.410031383020364 
1.56312625250501 4.68937875751503 9.539485093082513 13.66417520186971 
1.6032064128256511 4.809619238476953 9.685502649664729 13.91684152466811 
1.6432865731462925 4.929859719438877 9.830067126525778 14.168082240737723 
1.6833667334669338 5.050100200400801 9.973227909635632 14.41794620769944 
1.723446893787575 5.170340681362726 10.115031575546936 14.666479495022946 
1.7635270541082164 5.290581162324649 10.255522112579001 14.913725604265936 
1.8036072144288577 5.410821643286573 10.39474111997494 15.159725667030594 
1.8436873747494988 5.531062124248496 10.532727987664618 15.404518623927524 
1.8837675350701402 5.651302605210421 10.669520058901263 15.648141385244307 
1.9238476953907815 5.771543086172344 10.805152777731863 15.89062897842294 
1.9639278557114228 5.891783567134269 10.939659823001188 16.132014680428917 
2.004008016032064 6.012024048096192 11.073073230367962 16.37233013929524 
2.0440881763527052 6.132264529058116 11.205423503623184 16.611605484987447 
2.0841683366733466 6.252505010020039 11.336739716439292 16.849869429372497 
2.124248496993988 6.372745490981964 11.467049605540392 17.087149360067922 
2.164328657314629 6.492985971943888 11.596379656164647 17.323471424300767 
2.2044088176352705 6.613226452905812 11.724755180586959 17.55886060717674 
2.244488977955912 6.733466933867735 11.852200390381084 17.793340803777625 
2.284569138276553 6.8537074148296595 11.978738463022845 18.026934884550382 
2.3246492985971945 6.973947895791584 12.10439160336887 18.25966475659779 
2.3647294589178354 7.094188376753506 12.229181100486405 18.491551420672764 
2.4048096192384767 7.21442885771543 12.353127380258409 18.72261502225845 
2.444889779559118 7.3346693386773545 12.476250054142934 18.952874901033656 
2.4849699398797593 7.454909819639278 12.598567964426264 19.182349634984014 
2.5250501002004007 7.5751503006012015 12.720099226274225 19.411057082437768 
2.565130260521042 7.695390781563126 12.840861266855336 19.639014421003584 
2.6052104208416833 7.81563126252505 12.960870861782134 19.866238183170303 
2.6452905811623246 7.935871743486974 13.080144169092828 20.092744290583664 
2.685370741482966 8.056112224448897 13.198696760973991 20.318548085692324 
2.7254509018036073 8.176352705410821 13.31654365340581 20.54366435983419 
2.7655310621242486 8.296593186372746 13.433699333894438 20.768107382519265 
2.8056112224448895 8.416833667334668 13.550177787440745 20.99189092586699 
2.845691382765531 8.537074148296593 13.665992520881153 21.215028288938854 
2.885771543086172 8.657314629258517 13.781156585724037 21.437532321121623 
2.9258517034068134 8.77755511022044 13.895682599594238 21.659415442405038 
2.9659318637274548 8.897795591182364 14.009582766388387 21.880689663812824 
3.006012024048096 9.018036072144287 14.122868895234872 22.101366606540772 
3.0460921843687374 9.138276553106213 14.235552418344286 22.321457518694686 
3.0861723446893787 9.258517034068136 14.347644407829028 22.540973293145413 
3.12625250501002 9.37875751503006 14.459155591564153 22.759924482074982 
3.1663326653306614 9.498997995991985 14.57009636815567 22.978321312595696 
3.2064128256513023 9.619238476953907 14.680476821077184 23.196173700398425 
3.2464929859719436 9.73947895791583 14.790306732030874 23.413491263416304 
3.286573146292585 9.859719438877754 14.899595593584385 23.6302833332178 
3.3266533066132262 9.97995991983968 15.00835262113123 23.846558968807177 
3.3667334669338675 10.100200400801603 15.116586764218594 24.062326965388923 
3.406813627254509 10.220440881763526 15.22430671728313 24.277595867251204 
3.44689378757515 10.340681362725451 15.331520929832264 24.492373976517214 
3.4869739478957915 10.460921843687375 15.438237616105758 24.70666936276888 
3.527054108216433 10.581162324649299 15.544464764249707 24.920489872989645 
3.567134268537074 10.701402805611222 15.650210145032851 25.13384313915386 
3.6072144288577155 10.821643286573146 15.755481320132866 25.346736587006614 
3.6472945891783564 10.941883767535069 15.860285650018435 25.559177444030446 
3.6873747494989977 11.062124248496993 15.964630301450992 25.771172746000197 
3.727454909819639 11.182364729458918 16.06852225462845 25.98272934516969 
3.7675350701402803 11.302605210420841 16.17196830999164 26.193853916362038 
3.8076152304609217 11.422845691382765 16.274975094712772 26.40455296316104 
3.847695390781563 11.543086172344688 16.37754906888403 26.614832824765 
3.8877755511022043 11.663326653306612 16.479696531423055 26.82469968122989 
3.9278557114228456 11.783567134268537 16.58142362571111 27.034159559163594 
3.967935871743487 11.90380761523046 16.68273634497857 27.243218337137364 
4.008016032064128 12.024048096192384 16.783640537451532 27.4518817511734 
4.04809619238477 12.14428857715431 16.884141911272426 27.660155398432366 
4.0881763527054105 12.264529058116231 16.98424603920665 27.868044743498658 
4.128256513026052 12.384769539078157 17.083958363146557 28.075555121368996 
4.168336673346693 12.505010020040078 17.18328419842343 28.28269174245972 
4.208416833667335 12.625250501002004 17.2822287379373 28.48945969642539 
4.248496993987976 12.745490981963927 17.3807970561141 28.6958639565438 
4.288577154308617 12.86573146292585 17.478994112698807 28.901909382772725 
4.328657314629258 12.985971943887776 17.576824756392906 29.10760072595892 
4.368737474949899 13.106212424849698 17.674293728343905 29.31294263060533 
4.408817635270541 13.226452905811623 17.771405665494267 29.517939638943204 
4.448897795591182 13.346693386773545 17.868165103796596 29.72259619345926 
4.488977955911824 13.46693386773547 17.964576481301613 29.9269166404164 
4.529058116232465 13.587174348697394 18.060644141125017 30.13090523268416 
4.569138276553106 13.707414829659319 18.15637233429903 30.33456613230345 
4.609218436873747 13.827655310621243 18.251765222514035 30.53790341323035 
4.649298597194389 13.947895791583168 18.346826880755554 30.740921064479362 
4.68937875751503 14.06813627254509 18.44156129984132 30.9436229916874 
4.729458917835671 14.188376753507011 18.535972388863104 31.14601302071634 
4.7695390781563125 14.308617234468937 18.630063977537663 31.348094898381483 
4.809619238476953 14.42885771543086 18.723839818470864 31.54987229665864 
4.849699398797595 14.549098196392785 18.81730358933897 31.75134881295724 
4.889779559118236 14.669338677354709 18.910458894990697 31.95252797359626 
4.929859719438878 14.789579158316634 19.0033092694736 32.153413235012 
4.969939879759519 14.909819639278556 19.095858177988074 32.35400798590139 
5.01002004008016 15.030060120240481 19.18810901877213 32.554315549038485 
5.050100200400801 15.150300601202403 19.28006512491994 32.754339183247374 
5.090180360721443 15.270541082164328 19.37172976613696 32.95408208526256 
5.130260521042084 15.390781563126252 19.463106150434335 33.15354739016366 
