P M R
1e-06 0.03218891867849337 4.719678563580755 
7.4623485355705285e-06 0.05842678202134507 3.850462687279209 
1.3924697071141056e-05 0.07023052180542141 3.613403612446391 
2.0387045606711583e-05 0.07856390222936162 3.4752246105741196 
2.6849394142282112e-05 0.08517578218984156 3.378459226852798 
3.331174267785264e-05 0.09073039558335622 3.304423407718967 
3.977409121342317e-05 0.09555939556218858 3.2447930663437843 
4.62364397489937e-05 0.09985477268566836 3.194855098033749 
5.269878828456423e-05 0.10373867864427272 3.151985889971502 
5.9161136820134756e-05 0.10729413619788629 3.114419735290991 
6.562348535570528e-05 0.1105804031127873 3.081205549629787 
7.208583389127581e-05 0.11364140341163077 3.051421762865218 
7.854818242684634e-05 0.11651068969586342 3.0244548026183296 
9.14728794979874e-05 0.12177390861061937 2.9768569218184786 
0.00010439757656912846 0.12652454722230874 2.936209274665958 
0.00011732227364026951 0.13086711717319266 2.9007935011049133 
0.00013024697071141057 0.13487594773569164 2.8691967118276342 
0.00014317166778255163 0.13860597821546236 2.8410150964764185 
0.00015609636485369269 0.1420990783403367 2.815409771032449 
0.0001819457589959748 0.14849872812629597 2.7706182379825024 
0.00020779515313825692 0.1542669078434531 2.7321846434111396 
0.000233644547280539 0.15953317858255245 2.698636851407495 
0.0002594939414228211 0.16438950003046435 2.668797615769848 
0.00028534333556510323 0.16890373281183496 2.642231199439571 
0.00031119272970738535 0.173127524798299 2.618011098701202 
0.0003628915179919496 0.1808568363568499 2.5756007667635434 
0.0004145903062765138 0.18781372441685606 2.5394673681654796 
0.000466289094561078 0.19415737586909138 2.507676239457596 
0.0005179878828456422 0.20000063524063433 2.479612170260197 
0.0006213854594147707 0.2104987870889231 2.4316169586610537 
0.0007247830359838991 0.21976839942204776 2.391653496390036 
0.0008281806125530276 0.22809838202297325 2.357254642313494 
0.000931578189122156 0.23568314626403752 2.327416222930312 
0.0010349757656912845 0.24266037307395455 2.3008262039058276 
0.0012417709188295414 0.2551734949063152 2.255449384363717 
0.0014485660719677983 0.26619826871768015 2.2174199477918797 
0.0016553612251060553 0.2760861275019573 2.185027220612822 
0.001862156378244312 0.2850733040877886 2.1566128133312508 
0.002068951531382569 0.2933269417395099 2.131395018289049 
0.0024825418376590827 0.3080960156811069 2.0884644780487696 
0.0028961321439355966 0.3210725998860276 2.052436156032481 
0.0033097224502121104 0.3326819968071638 2.021601103012962 
0.003723312756488624 0.3432097581808656 1.9946803301365879 
0.004136903062765138 0.3528577086290163 1.970610584538728 
0.004964083675318165 0.3700719001501947 1.9296162933451795 
0.005791264287871193 0.3851430350808093 1.8953989126776896 
0.006618444900424221 0.3985827493435332 1.8659776911619697 
0.007445625512977248 0.41073406023903336 1.8402351908705483 
0.008272806125530276 0.42183908666760905 1.8173943396816992 
0.009927167350636331 0.4415783827664453 1.7782040423581367 
0.011581528575742387 0.45877986564269885 1.7454110820658073 
0.013235889800848442 0.47405437897181923 1.7172441498355333 
0.014890251025954496 0.48781067285309243 1.6925774341884319 
0.01654461225106055 0.5003367589599818 1.6706229858670685 
0.01985333470127266 0.5224915015667013 1.6330354525659863 
0.023162057151484772 0.5416792770736579 1.601429418324054 
0.026470779601696883 0.558622070632964 1.5744320254349036 
0.02977950205190899 0.573801764960907 1.5505914334389412 
0.0330882245021211 0.5875570985830237 1.529621520356421 
0.03970566940254532 0.6117251297909171 1.49325358269113 
0.046323114302969544 0.6324846255384875 1.4628347905762655 
0.052940559203393765 0.6506773488886015 1.4367764416074842 
0.05955800410381798 0.6668631527224899 1.4138403715278671 
0.0661754490042422 0.6814343038620208 1.3934689012864097 
0.07941033880509064 0.7068062231256155 1.3582271538023172 
0.09264522860593909 0.7283556903318292 1.3288134872323085 
0.10588011840678753 0.7470457815306966 1.3034223483798713 
0.11911500820763596 0.7635139048522591 1.2812102907845102 
0.1323498980084844 0.7782046411163165 1.261410701765773 
0.1588196776101813 0.8034645465062611 1.2274546505895572 
0.18528945721187817 0.8245798863163215 1.1988405471607861 
0.21175923681357506 0.842623841960992 1.1743643879847994 
0.23822901641527194 0.8583018022923222 1.1527642917421792 
0.26469879601696883 0.8721026071459416 1.1333964076223038 
0.3176383552203626 0.8953943117118142 1.1001977222059145 
0.37057791442375637 0.9144023819902968 1.0724777600980389 
0.42351747362715014 0.9302786945062964 1.048622051904788 
0.5293965920339376 0.9553996300252178 1.0090236081676716 
0.6352757104407252 0.9744278321104767 0.977045768080607 
0.7411548288475127 0.9893288648601839 0.9500591824443055 
0.8470339472543003 1.0012735471253364 0.9270302516722716 
1.0587921840678753 1.0190547771259746 0.8888510825215181 
1.2705504208814504 1.0313866119466915 0.8579800953212969 
1.4823086576950255 1.0401545625658957 0.8321631059708029 
1.6940668945086006 1.0464547335921788 0.8100544332445003 
2.1175833681357505 1.0541674149532485 0.7733980899818651 
2.5410998417629007 1.057744464552333 0.7440387309776324 
3.388132789017201 1.0582130938719088 0.6986114299101431 
4.235165736271501 1.0541205562619078 0.6642570859744994 
5.082198683525801 1.0478731604542009 0.6368294892526492 
6.776264578034402 1.0327804793965927 0.5946484098188043 
8.470330472543003 1.0168045471054634 0.5628429690145886 
10.164396367051603 1.0011245273473472 0.5377970269838824 
13.552528156068805 0.971930821771154 0.49943025970355603 
16.940659945086004 0.9458931733480928 0.4709634108760797 
20.328791734103206 0.9226846105177658 0.44844309625746337 
23.716923523120407 0.9018697370409539 0.4301802322038256 
27.10505531213761 0.8830634626418057 0.41462864619508744 
33.88131889017201 0.850277854733564 0.3898117417811523 
40.657582468206414 0.8224736144291506 0.3704074887272205 
47.43384604624082 0.7984295388717483 0.3546579211673125 
54.21010962427522 0.7773123056298018 0.3415892986012945 
67.76263678034402 0.741656659046881 0.32059734143814117 
81.31516393641283 0.7123987402845114 0.30434252908699666 
94.86769109248164 0.6877199012944148 0.2912084961601806 
108.42021824855044 0.6664687362039973 0.2804324583340527 
135.52527256068805 0.631387737383599 0.26320295651657527 
162.63032687282566 0.6032727080888981 0.2502035328040323 
216.84043549710088 0.5602066373050297 0.23101860772289906 
271.0505441213761 0.5280938157390965 0.21761610084438274 
325.2606527456513 0.5027944899671737 0.2074565572360679 
433.68086999420177 0.4647245504308897 0.19300413040486925 
542.1010872427522 0.4368302521489071 0.18322084302111372 
650.5213044913027 0.41512991312988484 0.1759716225726444 
867.3617389884035 0.3829105954458002 0.16618563776313813 
1301.0426079826052 0.3417123088093832 0.15602360603904303 
1734.723476976807 0.31546257695153407 0.1520126690333131 
2602.0852149652105 0.28272356643560975 0.15243219447210346 
3469.446952953614 0.26273157085408083 0.15963200839237485 
5204.170428930421 0.240488242485341 0.19082434078745603 
6071.532166918824 0.23491808757719004 0.21620565055108545 
6938.893904907228 0.23248466555085986 0.2504110394171123 
7806.25564289563 0.23350683415250767 0.2959744555965072 
8239.936511889831 0.2355660603501758 0.32363984847272353 
8673.617380884034 0.23886382695667227 0.3549969363799795 
9107.298249878237 0.24359355879044509 0.39001451911282603 
9540.979118872438 0.24996311034500598 0.42821493037646424 
9974.659987866638 0.2581672920066969 0.4688856813514575 
10408.340856860841 0.2683489936340068 0.5108538991088308 
10842.021725855044 0.28055674846925344 0.5526275705168406 
11275.702594849245 0.29471315416604704 0.5926214845881702 
11709.383463843445 0.31060850860605904 0.6293965205258306 
12143.064332837648 0.32792449467705415 0.6620328817226431 
12576.74520183185 0.34627931476296936 0.6898158991329546 
13010.426070826052 0.36527792594410907 0.7126072553813892 
13444.106939820253 0.3845530304828471 0.7309772435086666 
13877.787808814455 0.4037902184603208 0.7449984684491779 
14745.149546802859 0.44120639361673836 0.763002873632247 
15612.51128479126 0.4762117562540782 0.7708106309811683 
16479.873022779662 0.5082159834773387 0.7718328355077156 
17347.234760768068 0.5370762891319454 0.7683890558555532 
18214.596498756473 0.5628916660899201 0.762017483807833 
19081.958236744875 0.5858760572455012 0.7540577881944253 
20816.681712721682 0.6243883499957951 0.7356312267479939 
22551.40518869849 0.6546455182529984 0.7160107098222382 
24286.128664675296 0.6783954491239499 0.6965981941528564 
27755.57561662891 0.7116172068180167 0.6610539443949899 
31225.02256858252 0.7318058514661643 0.6298167068766688 
34694.469520536135 0.7436095472116367 0.6028165944388175 
41633.36342444336 0.7524226389127475 0.5588940139797353 
48572.25732835059 0.7506389903705678 0.5243946258959271 
55511.15123225782 0.7437842043743743 0.4970325145154233 
69388.93904007228 0.7241547873598242 0.4554047085276639 
83266.72684788673 0.7027619496123748 0.42541743026031964 
97144.51465570119 0.682218298327402 0.40276393750589673 
111022.30246351565 0.6632403812879898 0.3845906397550606 
138777.87807914455 0.6301982458312816 0.35782818093004926 
166533.45369477346 0.6028184552555365 0.33896369689616174 
222044.6049260313 0.5603821500176359 0.31424848375766756 
277555.7561572891 0.5289745003188122 0.2990238545623597 
333066.9073885469 0.5046890824481679 0.2892266225342569 
444089.20985106257 0.46940850960852576 0.27866968143876975 
666133.8147760938 0.4271418047269885 0.274834300653912 
888178.4197011251 0.4034990978328795 0.28186464714455906 
1332267.6295511876 0.3820512338888707 0.3114561967544598 
1776356.8394012502 0.37894137607774014 0.3513811153024347 
2220446.049251313 0.38669382265572666 0.3942023223789347 
2664535.2591013755 0.40142636746055693 0.4346551537667454 
3108624.468951438 0.4202316211357579 0.46899080842383906 
3552713.6788015007 0.44082308228282985 0.4955991085773859 
3996802.888651563 0.4613723887787846 0.5146588533326331 
4440892.0985016255 0.48103360264599027 0.5275983453010284 
5329070.518201751 0.5151577700903055 0.5401869121836838 
7105427.357602001 0.562449129713895 0.538129461415251 
8881784.19700225 0.5891296074115859 0.5244143061106884 
10658141.036402501 0.6038689499067297 0.5075682017969763 
14210854.715203002 0.6145927065022913 0.4799743873465569 
21316282.072804004 0.608374446074282 0.4390106224006639 
28421709.430405006 0.5939025806587437 0.4131173002167462 
42632564.14560701 0.5707347487295729 0.3852905912991969 
56843418.86080901 0.5441318046135448 0.3667735817559433 
85265128.29121302 0.5143542005187256 0.35126558408805564 
113686837.72161703 0.4912995623980497 0.3467134917730642 
227373675.44323304 0.4579367999805236 0.35470581163767273 
454747350.8864651 0.45495718702072624 0.40197947437787235 
682121026.3296971 0.472974812097712 0.43526771867667496 
909494701.7729292 0.4913955091051678 0.4533826454106196 
1818989403.5458574 0.533475740964538 0.4681510157024817 
3637978807.091714 0.557957463691095 0.4435094801641925 
7275957614.183427 0.5485356421556526 0.4119579768267763 
14551915228.366852 0.5241230048404016 0.38959287951822874 
29103830456.733704 0.5015328124676517 0.38145526259828677 
58207660913.46741 0.48640877974125946 0.39312264167718874 
116415321826.93481 0.4906475461977857 0.415433565423168 
232830643653.86963 0.5073147483242255 0.43340356447537937 
465661287307.73926 0.5264848076654429 0.4362596141069527 
931322574615.4785 0.5335278962600786 0.4253113712808989 
1862645149230.957 0.5296792979811493 0.4125991129109914 
3725290298461.914 0.5238565560485803 0.40448203868974536 
7450580596923.828 0.5059183793189158 0.4006283943663431 
14901161193847.656 0.5015750690509063 0.40694229971366763 
29802322387695.312 0.5050004189049047 0.4167384236327465 
59604644775390.625 0.5134523898729686 0.4234167356119802 
119209289550781.25 0.520328730625785 0.4237908791224117 
238418579101562.5 0.5228912997245232 0.41905030778691366 
476837158203125.0 0.519742385261992 0.41207164543989877 
953674316406250.0 0.5147950351916782 0.4081446949298682 
1907348632812500.0 0.509379675664576 0.40765607539814686 
3814697265625000.0 0.5085801587156172 0.41192704794410223 
7629394531250000.0 0.5105218002232704 0.41620110030073787 
1.52587890625e+16 0.5137027984053019 0.4184388135706679 
3.0517578125e+16 0.5171931365027672 0.41873021759176643 
6.103515625e+16 0.517880029396972 0.4164810630914073 
1.220703125e+17 0.5165327589964018 0.41300416990964905 
2.44140625e+17 0.513840417145856 0.41108107712036873 
4.8828125e+17 0.5103155236983178 0.4084790815110547 
9.765625e+17 0.5116788202937409 0.41401050697782893 
1.953125e+18 0.5124132407401552 0.4157734349828298 
3.90625e+18 0.5138761931114044 0.4165759140149179 
7.8125e+18 0.5152570100266977 0.4157614374724264 
1.5625e+19 0.5161586632473343 0.41518115521528104 
3.125e+19 0.5153115795648031 0.4137927891508584 
6.25e+19 0.5134583940155081 0.41268242382057163 
1.25e+20 0.5131388359736273 0.4132549787439328 
2.5e+20 0.5129997017210509 0.4141024303973169 
5e+20 0.5136676692879717 0.4150736333093496 
1e+21 0.514495392036166 0.4150251342950905 
