omega2 nn r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11 U12 U13 U14 U15 U16 U17 U18 U19 U20 U21 U22 U23 U24 U25 U26 U27 U28 U29 U30 U31 U32
-9.99633264541626 1 0.025100000000000015 1.577346427131114e-05 1.4681746428019878e-05 1.5221224134696734e-05 1.5495735341872124e-05 1.5358079224603468e-05 1.5289551763322497e-05 1.532379048839659e-05 1.534092860179551e-05 1.534950234910911e-05 1.53537903957819e-05 1.53559347124176e-05 1.535700694406604e-05 1.5357543078223534e-05 1.535781114988565e-05 1.5357945186862584e-05 1.5357878168278674e-05 1.535784465905831e-05 1.5357827904465994e-05 1.5357819527174373e-05 1.5357823715819802e-05 1.5357825810142798e-05 1.5357826857304484e-05 1.53578273808852e-05 1.535782764267558e-05 1.535782751178042e-05 1.5357827577228008e-05 1.5357827544504218e-05 1.5357827560866137e-05 1.535782756904707e-05 1.5357827564956584e-05 1.5357827567001827e-05 1.5357827565979204e-05 1.5357827565467874e-05 
-9.996332883834839 1 0.026100000000000016 1.761208269279462e-05 1.628389543442062e-05 1.693948751655716e-05 1.7273639882424555e-05 1.7106029884526147e-05 1.702262555714606e-05 1.7064294396237634e-05 1.7085153804384776e-05 1.7095589759850017e-05 1.7100809300960932e-05 1.7103419462427265e-05 1.7104724640896544e-05 1.710537725456616e-05 1.7105703567509797e-05 1.710586672550886e-05 1.7105785146382107e-05 1.710574435691416e-05 1.7105723962203998e-05 1.7105713764854956e-05 1.7105718863528962e-05 1.7105721412866354e-05 1.7105722687535283e-05 1.7105723324869598e-05 1.710572364353678e-05 1.710572348420322e-05 1.710572356387001e-05 1.7105723524036625e-05 1.7105723543953338e-05 1.7105723553911667e-05 1.7105723548932486e-05 1.7105723551422078e-05 1.7105723550177275e-05 1.7105723549554855e-05 
-9.996333003044128 0 0.027100000000000016 1.9568905214491346e-05 1.7966882689037884e-05 1.8756712340456127e-05 1.915998485943927e-05 1.8957646202419514e-05 1.8857004118260755e-05 1.890728131633895e-05 1.8932452791409582e-05 1.8945046754050595e-05 1.8951345792410102e-05 1.8954495825944933e-05 1.8956070971313146e-05 1.895685857614885e-05 1.8957252386604737e-05 1.8957449293842234e-05 1.8957350840056065e-05 1.8957301613288566e-05 1.895727699993615e-05 1.8957264693267875e-05 1.895727084660133e-05 1.8957273923268584e-05 1.8957275461602487e-05 1.8957276230769275e-05 1.8957276615352695e-05 1.895727642306101e-05 1.895727651920687e-05 1.895727647113396e-05 1.8957276495170423e-05 1.8957276507188638e-05 1.8957276501179515e-05 1.8957276504184076e-05 1.895727650268179e-05 1.895727650193062e-05 
-9.996332943439484 1 0.028100000000000017 2.16441165768873e-05 1.9727119114117976e-05 2.0671084224514572e-05 2.1153926657016923e-05 2.0911592074268346e-05 2.0791110439064762e-05 2.085129425027866e-05 2.088142890081651e-05 2.089650692094509e-05 2.0904048605803222e-05 2.0907820117065613e-05 2.0909706039922134e-05 2.0910649043158724e-05 2.091112055522931e-05 2.091135631387773e-05 2.0911238434335796e-05 2.0911179494728153e-05 2.091115002496508e-05 2.091113529009384e-05 2.091114265752857e-05 2.091114634124663e-05 2.091114818310598e-05 2.0911149104035478e-05 2.0911149564500264e-05 2.09111493342679e-05 2.0911149449384105e-05 2.0911149391826028e-05 2.0911149420605057e-05 2.091114943499457e-05 2.0911149427799802e-05 2.091114943139718e-05 2.091114942959849e-05 2.091114942869911e-05 
-9.996332973241806 0 0.029100000000000018 2.3837562441162694e-05 2.1560531118243583e-05 2.2680361388099397e-05 2.3254234341570947e-05 2.2966123040762478e-05 2.2822949388457972e-05 2.2894462898271768e-05 2.2930274626687858e-05 2.2948194246298884e-05 2.2957157496459204e-05 2.2961639981816066e-05 2.2963881439587345e-05 2.2965002222248997e-05 2.2965562627024144e-05 2.2965842832772854e-05 2.2965702729618434e-05 2.296563267825132e-05 2.2965597652620178e-05 2.2965580139817822e-05 2.296558889621785e-05 2.2965593274418766e-05 2.2965595463519596e-05 2.296559655806982e-05 2.296559710534499e-05 2.2965596831707436e-05 2.2965596968526235e-05 2.2965596900116876e-05 2.296559693432153e-05 2.2965596951423878e-05 2.2965596942872697e-05 2.296559694714828e-05 2.2965596945010486e-05 2.2965596943941548e-05 
-9.996332958340645 0 0.03010000000000002 2.6148776934532874e-05 2.346259909208938e-05 2.478190650718132e-05 2.5459319040013258e-05 2.5119116827476656e-05 2.4950138890948462e-05 2.5034534514087367e-05 2.5076802315601124e-05 2.5097953730379902e-05 2.5108533818342998e-05 2.5113824957726512e-05 2.5116470801301276e-05 2.5117793791563293e-05 2.5118455303813412e-05 2.5118786064218314e-05 2.5118620683659233e-05 2.5118537993647227e-05 2.5118496648707975e-05 2.511847597625515e-05 2.5118486312480095e-05 2.5118491480593723e-05 2.5118494064650962e-05 2.5118495356679387e-05 2.5118496002693686e-05 2.5118495679686572e-05 2.5118495841190144e-05 2.5118495760438417e-05 2.5118495800814242e-05 2.5118495821002185e-05 2.511849581090821e-05 2.511849581595519e-05 2.5118495813431692e-05 2.5118495812169894e-05 
-9.996332950890064 0 0.03110000000000002 2.857701278363518e-05 2.5428398521729774e-05 2.6972721183302843e-05 2.776726591824328e-05 2.736810649229778e-05 2.7169943716311528e-05 2.7268907368890484e-05 2.7318477471079843e-05 2.7343284613600725e-05 2.7355693710525938e-05 2.73618996407558e-05 2.7365002951356658e-05 2.7366554693033884e-05 2.7367330585467317e-05 2.736771853708281e-05 2.7367524560825187e-05 2.7367427573033857e-05 2.736737907922241e-05 2.7367354832337856e-05 2.736736695577828e-05 2.7367373017499956e-05 2.7367376048361288e-05 2.7367377563791752e-05 2.7367378321507094e-05 2.736737794264946e-05 2.7367378132078293e-05 2.7367378037363953e-05 2.736737808472106e-05 2.7367378108399666e-05 2.7367378096560365e-05 2.736737810248001e-05 2.736737809952018e-05 2.7367378098040196e-05 
nan nan 0.03210000000000002 3.112127331264855e-05 2.7452642784593338e-05 2.924948220115533e-05 3.0175867986733163e-05 2.9710315381245108e-05 2.9479311067937132e-05 2.9594666018664984e-05 2.9652453864040734e-05 2.968137540935747e-05 2.9695843091441414e-05 2.9703078660310887e-05 2.970669687676165e-05 2.9708506092998226e-05 2.970941072812015e-05 2.9709863052432106e-05 2.9709636889713565e-05 2.9709523808776298e-05 2.9709467268413e-05 2.9709438998257796e-05 2.9709453133333088e-05 2.9709460200872557e-05 2.9709463734642862e-05 2.9709465501527824e-05 2.9709466384970435e-05 2.970946594324917e-05 2.9709466164109812e-05 2.9709466053679586e-05 2.9709466108894614e-05 2.9709466136502203e-05 2.9709466122698412e-05 2.9709466129600314e-05 2.970946612614935e-05 2.970946612442378e-05 
nan nan 0.03310000000000002 3.378034559663619e-05 2.952972673190859e-05 3.160857877478952e-05 3.2682660979116204e-05 3.214269311582195e-05 3.187490718149168e-05 3.200861759261074e-05 3.207560966950572e-05 3.2109139965769843e-05 3.2125913683357646e-05 3.213430268514077e-05 3.2138497721858116e-05 3.214059537418281e-05 3.2141644233837795e-05 3.214216867203855e-05 3.2141906452240426e-05 3.2141775342864744e-05 3.21417097883076e-05 3.214167701106179e-05 3.214169339968183e-05 3.2141701593994106e-05 3.2141705691150904e-05 3.214170773972914e-05 3.2141708764018405e-05 3.2141708251873805e-05 3.214170850794611e-05 3.214170837991007e-05 3.2141708443927975e-05 3.214170847593703e-05 3.214170845993251e-05 3.214170846793479e-05 3.214170846393363e-05 3.2141708461932954e-05 
nan nan 0.03410000000000002 3.65528340999908e-05 3.165377022924364e-05 3.4046150034835994e-05 3.5284958595260254e-05 3.466195188392612e-05 3.435315419612133e-05 3.4507328369648564e-05 3.4584583899160745e-05 3.462325382712715e-05 3.4642599338483564e-05 3.465227473182654e-05 3.465711308801728e-05 3.4659532431005095e-05 3.466074214372361e-05 3.4661347010389145e-05 3.4661044576197536e-05 3.466089335974592e-05 3.466081775168102e-05 3.466077994768888e-05 3.4660798849681436e-05 3.466080830068047e-05 3.466081302618075e-05 3.4660815388930776e-05 3.466081657030595e-05 3.466081597961839e-05 3.4660816274962164e-05 3.466081612729042e-05 3.4660816201126146e-05 3.466081623804415e-05 3.466081621958516e-05 3.46608162288147e-05 3.4660816224199906e-05 3.46608162218924e-05 
nan nan 0.03510000000000002 3.943719418976777e-05 3.381866091658738e-05 3.655812208284127e-05 3.7979887466844536e-05 3.726460237640814e-05 3.6910266632301935e-05 3.708715998113174e-05 3.717581246985585e-05 3.7220190236132266e-05 3.7242392008298455e-05 3.725349611770744e-05 3.7259048978377435e-05 3.726182561022032e-05 3.7263213976520685e-05 3.7263908172265755e-05 3.726356107334365e-05 3.7263387524669816e-05 3.7263300750529575e-05 3.726325736350871e-05 3.726327905701486e-05 3.7263289903771276e-05 3.7263295327150395e-05 3.726329803883987e-05 3.72632993946848e-05 3.726329871676236e-05 3.7263299055723563e-05 3.726329888624311e-05 3.726329897098317e-05 3.726329901335337e-05 3.726329899216828e-05 3.726329900276089e-05 3.7263298997464556e-05 3.7263298994816263e-05 
nan nan 0.03610000000000002 4.243176498721367e-05 3.601809555317166e-05 3.914024402643045e-05 4.076442128376743e-05 3.994698879525974e-05 3.954228689617383e-05 3.974430466267239e-05 3.984556333249108e-05 3.989625520215693e-05 3.9921616781703164e-05 3.993430148403297e-05 3.994064481350982e-05 3.994381672284759e-05 3.9945402738668835e-05 3.994619576186775e-05 3.9945799248994256e-05 3.994560099351307e-05 3.994550186601124e-05 3.9945452302320094e-05 3.994547708416048e-05 3.99454894750847e-05 3.99454956705479e-05 3.9945498768279436e-05 3.994550031714543e-05 3.994549954271246e-05 3.994549992992893e-05 3.994549973632086e-05 3.99454998331247e-05 3.9945499881526815e-05 3.9945499857325776e-05 3.9945499869426394e-05 3.994549986337606e-05 3.994549986035073e-05 
nan nan 0.03710000000000002 4.553480110340934e-05 3.8245619423815894e-05 4.178812250520853e-05 4.363541360889461e-05 4.2705322452050465e-05 4.224511932460416e-05 4.2474819071507125e-05 4.258997017880833e-05 4.2647621153576884e-05 4.2676465510336004e-05 4.2690892407821685e-05 4.269810703656192e-05 4.270171464595876e-05 4.2703518524417096e-05 4.270442048208652e-05 4.270396950171508e-05 4.270374401268193e-05 4.270363126845337e-05 4.270357489641117e-05 4.2703603082426034e-05 4.27036171754383e-05 4.270362422194571e-05 4.2703627745199397e-05 4.2703629506826496e-05 4.2703628626012966e-05 4.270362906641972e-05 4.270362884621652e-05 4.270362895631791e-05 4.270362901136882e-05 4.270362898384338e-05 4.270362899760621e-05 4.270362899072479e-05 4.270362898728386e-05 
nan nan 0.03810000000000002 4.874450289069326e-05 4.049466339621451e-05 4.449725431576175e-05 4.6589629000566236e-05 4.553571357036309e-05 4.501456238199869e-05 4.527465628177994e-05 4.5405064339150804e-05 4.5470358787592637e-05 4.550302863463142e-05 4.551936921609084e-05 4.552754092158565e-05 4.553162712805911e-05 4.55336703197315e-05 4.553469193767695e-05 4.553418112686171e-05 4.5533925722835965e-05 4.553379802116848e-05 4.553373417042112e-05 4.553376609578733e-05 4.553378205847622e-05 4.553379003982217e-05 4.553379403049515e-05 4.553379602583195e-05 4.5533795028163555e-05 4.553379552699774e-05 4.553379527758085e-05 4.5533795402289056e-05 4.55337954646434e-05 4.553379543346626e-05 4.553379544905496e-05 4.553379544126063e-05 4.553379543736318e-05 
nan nan 0.039100000000000024 5.205904492701983e-05 4.275857832791858e-05 4.72630568409384e-05 4.962377215328165e-05 4.843420099984947e-05 4.784633871522039e-05 4.8139695664720546e-05 4.828680457848763e-05 4.836046682499463e-05 4.839732491816151e-05 4.841576071003775e-05 4.8424980292651635e-05 4.8429590505671345e-05 4.843189571761467e-05 4.843304834994511e-05 4.84324720315832e-05 4.843218387404971e-05 4.8432039795694795e-05 4.8431967756620274e-05 4.843200377614865e-05 4.843202178591972e-05 4.843203079080701e-05 4.843203529325069e-05 4.84320375444729e-05 4.8432036418861775e-05 4.843203698166733e-05 4.843203670026477e-05 4.8432036840965784e-05 4.843203691131656e-05 4.8432036876141226e-05 4.8432036893729045e-05 4.8432036884935176e-05 4.843203688053791e-05 
nan nan 0.040100000000000025 5.5476602531285955e-05 4.5030666623186326e-05 5.0080896079296486e-05 5.2734514852655e-05 5.139677963769166e-05 5.07361228624006e-05 5.1065770449491064e-05 5.123110458647923e-05 5.1313899465652345e-05 5.135532888604238e-05 5.137605159495634e-05 5.138641494953375e-05 5.139159712690737e-05 5.139418834062206e-05 5.139548397873688e-05 5.1394836157074504e-05 5.139451224819693e-05 5.1394350294246575e-05 5.139426931739341e-05 5.139430980580949e-05 5.139433005002567e-05 5.1394340172135783e-05 5.139434523319093e-05 5.139434776371893e-05 5.139434649845487e-05 5.1394347131086906e-05 5.1394346814771125e-05 5.1394346972928724e-05 5.1394347052007815e-05 5.139434701246835e-05 5.139434703223825e-05 5.139434702235337e-05 5.139434701741055e-05 
nan nan 0.041100000000000025 5.8995376181079485e-05 4.7304210830524784e-05 5.294611215233993e-05 5.59185206182286e-05 5.441942543284723e-05 5.367956649208787e-05 5.4048692840598974e-05 5.423385803721821e-05 5.4326591420233175e-05 5.437299584284732e-05 5.439620749129917e-05 5.440781567535844e-05 5.441362035741451e-05 5.441652284595744e-05 5.441797412710827e-05 5.4417248483459345e-05 5.441688566393984e-05 5.441670425475641e-05 5.441661355030862e-05 5.441665890252015e-05 5.4416681578635506e-05 5.441669291669552e-05 5.441669858572569e-05 5.441670142024125e-05 5.441670000298337e-05 5.441670071161233e-05 5.441670035729811e-05 5.441670053445488e-05 5.441670062303363e-05 5.441670057874437e-05 5.4416700600889154e-05 5.441670058981685e-05 5.441670058428031e-05 
nan nan 0.042100000000000026 6.261361377024697e-05 4.957249925110006e-05 5.5854042239631414e-05 5.917246697687935e-05 5.7498117919252465e-05 5.667232112080724e-05 5.708427663898495e-05 5.7290961165283413e-05 5.739448046455585e-05 5.744628441631611e-05 5.747219747311635e-05 5.748515677242147e-05 5.7491637114884344e-05 5.749487745932864e-05 5.7496497674854784e-05 5.7495687563482756e-05 5.749528251050321e-05 5.749507998469019e-05 5.749497872195267e-05 5.749502935330694e-05 5.749505466899531e-05 5.7495067326842205e-05 5.7495073655765885e-05 5.749507682022826e-05 5.749507523799695e-05 5.749507602911265e-05 5.7495075633555074e-05 5.749507583133348e-05 5.749507593022311e-05 5.749507588077843e-05 5.74950759055009e-05 5.749507589313978e-05 5.749507588695882e-05 
nan nan 0.04310000000000003 6.632963070022227e-05 5.182884859472022e-05 5.880004095332273e-05 6.249306536852007e-05 6.062886028436018e-05 5.971005831792954e-05 6.016835737440863e-05 6.039833286510313e-05 6.0513527523264e-05 6.0571176633391155e-05 6.0600014140325076e-05 6.061443613258727e-05 6.0621647938520276e-05 6.062525404394997e-05 6.062705714728152e-05 6.062615559139732e-05 6.06257048166187e-05 6.062547943002046e-05 6.062536673691888e-05 6.062542308345276e-05 6.062545125673282e-05 6.062546534337597e-05 6.062547238669786e-05 6.062547590835942e-05 6.0625474147528474e-05 6.0625475027944006e-05 6.062547458773653e-05 6.062547480783985e-05 6.0625474917891996e-05 6.062547486286609e-05 6.0625474890379147e-05 6.0625474876622756e-05 6.062547486974415e-05 
nan nan 0.04410000000000003 7.014182784418054e-05 5.406662377279631e-05 6.177949821257531e-05 6.587707873281796e-05 6.38076970273652e-05 6.278848745520372e-05 6.329681000497038e-05 6.355193236871927e-05 6.367973433754104e-05 6.374369558311734e-05 6.377569127925471e-05 6.379169289666975e-05 6.379969464783958e-05 6.380369575905566e-05 6.380569637357259e-05 6.380469606140461e-05 6.380419590900233e-05 6.380394583372189e-05 6.380382079631159e-05 6.380388331499707e-05 6.380391457435508e-05 6.380393020403767e-05 6.380393801887938e-05 6.380394192630093e-05 6.380393997258994e-05 6.38039409494455e-05 6.380394046101803e-05 6.380394070523132e-05 6.38039408273385e-05 6.380394076628509e-05 6.380394079681189e-05 6.380394078154866e-05 6.380394077391663e-05 
nan nan 0.04510000000000003 7.404870746021584e-05 5.6279254959334204e-05 6.478785471781436e-05 6.932133686396234e-05 6.70307293003644e-05 6.590337109748954e-05 6.646556427864625e-05 6.67477745960108e-05 6.688915881051822e-05 6.695992075985487e-05 6.699531920481536e-05 6.701302279609218e-05 6.702187568408218e-05 6.70263024011841e-05 6.70285158280131e-05 6.702740910890824e-05 6.702685575362307e-05 6.702657907704762e-05 6.70264407390264e-05 6.702650990801424e-05 6.702654449252583e-05 6.702656178478574e-05 6.702657043091623e-05 6.702657475398225e-05 6.702657259244898e-05 6.70265736732157e-05 6.702657313283266e-05 6.70265734030237e-05 6.702657353811983e-05 6.702657347057197e-05 6.702657350434597e-05 6.702657348745917e-05 6.702657347901534e-05 
nan nan 0.04610000000000003 7.804888715906771e-05 5.8460252082059985e-05 6.782061515506293e-05 7.282274965034507e-05 7.029412805577085e-05 6.90505381614167e-05 6.967061788184455e-05 6.998194330153685e-05 7.013792815411488e-05 7.021600121033396e-05 7.025505790771414e-05 7.027459130019781e-05 7.028435925757195e-05 7.028924355156515e-05 7.029168577738988e-05 7.029046465790789e-05 7.028985410309353e-05 7.028954882691835e-05 7.028939618913848e-05 7.028947250800216e-05 7.028951066745437e-05 7.028952974718521e-05 7.028953928705124e-05 7.028954405698515e-05 7.02895416720179e-05 7.028954286450165e-05 7.028954226826011e-05 7.028954256638036e-05 7.028954271544118e-05 7.028954264091098e-05 7.028954267817615e-05 7.028954265954381e-05 7.028954265022718e-05 
nan nan 0.04710000000000003 8.214111205122747e-05 6.060321692575278e-05 7.087335928041122e-05 7.637831833560437e-05 7.359414514300944e-05 7.222589498845782e-05 7.29080475197278e-05 7.325060216188145e-05 7.34222499807647e-05 7.350816662779196e-05 7.355114814985301e-05 7.357264471229201e-05 7.358339444408443e-05 7.358876967265161e-05 7.359145737760491e-05 7.359011351757172e-05 7.358944159322187e-05 7.358910563246401e-05 7.358893765243902e-05 7.358902164242134e-05 7.358906363743591e-05 7.358908463494862e-05 7.358909513370567e-05 7.358910038308523e-05 7.358909775839512e-05 7.358909907074032e-05 7.358909841456807e-05 7.358909874265365e-05 7.358909890669722e-05 7.358909882467565e-05 7.358909886568649e-05 7.358909884518135e-05 7.35890988349283e-05 
nan nan 0.04810000000000003 8.63242652106879e-05 6.270185304160366e-05 7.394175104696642e-05 7.998514494988269e-05 7.692712250987729e-05 7.542543449122832e-05 7.617401808538491e-05 7.655000395973082e-05 7.673842149583419e-05 7.683273654878732e-05 7.687992066339708e-05 7.690351936985187e-05 7.69153203856306e-05 7.692122130919099e-05 7.692417187489138e-05 7.692269658338031e-05 7.692195894411971e-05 7.692159012611355e-05 7.692140571751613e-05 7.692149792178027e-05 7.692154402393917e-05 7.69215670750248e-05 7.69215786005684e-05 7.69215843633414e-05 7.692158148195454e-05 7.692158292264813e-05 7.69215822023017e-05 7.692158256247435e-05 7.692158274256154e-05 7.692158265251816e-05 7.69215826975399e-05 7.692158267502934e-05 7.692158266377354e-05 
nan nan 0.04910000000000003 9.059737660090924e-05 6.474997366217537e-05 7.702154594385205e-05 8.36404400679514e-05 8.028949967147614e-05 7.864524353920329e-05 7.946479008239005e-05 7.987649802840174e-05 8.008283695404555e-05 8.018612781579993e-05 8.023780361652162e-05 8.026364911186109e-05 8.027657375858935e-05 8.028303655675764e-05 8.028626807454583e-05 8.028465230575873e-05 8.028384442878414e-05 8.028344049215202e-05 8.028323852429936e-05 8.02833395081862e-05 8.028339000016029e-05 8.028341524615436e-05 8.028342786915225e-05 8.028343418065262e-05 8.028343102490207e-05 8.028343260277752e-05 8.028343181384018e-05 8.028343220830828e-05 8.028343240554326e-05 8.028343230692596e-05 8.028343235623467e-05 8.028343233158065e-05 8.02834323192531e-05 
nan nan 0.05010000000000003 9.495963061237017e-05 6.674150782160977e-05 8.010859671893587e-05 8.734152905384025e-05 8.367781961218092e-05 8.188150875237726e-05 8.277672546773147e-05 8.322653612304191e-05 8.345199354574558e-05 8.356486047127056e-05 8.362132851139612e-05 8.364957117878123e-05 8.366369467467612e-05 8.367075696322103e-05 8.367428824264655e-05 8.367252259166988e-05 8.367163977462863e-05 8.36711983682202e-05 8.367097766554365e-05 8.367108801683698e-05 8.367114319251856e-05 8.367117078036731e-05 8.367118457429262e-05 8.367119147125697e-05 8.367118802277441e-05 8.36711897470159e-05 8.367118888489556e-05 8.367118931595516e-05 8.367118953148594e-05 8.367118942372073e-05 8.36711894776034e-05 8.367118945066243e-05 8.367118943719136e-05 
nan nan 0.051100000000000034 9.941037235781065e-05 6.867050487478825e-05 8.319885765258842e-05 9.108585694783478e-05 8.708873328204608e-05 8.513052086717656e-05 8.610629207795487e-05 8.659667688062251e-05 8.684249587478109e-05 8.696556224466022e-05 8.702713467589678e-05 8.70579307066061e-05 8.707333117617201e-05 8.708103202456318e-05 8.708488260216527e-05 8.708295730057904e-05 8.708199465937387e-05 8.708151334116872e-05 8.708127268266515e-05 8.708139301186592e-05 8.708145317650594e-05 8.708148325883497e-05 8.708149830000048e-05 8.708150582058526e-05 8.708150206029247e-05 8.708150394043912e-05 8.708150300036621e-05 8.708150347040209e-05 8.708150370542107e-05 8.708150358791174e-05 8.708150364666646e-05 8.708150361728952e-05 8.708150360260042e-05 
nan nan 0.052100000000000035 0.00010394911286721346 7.053113760123865e-05 8.628838754398381e-05 9.487099214681832e-05 9.051900284372372e-05 8.8388677833378e-05 8.945006679592531e-05 8.998358902545944e-05 9.025105918438505e-05 9.038497178876851e-05 9.045197250520366e-05 9.048548397111405e-05 9.050224248150769e-05 9.051062243112929e-05 9.051481257955163e-05 9.051271749087133e-05 9.051166995738199e-05 9.051114619335048e-05 9.05108843120127e-05 9.051101525262385e-05 9.051108072297427e-05 9.051111345815971e-05 9.051112982575346e-05 9.051113800955272e-05 9.051113391765271e-05 9.0511135963603e-05 9.051113494062828e-05 9.051113545211507e-05 9.051113570785957e-05 9.051113557998745e-05 9.051113564392356e-05 9.0511135611956e-05 9.051113559597153e-05 
nan nan 0.053100000000000036 0.00010857553332044374 7.23177040700614e-05 8.937335156475123e-05 9.869462902353764e-05 9.396550381992355e-05 9.165248679441556e-05 9.28047376094034e-05 9.338405347087356e-05 9.367451148139341e-05 9.381994081548569e-05 9.389270560338514e-05 9.392910053238487e-05 9.39473011312504e-05 9.395640221435094e-05 9.396095295182454e-05 9.39586775667591e-05 9.39575398864717e-05 9.395697104938983e-05 9.395668663161404e-05 9.39568288404368e-05 9.395689994489876e-05 9.39569354971413e-05 9.395695327326365e-05 9.395696216132759e-05 9.395695771729523e-05 9.395695993931172e-05 9.395695882830395e-05 9.395695938380728e-05 9.39569596615601e-05 9.39569595226838e-05 9.3956959592122e-05 9.395695955740346e-05 9.395695954004344e-05 
nan nan 0.05410000000000004 0.00011328948844490886 7.40246284288857e-05 9.245002212308362e-05 0.00010255458961928458 9.742522628006274e-05 9.49185650919182e-05 9.61671047011726e-05 9.679496445618006e-05 9.710979469771078e-05 9.726743526976136e-05 9.734631196368482e-05 9.738576441826247e-05 9.74054941731589e-05 9.741535993259816e-05 9.742029303282309e-05 9.741782646433326e-05 9.741659319387007e-05 9.741597656208444e-05 9.741566824705284e-05 9.741582240449536e-05 9.74158994832735e-05 9.741593802267566e-05 9.74159572923778e-05 9.74159669272321e-05 9.741596210980457e-05 9.741596451851867e-05 9.741596331416214e-05 9.741596391633984e-05 9.741596421742994e-05 9.741596406688496e-05 9.741596414215752e-05 9.741596410452186e-05 9.741596408570325e-05 
nan nan 0.05510000000000004 0.00011809100919759938 7.564646076752993e-05 9.551477887137563e-05 0.00010644882453549023 0.00010089527519524532 9.818364042555236e-05 9.95340807008157e-05 0.00010021332984862381 0.00010055396501840279 0.00010072453567104873 0.00010080988431671033 0.00010085257447593331 0.0001008739235154609 0.00010088459902530736 0.00010088993702776017 0.00010088726800590414 0.0001008859335104469 0.00010088526626658653 0.0001008849326456232 0.00010088509945602265 0.00010088518286128615 0.00010088522456393268 0.00010088524541525704 0.0001008852558409229 0.00010088525062808959 0.00010088525323450659 0.00010088525193129864 0.00010088525258290206 0.0001008852529087051 0.00010088525274580362 0.00010088525282725447 0.00010088525278652973 0.00010088525276616655 
nan nan 0.05610000000000004 0.00012298030484318863 7.717787619430217e-05 9.856410798031501e-05 0.00011037541314081777 0.00010437287008118533 0.00010144455028940722 0.00010290269021855813 0.00010363627073027428 0.00010400419249622872 0.00010418843674193769 0.00010428062976618768 0.00010432674401125918 0.00010434980556797954 0.00010436133745500591 0.00010436710367569619 0.00010436422054225055 0.0001043627789928515 0.00010436205822248352 0.00010436169783838225 0.00010436187803034087 0.00010436196812639151 0.00010436201317443346 0.00010436203569845557 0.0001043620469604708 0.0001043620413294628 0.00010436204414496716 0.00010436204273721557 0.00010436204344109081 0.00010436204379302983 0.00010436204361706036 0.00010436204370504524 0.00010436204366105355 0.00010436204363905687 
nan nan 0.05710000000000004 0.0001279577645275968 7.861367324868411e-05 0.00010159460078929721 0.00011433256319771176 0.00010785534403585611 0.00010469824079321998 0.0001062700687687106 0.0001070610203770355 0.00010745776005958226 0.00010765644643085207 0.0001077558688191101 0.00010780559982267008 0.00010783047027790289 0.00010784290674402112 0.00010784912528671806 0.00010784601598956376 0.0001078444613603392 0.0001078436840505657 0.00010784329539688857 0.00010784348972362441 0.0001078435868870719 0.0001078436354688143 0.00010784365975968672 0.00010784367190512762 0.00010784366583240679 0.00010784366886876755 0.0001078436673505878 0.00010784366810967712 0.00010784366848922328 0.00010784366829945025 0.00010784366839433695 0.0001078436683468944 0.0001078436683231723 
nan nan 0.05810000000000004 0.00013302395843862712 7.994877176199066e-05 0.00010460295193310485 0.00011831861000349886 0.00011134014226925497 0.00010794176496707879 0.00010963346118071676 0.00011048492272746683 0.0001109120620113831 0.0001111259844262769 0.00011123303390770867 0.00011128658072702554 0.00011131335965759546 0.00011132675050326787 0.00011133344627121542 0.00011133009835847938 0.00011132842442368113 0.00011132758746167505 0.0001113271689820203 0.00011132737822173327 0.00011132748284167832 0.0001113275351516717 0.0001113275613066697 0.00011132757438417396 0.00011132756784542147 0.00011132757111479805 0.00011132756948011043 0.00011132757029745367 0.00011132757070612691 0.00011132757050179033 0.00011132757060395886 0.00011132757055287547 0.00011132757052733291 
