mu sigmax sigmay muu mud mus mue nu nd ns ne epsilon P
23.023023023023026 88.66514860671158 107.74464844569901 22.68968520129548 23.1896919338868 23.1896919338868 0.5000067325913204 -5.587338955545958e-17 -5.584972835430178e-17 -2.853255451910015e-16 7.647616843308242e-17 -9.141260510018544e-18 -0.0 
24.024024024024026 88.66514860671158 107.74464844569901 23.690686202784065 24.190692934644005 24.190692934644005 0.5000067318599412 -5.5825506620399e-17 -5.580082006738865e-17 -2.8524130273602387e-16 7.646370697289463e-17 -9.534357461742408e-18 -0.0 
25.025025025025027 88.66514860671158 107.74464844569901 24.69168720429221 25.191693935391434 25.191693935391434 0.5000067310992221 -5.577557141056646e-17 -5.574986042185253e-17 -2.8515350954146717e-16 7.645074633245585e-17 -9.92690043280605e-18 -0.0 
26.026026026026027 88.66514860671158 107.74464844569901 25.69268820581993 26.192694936129076 26.192694936129076 0.5000067303091443 -5.572358577948431e-17 -5.569685131000184e-17 -2.8506216670390336e-16 7.643728627123324e-17 -1.0318866563133503e-17 -0.0 
27.027027027027028 88.66514860671158 107.74464844569901 26.693689207367235 27.193695936856923 27.193695936856923 0.5000067294896878 -5.566955165835278e-17 -5.564179470188287e-17 -2.8496727536455256e-16 7.642332653881277e-17 -1.0710233017444392e-17 -0.0 
28.028028028028032 88.66514860671158 107.74464844569901 27.694690208934144 28.194696937574975 28.194696937574975 0.5000067286408318 -5.561347105617163e-17 -5.558469264540376e-17 -2.848688367093203e-16 7.640886687112964e-17 -1.1100976986265046e-17 -0.0 
29.029029029029033 88.66514860671158 107.74464844569901 28.695691210520664 29.195697938283217 29.195697938283217 0.5000067277625551 -5.555534605986578e-17 -5.552554726646223e-17 -2.847668519688096e-16 7.63939070008816e-17 -1.1491075686933692e-17 -0.0 
30.030030030030034 88.66514860671158 107.74464844569901 29.69669221212681 30.196698938981644 30.196698938981644 0.5000067268548348 -5.549517883441617e-17 -5.5464360769080135e-17 -2.8466132241835885e-16 7.637844664052324e-17 -1.1880506364622153e-17 -0.0 
31.031031031031034 88.66514860671158 107.74464844569901 30.6976932137526 31.19769993967025 31.19769993967025 0.500006725917648 -5.5432971622996304e-17 -5.5401135435541024e-17 -2.8455224937805846e-16 7.636248549835451e-17 -1.2269246293342359e-17 -0.0 
32.032032032032035 88.66514860671158 107.74464844569901 31.698694215398053 32.19870094034903 32.19870094034903 0.5000067249509704 -5.5368726747113317e-17 -5.5335873626535115e-17 -2.8443963421278393e-16 7.634602326529783e-17 -1.2657272776970218e-17 -0.0 
33.033033033033036 88.66514860671158 107.74464844569901 32.69969521706319 33.19970194101796 33.19970194101796 0.5000067239547771 -5.530244660675442e-17 -5.5268577781307386e-17 -2.8432347833222367e-16 7.63290596253143e-17 -1.3044563150259657e-17 -0.0 
34.034034034034036 88.66514860671158 107.74464844569901 33.70069621874801 34.20070294167705 34.20070294167705 0.5000067229290422 -5.523413368053946e-17 -5.5199250417813697e-17 -2.842037831909068e-16 7.631159425352756e-17 -1.3431094779865266e-17 -0.0 
35.03503503503504 88.66514860671158 107.74464844569901 34.701697220452544 35.20170394232628 35.20170394232628 0.5000067218737391 -5.516379052587628e-17 -5.5127894132878976e-17 -2.8408055028823703e-16 7.629362680584192e-17 -1.3816845065371549e-17 -0.0 
36.03603603603604 88.66514860671158 107.74464844569901 35.702698222176814 36.20270494296565 36.20270494296565 0.50000672078884 -5.509141977912584e-17 -5.505451160236299e-17 -2.839537811685201e-16 7.627515693313879e-17 -1.42017914403124e-17 -0.0 
37.03703703703704 88.66514860671158 107.74464844569901 36.70369922392083 37.203705943595146 37.203705943595146 0.5000067196743166 -5.50170241557678e-17 -5.497910558133136e-17 -2.8382347742099786e-16 7.625618427467637e-17 -1.4585911373203572e-17 -0.0 
38.03803803803804 88.66514860671158 107.74464844569901 37.70470022568461 38.20470694421475 38.20470694421475 0.5000067185301397 -5.4940606450575115e-17 -5.4901678904231103e-17 -2.8368964067988593e-16 7.62367084552747e-17 -1.4969182368576142e-17 -0.0 
39.03903903903904 88.66514860671158 107.74464844569901 38.70570122746819 39.20570794482447 39.20570794482447 0.5000067173562788 -5.4862169537792285e-17 -5.482223448507183e-17 -2.8355227262439895e-16 7.621672908816805e-17 -1.535158196800933e-17 -0.0 
40.04004004004004 88.66514860671158 107.74464844569901 39.70670222927157 40.206708945424275 40.206708945424275 0.5000067161527031 -5.47817163713194e-17 -5.474077531761407e-17 -2.8341137497879537e-16 7.619624578258275e-17 -1.5733087751164583e-17 -0.0 
41.04104104104105 88.66514860671158 107.74464844569901 40.7077032310948 41.20770994601418 41.20770994601418 0.5000067149193803 -5.469924998490326e-17 -5.4657304475560225e-17 -2.8326694951240806e-16 7.617525812391624e-17 -1.6113677336835658e-17 -0.0 
42.04204204204205 88.66514860671158 107.74464844569901 41.70870423293786 42.20871094659414 42.20871094659414 0.5000067136562777 -5.46147734923315e-17 -5.4571825112755177e-17 -2.831189980396839e-16 7.61537656935987e-17 -1.649332838398229e-17 -0.0 
43.04304304304305 88.66514860671158 107.74464844569901 42.70970523480081 43.209711947164166 43.209711947164166 0.5000067123633616 -5.4528290087634584e-17 -5.4484340463388015e-17 -2.8296752242021993e-16 7.613176806438845e-17 -1.687201859277894e-17 -0.0 
44.04404404404405 88.66514860671158 107.74464844569901 43.71070623668365 44.21071294772425 44.21071294772425 0.5000067110405972 -5.4439803045292836e-17 -5.43948538422039e-17 -2.8281252455880813e-16 7.610926479000252e-17 -1.724972570567012e-17 -0.0 
45.04504504504505 88.66514860671158 107.74464844569901 44.71170723858642 45.211713948274365 45.211713948274365 0.500006709687949 -5.434931572044862e-17 -5.4303368644718124e-17 -2.826540064054679e-16 7.608625541553251e-17 -1.7626427508417816e-17 -0.0 
46.04604604604605 88.66514860671158 107.74464844569901 45.71270824050913 46.21271494881451 46.21271494881451 0.5000067083053804 -5.425683154912552e-17 -5.4209888347438843e-17 -2.824919699554942e-16 7.606273947274163e-17 -1.8002101831160753e-17 -0.0 
47.04704704704705 88.66514860671158 107.74464844569901 46.71370924245181 47.21371594934467 47.21371594934467 0.5000067068928542 -5.4162354048452757e-17 -5.411441650809444e-17 -2.8232641724949377e-16 7.603871648858674e-17 -1.8376726549469802e-17 -0.0 
48.04804804804805 88.66514860671158 107.74464844569901 47.7147102444145 48.21471694986483 48.21471694986483 0.5000067054503318 -5.4065886816896016e-17 -5.401695676586686e-17 -2.821573503734377e-16 7.60141859663611e-17 -1.875027958542147e-17 -0.0 
49.04904904904905 88.66514860671158 107.74464844569901 48.715711246397206 49.21571795037498 49.21571795037498 0.500006703977774 -5.3967433534493325e-17 -5.391751284163074e-17 -2.8198477145869283e-16 7.598914740554336e-17 -1.9122738908654577e-17 -0.0 
50.050050050050054 88.66514860671158 107.74464844569901 49.71671224839996 50.2167189508751 50.2167189508751 0.5000067024751409 -5.3866997963098673e-17 -5.3816088538200535e-17 -2.8180868268207953e-16 7.596360029427085e-17 -1.9494082537445808e-17 -0.0 
51.051051051051054 88.66514860671158 107.74464844569901 50.7177132504228 51.21771995136518 51.21771995136518 0.500006700942391 -5.376458394662997e-17 -5.3712687740581516e-17 -2.816290862659105e-16 7.593754410087135e-17 -1.9864288539788425e-17 -0.0 
52.052052052052055 88.66514860671158 107.74464844569901 51.71871425246573 52.218720951845214 52.218720951845214 0.5000066993794824 -5.3660195411325155e-17 -5.3607314416228466e-17 -2.8144598447803963e-16 7.591097828993446e-17 -2.0233335034463362e-17 -0.0 
53.053053053053056 88.66514860671158 107.74464844569901 52.71971525452881 53.21972195231518 53.21972195231518 0.5000066977863721 -5.355383636600337e-17 -5.3499972615310355e-17 -2.812593796319139e-16 7.588390230818211e-17 -2.060120019212949e-17 -0.0 
54.054054054054056 88.66514860671158 107.74464844569901 53.72071625661204 54.22072295277506 54.22072295277506 0.5000066961630161 -5.344551090233263e-17 -5.339066647098135e-17 -2.8106927408661556e-16 7.58563155929907e-17 -2.0967862236406207e-17 -0.0 
55.05505505505506 88.66514860671158 107.74464844569901 54.72171725871548 55.221723953224846 55.221723953224846 0.5000066945093695 -5.3335223195104545e-17 -5.327940019965886e-17 -2.80875670246922e-16 7.5828217569587e-17 -2.1333299444966986e-17 -0.0 
56.056056056056065 88.66514860671158 107.74464844569901 55.72271826083914 56.222724953664525 56.222724953664525 0.5000066928253863 -5.322297750251517e-17 -5.316617810130747e-17 -2.8067857056335034e-16 7.579960764636432e-17 -2.1697490150637232e-17 -0.0 
57.057057057057065 88.66514860671158 107.74464844569901 56.72371926298305 57.22372595409407 57.22372595409407 0.5000066911110197 -5.3108778166452853e-17 -5.305100455973036e-17 -2.804779775322098e-16 7.577048522245642e-17 -2.206041274249109e-17 -0.0 
58.058058058058066 88.66514860671158 107.74464844569901 57.724720265147255 58.22472695451347 58.22472695451347 0.5000066893662218 -5.299262961279228e-17 -5.293388404286669e-17 -2.802738936956609e-16 7.574084968493848e-17 -2.2422045666958224e-17 -0.0 
59.05905905905907 88.66514860671158 107.74464844569901 58.72572126733177 59.22572795492272 59.22572795492272 0.5000066875909439 -5.287453635169635e-17 -5.281482110309664e-17 -2.80066321641765e-16 7.5710700408859e-17 -2.2782367428933477e-17 -0.0 
60.06006006006007 88.66514860671158 107.74464844569901 59.726722269536644 60.22672895532178 60.22672895532178 0.5000066857851361 -5.275450297792322e-17 -5.269382037755238e-17 -2.7985526400454253e-16 7.568003675255922e-17 -2.3141356592893986e-17 -0.0 
61.06106106106107 88.66514860671158 107.74464844569901 60.7277232717619 61.22772995571065 61.22772995571065 0.5000066839487475 -5.2632534171142544e-17 -5.2570886588437695e-17 -2.7964072346402955e-16 7.564885806336069e-17 -2.3498991784016246e-17 -0.0 
62.06206206206207 88.66514860671158 107.74464844569901 61.72872427400758 62.22873095608931 62.22873095608931 0.5000066820817263 -5.250863469625746e-17 -5.2446024543353334e-17 -2.7942270274633214e-16 7.561716367760104e-17 -2.385525168930061e-17 -0.0 
63.06306306306307 88.66514860671158 107.74464844569901 62.729725276273726 63.22973195645774 63.22973195645774 0.5000066801840197 -5.238280940373322e-17 -5.231923913562952e-17 -2.792012046236912e-16 7.558495291689621e-17 -2.421011505870353e-17 -0.0 
64.06406406406407 88.66514860671158 107.74464844569901 63.730726278560354 64.23073295681593 64.23073295681593 0.5000066782555738 -5.225506322993513e-17 -5.219053534466758e-17 -2.789762319145403e-16 7.555222508723581e-17 -2.4563560706273373e-17 -0.0 
65.06506506506507 88.66514860671158 107.74464844569901 64.73172728086752 65.23173395716385 65.23173395716385 0.5000066762963337 -5.212540119747234e-17 -5.205991823628749e-17 -2.787477874835612e-16 7.55189794865561e-17 -2.4915567511287148e-17 -0.0 
66.06606606606607 88.66514860671158 107.74464844569901 65.73272828319524 66.23273495750149 66.23273495750149 0.5000066743062433 -5.1993828415549005e-17 -5.192739296308225e-17 -2.785158742417557e-16 7.548521539347203e-17 -2.5266114419403063e-17 -0.0 
67.06706706706707 88.66514860671158 107.74464844569901 66.73372928554357 67.23373595782883 67.23373595782883 0.500006672285246 -5.186035008032404e-17 -5.179296476478279e-17 -2.7828049514650293e-16 7.545093207955984e-17 -2.5615180443806332e-17 -0.0 
68.06806806806807 88.66514860671158 107.74464844569901 67.73473028791256 68.23473695814583 68.23473695814583 0.5000066702332835 -5.1724971475278384e-17 -5.1656638968627696e-17 -2.7804165320162425e-16 7.541612879903553e-17 -2.596274466637232e-17 -0.0 
69.06906906906907 88.66514860671158 107.74464844569901 68.73573129030221 69.2357379584525 69.2357379584525 0.5000066681502966 -5.158769797158976e-17 -5.151842098974302e-17 -2.777993514574476e-16 7.538080478879624e-17 -2.6308786238830518e-17 -0.0 
70.07007007007007 88.66514860671158 107.74464844569901 69.73673229271259 70.23673895874882 70.23673895874882 0.5000066660362255 -5.14485350285153e-17 -5.137831633152796e-17 -2.775535930108792e-16 7.534495928352287e-17 -2.6653284383927316e-17 -0.0 
71.07107107107107 88.66514860671158 107.74464844569901 70.73773329514374 71.23773995903474 71.23773995903474 0.5000066638910085 -5.130748819378253e-17 -5.123633058605127e-17 -2.773043810054651e-16 7.53085914874806e-17 -2.699621839661622e-17 -0.0 
72.07207207207207 88.66514860671158 107.74464844569901 71.73873429759568 72.23874095931026 72.23874095931026 0.5000066617145836 -5.1164563103989405e-17 -5.1092469434453865e-17 -2.770517186314647e-16 7.527170060938699e-17 -2.733756764522347e-17 -0.0 
73.07307307307308 88.66514860671158 107.74464844569901 72.73973530006849 73.23974195957537 73.23974195957537 0.5000066595068873 -5.101976548501041e-17 -5.0946738647360743e-17 -2.7679560912591824e-16 7.523428582763372e-17 -2.7677311572654536e-17 -0.0 
74.07407407407408 88.66514860671158 107.74464844569901 73.74073630256217 74.24074295983003 74.24074295983003 0.5000066572678551 -5.0873101152414446e-17 -5.0799144085301477e-17 -2.7653605577271896e-16 7.519634631855911e-17 -2.801542969757616e-17 -0.0 
75.07507507507508 88.66514860671158 107.74464844569901 74.7417373050768 75.24174396007422 75.24174396007422 0.5000066549974213 -5.072457601188775e-17 -5.064969169913892e-17 -2.762730619026843e-16 7.515788123579513e-17 -2.8351901615629323e-17 -0.0 
76.07607607607608 88.66514860671158 107.74464844569901 75.7427383076124 76.24274496030792 76.24274496030792 0.5000066526955189 -5.05741960596684e-17 -5.049838753050746e-17 -2.7600663089362936e-16 7.511888971972193e-17 -2.868670700063449e-17 -0.0 
77.07707707707708 88.66514860671158 107.74464844569901 76.74373931016902 77.2437459605311 77.2437459605311 0.5000066503620804 -5.042196738298831e-17 -5.034523771225993e-17 -2.7573676617044423e-16 7.507937090127433e-17 -2.901982560580678e-17 -0.0 
78.07807807807808 88.66514860671158 107.74464844569901 77.74474031274671 78.24474696074375 78.24474696074375 0.5000066479970365 -5.026789616052496e-17 -5.0190248468923264e-17 -2.7546347120516604e-16 7.503932389540518e-17 -2.935123726498333e-17 -0.0 
79.07907907907908 88.66514860671158 107.74464844569901 78.74574131534554 79.24574796094585 79.24574796094585 0.500006645600317 -5.011198866286143e-17 -5.0033426117163825e-17 -2.7518674951705845e-16 7.499874779549606e-17 -2.968092189385788e-17 -0.0 
80.08008008008008 88.66514860671158 107.74464844569901 79.74674231796551 80.24674896113736 80.24674896113736 0.5000066431718506 -4.995425125295703e-17 -4.987477706626209e-17 -2.7490660467268794e-16 7.495764168750691e-17 -3.0008859491213074e-17 -0.0 
81.0810810810811 88.66514860671158 107.74464844569901 80.74774332060672 81.24774996131828 81.24774996131828 0.5000066407115648 -4.979469038662599e-17 -4.971430781859732e-17 -2.7462304028600473e-16 7.491600463968762e-17 -3.033503014017269e-17 -0.0 
82.0820820820821 88.66514860671158 107.74464844569901 81.74874432326918 82.24875096148855 82.24875096148855 0.5000066382193856 -4.963331261302773e-17 -4.9552024970141564e-17 -2.7433606001842336e-16 7.487383570450804e-17 -3.0659414009456015e-17 -0.0 
83.0830830830831 88.66514860671158 107.74464844569901 82.74974532595294 83.24975196164817 83.24975196164817 0.5000066356952384 -4.9470124575165124e-17 -4.9387935210963385e-17 -2.740456675789012e-16 7.48311339205917e-17 -3.0981991354639656e-17 -0.0 
84.0840840840841 88.66514860671158 107.74464844569901 83.75074632865807 84.25075296179712 84.25075296179712 0.5000066331390469 -4.930513301039388e-17 -4.922204532574222e-17 -2.7375186672402565e-16 7.478789831088798e-17 -3.1302742519430455e-17 -0.0 
85.0850850850851 88.66514860671158 107.74464844569901 84.7517473313846 85.25175396193534 85.25175396193534 0.5000066305507336 -4.9138344750941875e-17 -4.9054362194293147e-17 -2.734546612580952e-16 7.474412787803645e-17 -3.162164793694759e-17 -0.0 
86.0860860860861 88.66514860671158 107.74464844569901 85.75274833413262 86.25275496206284 86.25275496206284 0.50000662793022 -4.896976672443895e-17 -4.888489279210137e-17 -2.7315405503320924e-16 7.469982161568725e-17 -3.193868813100601e-17 -0.0 
87.0870870870871 88.66514860671158 107.74464844569901 86.75374933690215 87.25375596217957 87.25375596217957 0.5000066252774263 -4.8799405954457004e-17 -4.8713644190869065e-17 -2.728500519493456e-16 7.465497849916932e-17 -3.225384371741792e-17 -0.0 
88.0880880880881 88.66514860671158 107.74464844569901 87.75475033969325 88.25475696228553 88.25475696228553 0.5000066225922715 -4.862726956106147e-17 -4.8540623559070276e-17 -2.7254265595446096e-16 7.460959748836469e-17 -3.2567095405299086e-17 -0.0 
89.0890890890891 88.66514860671158 107.74464844569901 88.75575134250599 89.25575796238066 89.25575796238066 0.5000066198746729 -4.845336476137288e-17 -4.836583816251939e-17 -2.7223187104456726e-16 7.456367752120325e-17 -3.2878423998386776e-17 -0.0 
90.0900900900901 88.66514860671158 107.74464844569901 89.7567523453404 90.25675896246494 90.25675896246494 0.5000066171245471 -4.8277698870140897e-17 -4.818929536495115e-17 -2.7191770126383323e-16 7.451721752966859e-17 -3.318781039635839e-17 -0.0 
91.0910910910911 88.66514860671158 107.74464844569901 90.75775334819656 91.25775996253837 91.25775996253837 0.5000066143418088 -4.8100279300328677e-17 -4.801100262860929e-17 -2.716001507046672e-16 7.447021641547503e-17 -3.3495235596177596e-17 -0.0 
92.0920920920921 88.66514860671158 107.74464844569901 91.75875435107451 92.25876096260089 92.25876096260089 0.5000066115263723 -4.79211135637088e-17 -4.7830967514850027e-17 -2.712792235078151e-16 7.442267308107604e-17 -3.3800680693424275e-17 -0.0 
93.0930930930931 88.66514860671158 107.74464844569901 92.75975535397434 93.25976196265249 93.25976196265249 0.5000066086781494 -4.774020927147256e-17 -4.7649197684755875e-17 -2.7095492386245414e-16 7.43745863950359e-17 -3.410412688366693e-17 -0.0 
94.0940940940941 88.66514860671158 107.74464844569901 93.76075635689607 94.26076296269312 94.26076296269312 0.5000066057970515 -4.755757413484915e-17 -4.7465700899762276e-17 -2.706272560062864e-16 7.432595521928644e-17 -3.4405555463814005e-17 -0.0 
95.0950950950951 88.66514860671158 107.74464844569901 94.76175735983978 95.26176396272277 95.26176396272277 0.5000066028829883 -4.7373215965738644e-17 -4.728048502229639e-17 -2.702962242256373e-16 7.42767783970026e-17 -3.4704947833496135e-17 -0.0 
96.0960960960961 88.66514860671158 107.74464844569901 95.76275836280553 96.2627649627414 96.2627649627414 0.5000065999358679 -4.7187142677357637e-17 -4.70935580164284e-17 -2.6996183285555176e-16 7.422705474892846e-17 -3.5002285496454305e-17 -0.0 
97.0970970970971 88.66514860671158 107.74464844569901 96.76375936579338 97.26376596274898 97.26376596274898 0.5000065969555976 -4.69993622848968e-17 -4.6904927948536316e-17 -2.696240862798981e-16 7.417678308375071e-17 -3.529755006193277e-17 -0.0 
98.0980980980981 88.66514860671158 107.74464844569901 97.76476036880338 98.26476696274547 98.26476696274547 0.5000065939420826 -4.6809882906192085e-17 -4.671460298798392e-17 -2.6928298893146405e-16 7.412596218880337e-17 -3.559072324609221e-17 -0.0 
99.0990990990991 88.66514860671158 107.74464844569901 98.76576137183562 99.26576796273085 99.26576796273085 0.5000065908952274 -4.6618712762409284e-17 -4.652259140781122e-17 -2.6893854529206175e-16 7.40745908395022e-17 -3.588178687342555e-17 -0.0 
100.10010010010011 88.66514860671158 107.74464844569901 99.76676237489015 100.26676896270509 100.26676896270509 0.5000065878149343 -4.642586017874191e-17 -4.6328901585440685e-17 -2.6859075989262755e-16 7.402266778163494e-17 -3.617072287819873e-17 -0.0 
101.10110110110111 88.66514860671158 107.74464844569901 100.76776337796704 101.26776996266814 101.26776996266814 0.5000065847011049 -4.623133358512324e-17 -4.6133542003394706e-17 -2.682396373133349e-16 7.397019175390029e-17 -3.645751330588421e-17 -0.0 
102.10210210210211 88.66514860671158 107.74464844569901 101.76876438106635 102.26877096261998 102.26877096261998 0.500006581553639 -4.603514151695269e-17 -4.593652125003032e-17 -2.6788518218369225e-16 7.391716147300835e-17 -3.6742140314624165e-17 -0.0 
103.10310310310311 88.66514860671158 107.74464844569901 102.76976538418815 103.26977196256058 103.26977196256058 0.5000065783724347 -4.5837292615836523e-17 -4.5737848020286854e-17 -2.6752739918265304e-16 7.386357563282743e-17 -3.702458617670016e-17 -0.0 
104.10410410410411 88.66514860671158 107.74464844569901 103.77076638733251 104.2707729624899 104.2707729624899 0.5000065751573889 -4.563779563034311e-17 -4.5537531116448287e-17 -2.671662930387285e-16 7.380943291194897e-17 -3.7304833280011355e-17 -0.0 
105.10510510510511 88.66514860671158 107.74464844569901 104.77176739049952 105.2717739624079 105.2717739624079 0.5000065719083969 -4.5436659416773164e-17 -4.5335579448922684e-17 -2.668018685300931e-16 7.375473197002412e-17 -3.758286412957097e-17 -0.0 
106.10610610610611 88.66514860671158 107.74464844569901 105.7727683936892 106.27277496231456 106.27277496231456 0.5000065686253525 -4.523389293994679e-17 -4.513200203703512e-17 -2.66434130484699e-16 7.36994714441111e-17 -3.785866134901658e-17 -0.0 
107.10710710710711 88.66514860671158 107.74464844569901 106.77376939690168 107.27377596220983 107.27377596220983 0.5000065653081481 -4.5029505274004504e-17 -4.4926808009838306e-17 -2.6606308378039177e-16 7.364364995997236e-17 -3.8132207682126905e-17 -0.0 
108.10810810810811 88.66514860671158 107.74464844569901 107.774770400137 108.27477696209367 108.27477696209367 0.500006561956674 -4.482350560322583e-17 -4.472000660693796e-17 -2.656887333450201e-16 7.358726610880639e-17 -3.840348599436886e-17 -0.0 
109.10910910910911 88.66514860671158 107.74464844569901 108.77577140339524 109.27577796196606 109.27577796196606 0.5000065585708195 -4.4615903222863165e-17 -4.451160717933638e-17 -2.653110841565546e-16 7.35303184762932e-17 -3.867247927443379e-17 -0.0 
110.11011011011011 88.66514860671158 107.74464844569901 109.77677240667647 110.27677896182693 110.27677896182693 0.500006555150472 -4.440670753999404e-17 -4.4301619190292205e-17 -2.6493014124320655e-16 7.347280561840242e-17 -3.893917063581484e-17 -0.0 
111.11111111111111 88.66514860671158 107.74464844569901 110.77777340998077 111.27777996167629 111.27777996167629 0.5000065516955172 -4.4195928074388375e-17 -4.4090052216197794e-17 -2.645459096835472e-16 7.341472607455787e-17 2.2603710400383062e-17 -6.180725371876339e-17 
112.11211211211213 88.66514860671158 107.74464844569901 111.77877441330824 112.27878096151407 112.27878096151407 0.5000065482058395 -4.398357445939628e-17 -4.387691594747417e-17 -2.641583946066237e-16 7.335607836306342e-17 2.2341673028792293e-17 -6.180725371876339e-17 
