P M R
1e-06 0.03212680332522263 4.716478186056718 
6.293955920339377e-06 0.05533666117511781 3.913770221638053 
1.1587911840678753e-05 0.06619184782235278 3.676219397967284 
1.688186776101813e-05 0.07388714934523523 3.53673286470348 
2.2175823681357506e-05 0.07999945361065493 3.438744810043448 
2.7469779601696883e-05 0.08513538060912872 3.364634545205324 
3.276373552203626e-05 0.08959963806588811 3.302760036273874 
3.805769144237564e-05 0.09356923814523613 3.252333645788472 
4.3351647362715014e-05 0.09715706066645828 3.208193184164719 
4.864560328305439e-05 0.10043994886441764 3.170299295574285 
5.393955920339377e-05 0.10347281333782483 3.136271455929644 
5.9233515123733146e-05 0.1062963911443791 3.106904033813343 
6.452747104407252e-05 0.10894182106613334 3.078345603271739 
7.511538288475128e-05 0.1137909025982949 3.0302534594666146 
8.570329472543003e-05 0.11816357668299954 2.988495258920447 
9.629120656610879e-05 0.12215698803147806 2.9522743632027115 
0.00010687911840678754 0.12584025035674315 2.9198886123660173 
0.0001174670302474663 0.12926445879732357 2.8902293124154568 
0.00012805494208814505 0.13246855811927694 2.8643487568065757 
0.00014923076576950256 0.13833199761331957 2.8183862002117137 
0.00017040658945086007 0.14360917532212533 2.7780888363402436 
0.00019158241313221755 0.14842059741273836 2.7443261697768504 
0.00021275823681357505 0.15285178269890548 2.714360492680241 
0.00023393406049493256 0.15696582581152496 2.686307163243516 
0.00025510988417629007 0.16081073607217647 2.6619380342741255 
0.0002974615315390051 0.16783538240375265 2.619835329377922 
0.0003398131789017201 0.17414523262917803 2.580214930821143 
0.00038216482626443507 0.17988809036345685 2.548903560936413 
0.0004245164736271501 0.1851686740745152 2.5183749659196573 
0.0005092197683525801 0.19463311901672783 2.4699560728132 
0.0005939230630780102 0.20296513232871546 2.4283931189190087 
0.0006786263578034402 0.21043222761465188 2.3920206103100545 
0.0007633296525288702 0.2172142482218705 2.3635796571145713 
0.0008480329472543003 0.2234384437726737 2.3342532646279364 
0.0010174395367051603 0.23456539676750082 2.287947980983392 
0.0011868461261560204 0.2443301624579297 2.248337926879465 
0.0013562527156068805 0.25305644184382936 2.2141531789779085 
0.0015256593050577403 0.26096152176586274 2.185213245554896 
0.0016950658945086004 0.2681989398884238 2.1587856476016154 
0.0020338790734103205 0.28109494539435903 2.114221914752058 
0.0023726922523120406 0.29236672681026493 2.0767561584908667 
0.002711505431213761 0.30240306745360973 2.0447040420777376 
0.0030503186101154805 0.31146448421915496 2.016680179444218 
0.0033891317890172006 0.3197347701313081 1.992350100997694 
0.004066758146820641 0.3344088062360949 1.9501109467082804 
0.004744384504624081 0.3471676929571843 1.914837302583995 
0.0054220108624275214 0.358474193424702 1.8833549570328814 
0.006099637220230962 0.36863770641885957 1.8562381997690929 
0.006777263578034402 0.37787606384542727 1.832152656480452 
0.008132516293641283 0.3941766854131704 1.7924853067229047 
