sigma mu omega
167.67676767676772 400 120.91217075037075 
171.71717171717177 400 143.02150903543895 
175.7575757575758 400 167.10718285908263 
179.79797979797985 400 193.26110243916648 
183.8383838383839 400 221.57660386902023 
187.87878787878788 400 252.14843312427902 
191.91919191919192 400 285.07273042528067 
195.95959595959596 400 320.4470149395395 
200.0 400 358.370169809829 

-200.0 425 358.370169809829 
-195.95959595959596 425 320.4470149395395 
-191.91919191919192 425 285.07273042528067 
-187.87878787878788 425 252.14843312427902 
-183.83838383838383 425 221.57660386901983 
-179.7979797979798 425 193.2611024391662 
-175.75757575757575 425 167.10718285908223 
-171.7171717171717 425 143.02150903543875 
-167.67676767676767 425 120.91217075037046 
-163.63636363636363 425 100.6887000267338 
-159.59595959595958 425 82.26208788319532 
-155.55555555555554 425 65.54480149818058 
-151.5151515151515 425 50.45080180314438 
-147.47474747474746 425 36.89556152719304 
-143.43434343434342 425 24.796083716837295 
-139.39393939393938 425 14.070920756579657 
-135.35353535353534 425 4.640193918187084 
-131.3131313131313 425 -3.5744180840477346 
-127.27272727272727 425 -10.659797359872176 
-123.23232323232322 425 -16.71005261346353 
-119.19191919191918 425 -21.8074247421278 
-115.15151515151514 425 -26.028411120581858 
-111.1111111111111 425 -29.445510873124004 
-107.07070707070706 425 -32.127896889639246 
-103.03030303030303 425 -34.14177395545511 
-98.98989898989899 425 -35.550599173750975 
-94.94949494949495 425 -36.41522935162776 
-90.9090909090909 425 -36.79402477979117 
-86.86868686868686 425 -36.74292471453863 
-82.82828282828282 425 -36.31550329718466 
-78.78787878787878 425 -35.56301124400271 
-74.74747474747474 425 -34.534406732108636 
-70.7070707070707 425 -33.27637776641363 
-66.66666666666666 425 -31.833357593626864 
-62.626262626262616 425 -30.24753425360204 
-58.585858585858574 425 -28.5588550289801 
-54.54545454545453 425 -26.805026314919047 
-50.50505050505049 425 -25.021509247334834 
-46.46464646464645 425 -23.241511277974144 
-42.42424242424241 425 -21.495973751570006 
-38.383838383838366 425 -19.813555410851084 
-34.343434343434325 425 -18.22061161587188 
-30.303030303030283 425 -16.74116889864666 
-26.26262626262624 425 -15.39689425868956 
-22.2222222222222 425 -14.207058300569104 
-18.18181818181816 425 -13.18849084887597 
-14.141414141414117 425 -12.355526902261568 
-10.101010101010075 425 -11.719939369393996 
-6.060606060606062 425 -11.290852054330786 
-2.0202020202020208 425 -11.074618614215822 
2.0202020202020208 425 -11.074618614215822 
6.060606060606062 425 -11.290852054330786 
10.101010101010104 425 -11.719939369394 
14.141414141414145 425 -12.355526902261573 
18.181818181818187 425 -13.188490848875976 
22.22222222222223 425 -14.207058300569107 
26.26262626262627 425 -15.396894258689573 
30.30303030303031 425 -16.741168898646666 
34.34343434343435 425 -18.220611615871892 
38.383838383838395 425 -19.813555410851095 
42.424242424242436 425 -21.49597375157002 
46.46464646464648 425 -23.241511277974162 
50.50505050505052 425 -25.02150924733485 
54.54545454545456 425 -26.80502631491906 
58.5858585858586 425 -28.55885502898011 
62.626262626262644 425 -30.247534253602048 
66.66666666666669 425 -31.83335759362688 
70.70707070707073 425 -33.276377766413646 
74.74747474747477 425 -34.53440673210865 
78.78787878787881 425 -35.563011244002716 
82.82828282828285 425 -36.31550329718468 
86.8686868686869 425 -36.74292471453863 
90.90909090909093 425 -36.79402477979118 
94.94949494949498 425 -36.41522935162776 
98.98989898989902 425 -35.550599173750975 
103.03030303030306 425 -34.14177395545511 
107.0707070707071 425 -32.12789688963921 
111.11111111111114 425 -29.445510873123965 
115.15151515151518 425 -26.028411120581797 
119.19191919191923 425 -21.807424742127747 
123.23232323232327 425 -16.710052613463482 
127.27272727272731 425 -10.659797359872139 
131.31313131313135 425 -3.5744180840476014 
135.3535353535354 425 4.640193918187221 
139.39393939393943 425 14.070920756579804 
143.43434343434348 425 24.796083716837465 
147.47474747474752 425 36.89556152719321 
151.51515151515156 425 50.45080180314465 
155.5555555555556 425 65.54480149818083 
159.59595959595964 425 82.26208788319556 
163.63636363636368 425 100.68870002673413 
167.67676767676772 425 120.91217075037075 
171.71717171717177 425 143.02150903543895 
175.7575757575758 425 167.10718285908263 
179.79797979797985 425 193.26110243916648 
183.8383838383839 425 221.57660386902023 
187.87878787878788 425 252.14843312427902 
191.91919191919192 425 285.07273042528067 
195.95959595959596 425 320.4470149395395 
200.0 425 358.370169809829 

-200.0 450 358.370169809829 
-195.95959595959596 450 320.4470149395395 
-191.91919191919192 450 285.07273042528067 
-187.87878787878788 450 252.14843312427902 
-183.83838383838383 450 221.57660386901983 
-179.7979797979798 450 193.2611024391662 
-175.75757575757575 450 167.10718285908223 
-171.7171717171717 450 143.02150903543875 
-167.67676767676767 450 120.91217075037046 
-163.63636363636363 450 100.6887000267338 
-159.59595959595958 450 82.26208788319532 
-155.55555555555554 450 65.54480149818058 
-151.5151515151515 450 50.45080180314438 
-147.47474747474746 450 36.89556152719304 
-143.43434343434342 450 24.796083716837295 
-139.39393939393938 450 14.07091975576244 
-135.35353535353534 450 4.630895345383259 
-131.3131313131313 450 -3.6238787043637686 
-127.27272727272727 450 -10.780523315096081 
-123.23232323232322 450 -16.91983498253167 
-119.19191919191918 450 -22.118401578981636 
-115.15151515151514 450 -26.449373961261298 
-111.1111111111111 450 -29.982870038667976 
-107.07070707070706 450 -32.78622139870787 
-103.03030303030303 450 -34.92413766613307 
-98.98989898989899 450 -36.45882229509934 
-94.94949494949495 450 -37.45005714753131 
-90.9090909090909 450 -37.955265689274654 
-86.86868686868686 450 -38.029560778022955 
-82.82828282828282 450 -37.72578087055693 
-78.78787878787878 450 -37.09451720319652 
-74.74747474747474 450 -36.184133702534204 
-70.7070707070707 450 -35.04078086171973 
-66.66666666666666 450 -33.708404461382955 
-62.626262626262616 450 -32.22874976111074 
-58.585858585858574 450 -30.641361599598316 
-54.54545454545453 450 -28.983580695381235 
-50.50505050505049 450 -27.290536319428035 
-46.46464646464645 450 -25.595135404166736 
-42.42424242424241 450 -23.928048051122 
-38.383838383838366 450 -22.317689291968513 
-34.343434343434325 450 -20.79019683472666 
-30.303030303030283 450 -19.369404373447857 
-26.26262626262624 450 -18.076809833532863 
-22.2222222222222 450 -16.9315376273974 
-18.18181818181816 450 -15.950293535014046 
-14.141414141414117 450 -15.147310054508356 
-10.101010101010075 450 -14.534278652727924 
-6.060606060606062 450 -14.1202623732849 
-2.0202020202020208 450 -13.911574517453431 
2.0202020202020208 450 -13.911574517453431 
6.060606060606062 450 -14.1202623732849 
10.101010101010104 450 -14.534278652727927 
14.141414141414145 450 -15.147310054508356 
18.181818181818187 450 -15.950293535014058 
22.22222222222223 450 -16.931537627397407 
26.26262626262627 450 -18.07680983353287 
30.30303030303031 450 -19.369404373447857 
34.34343434343435 450 -20.79019683472668 
38.383838383838395 450 -22.31768929196853 
42.424242424242436 450 -23.928048051122026 
46.46464646464648 450 -25.59513540416675 
50.50505050505052 450 -27.290536319428046 
54.54545454545456 450 -28.98358069538124 
58.5858585858586 450 -30.641361599598316 
62.626262626262644 450 -32.22874976111075 
66.66666666666669 450 -33.708404461382976 
70.70707070707073 450 -35.04078086171974 
74.74747474747477 450 -36.184133702534226 
78.78787878787881 450 -37.094517203196524 
82.82828282828285 450 -37.72578087055694 
86.8686868686869 450 -38.02956077802296 
90.90909090909093 450 -37.95526568927466 
94.94949494949498 450 -37.45005714753131 
98.98989898989902 450 -36.45882229509934 
103.03030303030306 450 -34.92413766613306 
107.0707070707071 450 -32.786221398707845 
111.11111111111114 450 -29.982870038667944 
115.15151515151518 450 -26.449373961261234 
119.19191919191923 450 -22.11840157898158 
123.23232323232327 450 -16.919834982531615 
127.27272727272731 450 -10.780523315096042 
131.31313131313135 450 -3.623878704363636 
135.3535353535354 450 4.630895345383397 
139.39393939393943 450 14.070919755762587 
143.43434343434348 450 24.796083716837465 
147.47474747474752 450 36.89556152719321 
151.51515151515156 450 50.45080180314465 
155.5555555555556 450 65.54480149818083 
159.59595959595964 450 82.26208788319556 
163.63636363636368 450 100.68870002673413 
167.67676767676772 450 120.91217075037075 
171.71717171717177 450 143.02150903543895 
175.7575757575758 450 167.10718285908263 
179.79797979797985 450 193.26110243916648 
183.8383838383839 450 221.57660386902023 
187.87878787878788 450 252.14843312427902 
191.91919191919192 450 285.07273042528067 
195.95959595959596 450 320.4470149395395 
200.0 450 358.370169809829 

-200.0 475 358.370169809829 
-195.95959595959596 475 320.4470149395395 
-191.91919191919192 475 285.07273042528067 
-187.87878787878788 475 252.14843312427902 
-183.83838383838383 475 221.57660386901983 
-179.7979797979798 475 193.2611024391662 
-175.75757575757575 475 167.10718285908223 
-171.7171717171717 475 143.02150903543875 
-167.67676767676767 475 120.91217075037046 
-163.63636363636363 475 100.6887000267338 
-159.59595959595958 475 82.26208788319532 
-155.55555555555554 475 65.54480149818058 
-151.5151515151515 475 50.45080180314438 
-147.47474747474746 475 36.89556152719304 
-143.43434343434342 475 24.787861463664456 
-139.39393939393938 475 14.022247289816507 
-135.35353535353534 475 4.506588637879908 
-131.3131313131313 475 -3.8441997271281276 
-127.27272727272727 475 -11.110757802940654 
-123.23232323232322 475 -17.370164894209626 
-119.19191919191918 475 -22.69639414101889 
-115.15151515151514 475 -27.160587359140123 
-111.1111111111111 475 -30.831237385734543 
-107.07070707070706 475 -33.7743164159344 
-103.03030303030303 475 -36.05336994177629 
-98.98989898989899 475 -37.729587322016314 
-94.94949494949495 475 -38.86185564859557 
-90.9090909090909 475 -39.506801165830154 
-86.86868686868686 475 -39.718821077994484 
-82.82828282828282 475 -39.5501076981564 
-78.78787878787878 475 -39.05066631730877 
-74.74747474747474 475 -38.26832778485589 
-70.7070707070707 475 -37.248756519388465 
-66.66666666666666 475 -36.03545447078338 
-62.626262626262616 475 -34.66976140511456 
-58.585858585858574 475 -33.19085176581865 
-54.54545454545453 475 -31.635728266461314 
-50.50505050505049 475 -30.039212283746995 
-46.46464646464645 475 -28.43393103709288 
-42.42424242424241 475 -26.850301456534 
-38.383838383838366 475 -25.316510546623412 
-34.343434343434325 475 -23.85849194092909 
-30.303030303030283 475 -22.49989819602157 
-26.26262626262624 475 -21.262068173600106 
-22.2222222222222 475 -20.16398856666492 
-18.18181818181816 475 -19.222248169203937 
-14.141414141414117 475 -18.45098272254581 
-10.101010101010075 475 -17.861806758773564 
-6.060606060606062 475 -17.463725891273786 
-2.0202020202020208 475 -17.26301526217723 
2.0202020202020208 475 -17.26301526217723 
6.060606060606062 475 -17.463725891273786 
10.101010101010104 475 -17.86180675877357 
14.141414141414145 475 -18.450982722545813 
18.181818181818187 475 -19.22224816920395 
22.22222222222223 475 -20.16398856666493 
26.26262626262627 475 -21.26206817360012 
30.30303030303031 475 -22.499898196021576 
34.34343434343435 475 -23.858491940929095 
38.383838383838395 475 -25.31651054662343 
42.424242424242436 475 -26.85030145653402 
46.46464646464648 475 -28.43393103709289 
50.50505050505052 475 -30.03921228374701 
54.54545454545456 475 -31.635728266461328 
58.5858585858586 475 -33.19085176581865 
62.626262626262644 475 -34.669761405114556 
66.66666666666669 475 -36.03545447078339 
70.70707070707073 475 -37.24875651938847 
74.74747474747477 475 -38.268327784855906 
78.78787878787881 475 -39.050666317308774 
82.82828282828285 475 -39.550107698156424 
86.8686868686869 475 -39.7188210779945 
90.90909090909093 475 -39.50680116583016 
94.94949494949498 475 -38.86185564859557 
98.98989898989902 475 -37.729587322016314 
103.03030303030306 475 -36.05336994177629 
107.0707070707071 475 -33.774316415934365 
111.11111111111114 475 -30.831237385734504 
115.15151515151518 475 -27.160587359140056 
119.19191919191923 475 -22.696394141018825 
123.23232323232327 475 -17.370164894209577 
127.27272727272731 475 -11.110757802940617 
131.31313131313135 475 -3.8441997271279904 
135.3535353535354 475 4.5065886378800455 
139.39393939393943 475 14.022247289816653 
143.43434343434348 475 24.787861463664626 
147.47474747474752 475 36.89556152719321 
151.51515151515156 475 50.45080180314465 
155.5555555555556 475 65.54480149818083 
159.59595959595964 475 82.26208788319556 
163.63636363636368 475 100.68870002673413 
167.67676767676772 475 120.91217075037075 
171.71717171717177 475 143.02150903543895 
175.7575757575758 475 167.10718285908263 
179.79797979797985 475 193.26110243916648 
183.8383838383839 475 221.57660386902023 
187.87878787878788 475 252.14843312427902 
191.91919191919192 475 285.07273042528067 
195.95959595959596 475 320.4470149395395 
200.0 475 358.370169809829 

-200.0 500 358.370169809829 
-195.95959595959596 500 320.4470149395395 
-191.91919191919192 500 285.07273042528067 
-187.87878787878788 500 252.14843312427902 
-183.83838383838383 500 221.57660386901983 
-179.7979797979798 500 193.2611024391662 
-175.75757575757575 500 167.10718285908223 
-171.7171717171717 500 143.02150903543875 
-167.67676767676767 500 120.91217075037046 
-163.63636363636363 500 100.6887000267338 
-159.59595959595958 500 82.26208788319532 
-155.55555555555554 500 65.54480149818058 
-151.5151515151515 500 50.44369947474931 
-147.47474747474746 500 36.84812907950041 
-143.43434343434342 500 24.66077103207983 
-139.39393939393938 500 13.792252537769555 
-135.35353535353534 500 4.157911705660688 
-131.3131313131313 500 -4.323215446419831 
-127.27272727272727 500 -11.728905041972622 
-123.23232323232322 500 -18.134050624320096 
-119.19191919191918 500 -23.61086461585037 
-115.15151515151514 500 -28.22901980768948 
-111.1111111111111 500 -32.055752986391305 
-107.07070707070706 500 -35.15594303371887 
-103.03030303030303 500 -37.592170913404274 
-98.98989898989899 500 -39.42476625961644 
-94.94949494949495 500 -40.711843700702325 
-90.9090909090909 500 -41.50933107475227 
-86.86868686868686 500 -41.870991062312484 
-82.82828282828282 500 -41.84843733773313 
-78.78787878787878 500 -41.491146046037855 
-74.74747474747474 500 -40.84646320063311 
-70.7070707070707 500 -39.959608440199595 
-66.66666666666666 500 -38.87367546251378 
-62.626262626262616 500 -37.629629356591295 
-58.585858585858574 500 -36.266300973913516 
-54.54545454545453 500 -34.82037840823247 
-50.50505050505049 500 -33.32639558633214 
-46.46464646464645 500 -31.81671790432979 
-42.42424242424241 500 -30.321524770483556 
-38.383838383838366 500 -28.868788829716287 
-34.343434343434325 500 -27.484251538457116 
-30.303030303030283 500 -26.19139461774788 
-26.26262626262624 500 -25.011406716320618 
-22.2222222222222 500 -23.96314432582785 
-18.18181818181816 500 -23.06308553658188 
-14.141414141414117 500 -22.32527445799941 
-10.101010101010075 500 -21.761252716994584 
-6.060606060606062 500 -21.379971478783563 
-2.0202020202020208 500 -21.187669695579785 
2.0202020202020208 500 -21.187669695579785 
6.060606060606062 500 -21.379971478783563 
10.101010101010104 500 -21.76125271699459 
14.141414141414145 500 -22.32527445799941 
18.181818181818187 500 -23.0630855365819 
22.22222222222223 500 -23.963144325827866 
26.26262626262627 500 -25.011406716320636 
30.30303030303031 500 -26.19139461774788 
34.34343434343435 500 -27.48425153845713 
38.383838383838395 500 -28.868788829716298 
42.424242424242436 500 -30.321524770483578 
46.46464646464648 500 -31.816717904329803 
50.50505050505052 500 -33.32639558633216 
54.54545454545456 500 -34.82037840823248 
58.5858585858586 500 -36.266300973913516 
62.626262626262644 500 -37.629629356591295 
66.66666666666669 500 -38.87367546251379 
70.70707070707073 500 -39.95960844019961 
74.74747474747477 500 -40.846463200633124 
78.78787878787881 500 -41.49114604603785 
82.82828282828285 500 -41.84843733773314 
86.8686868686869 500 -41.870991062312484 
90.90909090909093 500 -41.509331074752275 
94.94949494949498 500 -40.711843700702325 
98.98989898989902 500 -39.42476625961644 
103.03030303030306 500 -37.59217091340427 
107.0707070707071 500 -35.15594303371883 
111.11111111111114 500 -32.05575298639127 
115.15151515151518 500 -28.229019807689415 
119.19191919191923 500 -23.61086461585031 
123.23232323232327 500 -18.134050624320043 
127.27272727272731 500 -11.728905041972583 
131.31313131313135 500 -4.323215446419693 
135.3535353535354 500 4.157911705660829 
139.39393939393943 500 13.7922525377697 
143.43434343434348 500 24.660771032080003 
147.47474747474752 500 36.848129079500566 
151.51515151515156 500 50.44369947474957 
155.5555555555556 500 65.54480149818083 
159.59595959595964 500 82.26208788319556 
163.63636363636368 500 100.68870002673413 
167.67676767676772 500 120.91217075037075 
171.71717171717177 500 143.02150903543895 
175.7575757575758 500 167.10718285908263 
179.79797979797985 500 193.26110243916648 
183.8383838383839 500 221.57660386902023 
187.87878787878788 500 252.14843312427902 
191.91919191919192 500 285.07273042528067 
195.95959595959596 500 320.4470149395395 
200.0 500 358.370169809829 

-200.0 525 358.370169809829 
-195.95959595959596 525 320.4470149395395 
-191.91919191919192 525 285.07273042528067 
-187.87878787878788 525 252.14843312427902 
-183.83838383838383 525 221.57660386901983 
-179.7979797979798 525 193.2611024391662 
-175.75757575757575 525 167.10718285908223 
-171.7171717171717 525 143.02150903543875 
-167.67676767676767 525 120.91217075037046 
-163.63636363636363 525 100.6887000267338 
-159.59595959595958 525 82.25611464083657 
-155.55555555555554 525 65.4989952775436 
-151.5151515151515 525 50.31463678183116 
-147.47474747474746 525 36.609370525421205 
-143.43434343434342 525 24.294536901548234 
-139.39393939393938 525 13.285325754926983 
-135.35353535353534 525 3.5002051455231595 
-131.3131313131313 525 -5.13941681806182 
-127.27272727272727 525 -12.709413791792898 
-123.23232323232322 525 -19.283096519457946 
-119.19191919191918 525 -24.931326529342332 
-115.15151515151514 525 -29.722601969163243 
-111.1111111111111 525 -33.72312380300017 
-107.07070707070706 525 -36.9968475770179 
-103.03030303030303 525 -39.60552420404019 
-98.98989898989899 525 -41.60873213736334 
-94.94949494949495 525 -43.06390261028961 
-90.9090909090909 525 -44.02633915453613 
-86.86868686868686 525 -44.54923229074534 
-82.82828282828282 525 -44.683670056526914 
-78.78787878787878 525 -44.47864487043705 
-74.74747474747474 525 -43.981057104156505 
-70.7070707070707 525 -43.23571563679192 
-66.66666666666666 525 -42.28533558578165 
-62.626262626262616 525 -41.170533341980864 
-58.585858585858574 525 -39.92981897732214 
-54.54545454545453 525 -38.59958603806119 
-50.50505050505049 525 -37.21409868142464 
-46.46464646464645 525 -35.80547605476378 
-42.42424242424241 525 -34.40367374969943 
-38.383838383838366 525 -33.03646208344876 
-34.343434343434325 525 -31.729400857225883 
-30.303030303030283 525 -30.505810104393866 
-26.26262626262624 525 -29.386736147579633 
-22.2222222222222 525 -28.39091199670504 
-18.18181818181816 525 -27.534710667934238 
-14.141414141414117 525 -26.832089240943876 
-10.101010101010075 525 -26.294520062301732 
-6.060606060606062 525 -25.93090253510733 
-2.0202020202020208 525 -25.747441197076032 
2.0202020202020208 525 -25.747441197076032 
6.060606060606062 525 -25.93090253510733 
10.101010101010104 525 -26.294520062301725 
14.141414141414145 525 -26.832089240943883 
18.181818181818187 525 -27.534710667934245 
22.22222222222223 525 -28.39091199670505 
26.26262626262627 525 -29.38673614757963 
30.30303030303031 525 -30.505810104393873 
34.34343434343435 525 -31.729400857225897 
38.383838383838395 525 -33.03646208344877 
42.424242424242436 525 -34.40367374969944 
46.46464646464648 525 -35.80547605476378 
50.50505050505052 525 -37.21409868142464 
54.54545454545456 525 -38.59958603806121 
58.5858585858586 525 -39.92981897732216 
62.626262626262644 525 -41.17053334198086 
66.66666666666669 525 -42.28533558578167 
70.70707070707073 525 -43.23571563679193 
74.74747474747477 525 -43.98105710415651 
78.78787878787881 525 -44.47864487043705 
82.82828282828285 525 -44.68367005652692 
86.8686868686869 525 -44.54923229074535 
90.90909090909093 525 -44.02633915453613 
94.94949494949498 525 -43.0639026102896 
98.98989898989902 525 -41.608732137363326 
103.03030303030306 525 -39.60552420404018 
107.0707070707071 525 -36.99684757701787 
111.11111111111114 525 -33.72312380300013 
115.15151515151518 525 -29.722601969163172 
119.19191919191923 525 -24.931326529342265 
123.23232323232327 525 -19.283096519457892 
127.27272727272731 525 -12.709413791792853 
131.31313131313135 525 -5.139416818061682 
135.3535353535354 525 3.500205145523298 
139.39393939393943 525 13.285325754927134 
143.43434343434348 525 24.294536901548412 
147.47474747474752 525 36.609370525421376 
151.51515151515156 525 50.31463678183144 
155.5555555555556 525 65.49899527754386 
159.59595959595964 525 82.25611464083681 
163.63636363636368 525 100.68870002673413 
167.67676767676772 525 120.91217075037075 
171.71717171717177 525 143.02150903543895 
175.7575757575758 525 167.10718285908263 
179.79797979797985 525 193.26110243916648 
183.8383838383839 525 221.57660386902023 
187.87878787878788 525 252.14843312427902 
191.91919191919192 525 285.07273042528067 
195.95959595959596 525 320.4470149395395 
200.0 525 358.370169809829 

-200.0 550 358.370169809829 
-195.95959595959596 550 320.4470149395395 
-191.91919191919192 550 285.07273042528067 
-187.87878787878788 550 252.14843312427902 
-183.83838383838383 550 221.57660386901983 
-179.7979797979798 550 193.2611024391662 
-175.75757575757575 550 167.10718285908223 
-171.7171717171717 550 143.02150903543875 
-167.67676767676767 550 120.90730209896473 
-163.63636363636363 550 100.64486497232781 
-159.59595959595958 550 82.12589909781936 
-155.55555555555554 550 65.25242180709043 
-151.5151515151515 550 49.93179413312093 
-147.47474747474746 550 36.075393372582205 
-143.43434343434342 550 23.597974317452337 
-139.39393939393938 550 12.417295506582041 
-135.35353535353534 550 2.453875701619124 
-131.3131313131313 550 -6.36917601981 
-127.27272727272727 550 -14.126284462956576 
-123.23232323232322 550 -20.88950213307209 
-119.19191919191918 550 -26.72858177164158 
-115.15151515151514 550 -31.71103334714227 
-111.1111111111111 550 -35.902169287595775 
-107.07070707070706 550 -39.36514055101459 
-103.03030303030303 550 -42.16096536791484 
-98.98989898989899 550 -44.34855198375367 
-94.94949494949495 550 -45.98471638135984 
-90.9090909090909 550 -47.12419571734622 
-86.86868686868686 550 -47.819658027530195 
-82.82828282828282 550 -48.121708622734175 
-78.78787878787878 550 -48.07889349378764 
-74.74747474747474 550 -47.73769996355508 
-70.7070707070707 550 -47.14255475772214 
-66.66666666666666 550 -46.335819610072 
-62.626262626262616 550 -45.35778446839728 
-58.585858585858574 550 -44.246658320997426 
-54.54545454545453 550 -43.038557618189614 
-50.50505050505049 550 -41.7674922156579 
-46.46464646464645 550 -40.465348713656496 
-42.42424242424241 550 -39.16187100411307 
-38.383838383838366 550 -37.88463776107564 
-34.343434343434325 550 -36.65903651061798 
-30.303030303030283 550 -35.50823378150944 
-26.26262626262624 550 -34.45314064646498 
-22.2222222222222 550 -33.512372678167466 
-18.18181818181816 550 -32.70220289367135 
-14.141414141414117 550 -32.03650549936723 
-10.101010101010075 550 -31.526686840064276 
-6.060606060606062 550 -31.181596988989977 
-2.0202020202020208 550 -31.00740767831124 
2.0202020202020208 550 -31.00740767831124 
6.060606060606062 550 -31.181596988989977 
10.101010101010104 550 -31.526686840064247 
14.141414141414145 550 -32.03650549936723 
18.181818181818187 550 -32.702202893671355 
22.22222222222223 550 -33.512372678167466 
26.26262626262627 550 -34.453140646464995 
30.30303030303031 550 -35.50823378150943 
34.34343434343435 550 -36.659036510617995 
38.383838383838395 550 -37.88463776107566 
42.424242424242436 550 -39.161871004113074 
46.46464646464648 550 -40.4653487136565 
50.50505050505052 550 -41.76749221565788 
54.54545454545456 550 -43.03855761818964 
58.5858585858586 550 -44.246658320997426 
62.626262626262644 550 -45.35778446839728 
66.66666666666669 550 -46.335819610071994 
70.70707070707073 550 -47.142554757722145 
74.74747474747477 550 -47.737699963555094 
78.78787878787881 550 -48.07889349378764 
82.82828282828285 550 -48.12170862273419 
86.8686868686869 550 -47.81965802753021 
90.90909090909093 550 -47.12419571734621 
94.94949494949498 550 -45.98471638135984 
98.98989898989902 550 -44.348551983753666 
103.03030303030306 550 -42.16096536791484 
107.0707070707071 550 -39.365140551014555 
111.11111111111114 550 -35.90216928759574 
115.15151515151518 550 -31.711033347142198 
119.19191919191923 550 -26.72858177164152 
123.23232323232327 550 -20.889502133072032 
127.27272727272731 550 -14.12628446295653 
131.31313131313135 550 -6.369176019809861 
135.3535353535354 550 2.4538757016192734 
139.39393939393943 550 12.417295506582192 
143.43434343434348 550 23.59797431745251 
147.47474747474752 550 36.075393372582376 
151.51515151515156 550 49.9317941331212 
155.5555555555556 550 65.25242180709068 
159.59595959595964 550 82.1258990978196 
163.63636363636368 550 100.64486497232814 
167.67676767676772 550 120.90730209896502 
171.71717171717177 550 143.02150903543895 
175.7575757575758 550 167.10718285908263 
179.79797979797985 550 193.26110243916648 
183.8383838383839 550 221.57660386902023 
187.87878787878788 550 252.14843312427902 
191.91919191919192 550 285.07273042528067 
195.95959595959596 550 320.4470149395395 
200.0 550 358.370169809829 

-200.0 575 358.370169809829 
-195.95959595959596 575 320.4470149395395 
-191.91919191919192 575 285.07273042528067 
-187.87878787878788 575 252.14843312427902 
-183.83838383838383 575 221.57660386901983 
-179.7979797979798 575 193.2611024391662 
-175.75757575757575 575 167.10336214942805 
-171.7171717171717 575 142.97994720788017 
-167.67676767676767 575 120.7767545973583 
-163.63636363636363 575 100.39145872901082 
-159.59595959595958 575 81.7274539535406 
-155.55555555555554 575 64.69233407368998 
-151.5151515151515 575 49.197178923914365 
-147.47474747474746 575 35.156142081141745 
-143.43434343434342 575 22.486184151351424 
-139.39393939393938 575 11.10688746023757 
-135.35353535353534 575 0.9403208730965732 
-131.3131313131313 575 -8.089062288634988 
-127.27272727272727 575 -16.05450328519842 
-123.23232323232322 575 -23.027000254397862 
-119.19191919191918 575 -29.075357912707275 
-115.15151515151514 575 -34.26622749672696 
-111.1111111111111 575 -38.664138944643014 
-107.07070707070706 575 -42.3315267645373 
-103.03030303030303 575 -45.32875065834549 
-98.98989898989899 575 -47.71411170408935 
-94.94949494949495 575 -49.54386470659447 
-90.9090909090909 575 -50.87222718432034 
-86.86868686868686 575 -51.75138535168245 
-82.82828282828282 575 -52.23149737200644 
-78.78787878787878 575 -52.36069408892687 
-74.74747474747474 575 -52.18507738860806 
-70.7070707070707 575 -51.74871629792423 
-66.66666666666666 575 -51.09364088184381 
-62.626262626262616 575 -50.25983396437667 
-58.585858585858574 575 -49.28522065946468 
-54.54545454545453 575 -48.20565565905581 
-50.50505050505049 575 -47.05490818300938 
-46.46464646464645 575 -45.86464444664536 
-42.42424242424241 575 -44.66440744296079 
-38.383838383838366 575 -43.48159376250817 
-34.343434343434325 575 -42.34142707669796 
-30.303030303030283 575 -41.26692777720732 
-26.26262626262624 575 -40.278878074121664 
-22.2222222222222 575 -39.39578157101875 
-18.18181818181816 575 -38.633815885643514 
-14.141414141414117 575 -38.00677612427196 
-10.101010101010075 575 -37.52600561000227 
-6.060606060606062 575 -37.20030729912932 
-2.0202020202020208 575 -37.03582158316711 
2.0202020202020208 575 -37.03582158316711 
6.060606060606062 575 -37.20030729912932 
10.101010101010104 575 -37.52600561000225 
14.141414141414145 575 -38.006776124271944 
18.181818181818187 575 -38.6338158856435 
22.22222222222223 575 -39.39578157101875 
26.26262626262627 575 -40.278878074121685 
30.30303030303031 575 -41.26692777720729 
34.34343434343435 575 -42.34142707669799 
38.383838383838395 575 -43.48159376250817 
42.424242424242436 575 -44.6644074429608 
46.46464646464648 575 -45.86464444664536 
50.50505050505052 575 -47.05490818300937 
54.54545454545456 575 -48.20565565905582 
58.5858585858586 575 -49.28522065946469 
62.626262626262644 575 -50.25983396437667 
66.66666666666669 575 -51.093640881843804 
70.70707070707073 575 -51.748716297924226 
74.74747474747477 575 -52.18507738860808 
78.78787878787881 575 -52.36069408892686 
82.82828282828285 575 -52.23149737200645 
86.8686868686869 575 -51.75138535168245 
90.90909090909093 575 -50.87222718432032 
94.94949494949498 575 -49.54386470659447 
98.98989898989902 575 -47.71411170408934 
103.03030303030306 575 -45.328750658345484 
107.0707070707071 575 -42.331526764537266 
111.11111111111114 575 -38.664138944642964 
115.15151515151518 575 -34.26622749672689 
119.19191919191923 575 -29.075357912707208 
123.23232323232327 575 -23.027000254397798 
127.27272727272731 575 -16.054503285198376 
131.31313131313135 575 -8.089062288634842 
135.3535353535354 575 0.9403208730967214 
139.39393939393943 575 11.106887460237724 
143.43434343434348 575 22.486184151351605 
147.47474747474752 575 35.156142081141915 
