sigma mu omega
151.51515151515156 575 49.19717892391464 
155.5555555555556 575 64.69233407369023 
159.59595959595964 575 81.72745395354085 
163.63636363636368 575 100.39145872901116 
167.67676767676772 575 120.77675459735859 
171.71717171717177 575 142.9799472078804 
175.7575757575758 575 167.10336214942848 
179.79797979797985 575 193.26110243916648 
183.8383838383839 575 221.57660386902023 
187.87878787878788 575 252.14843312427902 
191.91919191919192 575 285.07273042528067 
195.95959595959596 575 320.4470149395395 
200.0 575 358.370169809829 

-200.0 600 358.370169809829 
-195.95959595959596 600 320.4470149395395 
-191.91919191919192 600 285.07273042528067 
-187.87878787878788 600 252.14843312427902 
-183.83838383838383 600 221.57374458314877 
-179.7979797979798 600 193.2220709319996 
-175.75757575757575 600 166.9732985014601 
-171.7171717171717 600 142.72071816629477 
-167.67676767676767 600 120.36376465865226 
-163.63636363636363 600 99.80627301409167 
-159.59595959595958 600 80.95568249611512 
-155.55555555555554 600 63.72258251645218 
-151.5151515151515 600 48.02042112540445 
-147.47474747474746 600 33.76530341116612 
-143.43434343434342 600 20.875844814181956 
-139.39393939393938 600 9.27306045922679 
-135.35353535353534 600 -1.119720575179723 
-131.3131313131313 600 -10.37692296491963 
-127.27272727272727 600 -18.570779357599175 
-123.23232323232322 600 -25.77137418780835 
-119.19191919191918 600 -32.046679264266885 
-115.15151515151514 600 -37.462582699917846 
-111.1111111111111 600 -42.08291234534524 
-107.07070707070706 600 -45.969454597937776 
-103.03030303030303 600 -49.18196925203346 
-98.98989898989899 600 -51.77820090263158 
-94.94949494949495 600 -53.81388730023001 
-90.9090909090909 600 -55.342764965726005 
-86.86868686868686 600 -56.41657230446548 
-82.82828282828282 600 -57.08505040209867 
-78.78787878787878 600 -57.39594163805112 
-74.74747474747474 600 -57.394986212284884 
-70.7070707070707 600 -57.12591664536977 
-66.66666666666666 600 -56.63045027887835 
-62.626262626262616 600 -55.94827977111856 
-58.585858585858574 600 -55.117061550639306 
-54.54545454545453 600 -54.172402155077364 
-50.50505050505049 600 -53.147842343735554 
-46.46464646464645 600 -52.07483882619869 
-42.42424242424241 600 -50.982743392743735 
-38.383838383838366 600 -49.8987791601061 
-34.343434343434325 600 -48.848013550450034 
-30.303030303030283 600 -47.8533274895769 
-26.26262626262624 600 -46.93538012141477 
-22.2222222222222 600 -46.11256805232167 
-18.18181818181816 600 -45.40097768994919 
-14.141414141414117 600 -44.814328481537636 
-10.101010101010075 600 -44.36390344924687 
-6.060606060606062 600 -44.05846045457031 
-2.0202020202020208 600 -43.90410988776681 
2.0202020202020208 600 -43.90410988776681 
6.060606060606062 600 -44.05846045457031 
10.101010101010104 600 -44.36390344924684 
14.141414141414145 600 -44.814328481537636 
18.181818181818187 600 -45.4009776899492 
22.22222222222223 600 -46.11256805232171 
26.26262626262627 600 -46.935380121414774 
30.30303030303031 600 -47.85332748957684 
34.34343434343435 600 -48.848013550450055 
38.383838383838395 600 -49.89877916010614 
42.424242424242436 600 -50.98274339274375 
46.46464646464648 600 -52.07483882619867 
50.50505050505052 600 -53.14784234373554 
54.54545454545456 600 -54.17240215507737 
58.5858585858586 600 -55.11706155063932 
62.626262626262644 600 -55.94827977111859 
66.66666666666669 600 -56.63045027887837 
70.70707070707073 600 -57.12591664536978 
74.74747474747477 600 -57.39498621228489 
78.78787878787881 600 -57.395941638051134 
82.82828282828285 600 -57.08505040209866 
86.8686868686869 600 -56.41657230446549 
90.90909090909093 600 -55.342764965726005 
94.94949494949498 600 -53.813887300230014 
98.98989898989902 600 -51.77820090263156 
103.03030303030306 600 -49.18196925203344 
107.0707070707071 600 -45.96945459793773 
111.11111111111114 600 -42.0829123453452 
115.15151515151518 600 -37.462582699917775 
119.19191919191923 600 -32.04667926426681 
123.23232323232327 600 -25.77137418780829 
127.27272727272731 600 -18.570779357599122 
131.31313131313135 600 -10.376922964919489 
135.3535353535354 600 -1.119720575179575 
139.39393939393943 600 9.273060459226949 
143.43434343434348 600 20.875844814182138 
147.47474747474752 600 33.7653034111663 
151.51515151515156 600 48.020421125404724 
155.5555555555556 600 63.72258251645244 
159.59595959595964 600 80.95568249611536 
163.63636363636368 600 99.80627301409201 
167.67676767676772 600 120.36376465865254 
171.71717171717177 600 142.72071816629497 
175.7575757575758 600 166.9732985014605 
179.79797979797985 600 193.22207093199992 
183.8383838383839 600 221.57374458314916 
187.87878787878788 600 252.14843312427902 
191.91919191919192 600 285.07273042528067 
195.95959595959596 600 320.4470149395395 
200.0 600 358.370169809829 

-200.0 625 358.370169809829 
-195.95959595959596 625 320.4470149395395 
-191.91919191919192 625 285.0707193554158 
-187.87878787878788 625 252.11214247243865 
-183.83838383838383 625 221.44496874576433 
-179.7979797979798 625 192.9580516853913 
-175.75757575757575 625 166.54686784163863 
-171.7171717171717 625 142.1115140709762 
-167.67676767676767 625 119.55581978868082 
-163.63636363636363 625 98.78684752872071 
-159.59595959595958 625 79.7145748940506 
-155.55555555555554 625 62.25167570389393 
-151.5151515151515 625 46.31336123373666 
-147.47474747474746 625 31.817260612883047 
-143.43434343434342 625 18.683328183975828 
-139.39393939393938 625 6.833770252158053 
-135.35353535353534 625 -3.8070137186735447 
-131.3131313131313 625 -13.31247882074736 
-127.27272727272727 625 -21.75397368637949 
-123.23232323232322 625 -29.200772442270917 
-119.19191919191918 625 -35.720100889663875 
-115.15151515151514 625 -41.37715785448746 
-111.1111111111111 625 -46.23513242844211 
-107.07070707070706 625 -50.35521765827755 
-103.03030303030303 625 -53.79662111784628 
-98.98989898989899 625 -56.61657270367637 
-94.94949494949495 625 -58.87032992154591 
-90.9090909090909 625 -60.611180873122 
-86.86868686868686 625 -61.89044510407716 
-82.82828282828282 625 -62.757472435231136 
-78.78787878787878 625 -63.25963986394227 
-74.74747474747474 625 -63.442346592426766 
-70.7070707070707 625 -63.34900721145492 
-66.66666666666666 625 -63.02104304067565 
-62.626262626262616 625 -62.497871599415134 
-58.585858585858574 625 -61.81689415287652 
-54.54545454545453 625 -61.01348124674933 
-50.50505050505049 625 -60.120956106447906 
-46.46464646464645 625 -59.17057573307064 
-42.42424242424241 625 -58.19150947323242 
-38.383838383838366 625 -57.21081476906781 
-34.343434343434325 625 -56.25340970010724 
-30.303030303030283 625 -55.34204179786184 
-26.26262626262624 625 -54.497252425765815 
-22.2222222222222 625 -53.737335734304544 
-18.18181818181816 625 -53.0782907529717 
-14.141414141414117 625 -52.533764421345516 
-10.101010101010075 625 -52.1149819547738 
-6.060606060606062 625 -51.830657975018774 
-2.0202020202020208 625 -51.68687410047847 
2.0202020202020208 625 -51.68687410047847 
6.060606060606062 625 -51.830657975018774 
10.101010101010104 625 -52.11498195477379 
14.141414141414145 625 -52.5337644213455 
18.181818181818187 625 -53.078290752971675 
22.22222222222223 625 -53.73733573430454 
26.26262626262627 625 -54.49725242576579 
30.30303030303031 625 -55.34204179786179 
34.34343434343435 625 -56.25340970010725 
38.383838383838395 625 -57.21081476906784 
42.424242424242436 625 -58.191509473232465 
46.46464646464648 625 -59.17057573307064 
50.50505050505052 625 -60.12095610644792 
54.54545454545456 625 -61.01348124674933 
58.5858585858586 625 -61.81689415287649 
62.626262626262644 625 -62.49787159941512 
66.66666666666669 625 -63.02104304067566 
70.70707070707073 625 -63.349007211454904 
74.74747474747477 625 -63.4423465924268 
78.78787878787881 625 -63.25963986394224 
82.82828282828285 625 -62.75747243523114 
86.8686868686869 625 -61.89044510407717 
90.90909090909093 625 -60.611180873122 
94.94949494949498 625 -58.87032992154591 
98.98989898989902 625 -56.616572703676354 
103.03030303030306 625 -53.796621117846264 
107.0707070707071 625 -50.35521765827752 
111.11111111111114 625 -46.23513242844204 
115.15151515151518 625 -41.377157854487386 
119.19191919191923 625 -35.720100889663804 
123.23232323232327 625 -29.200772442270853 
127.27272727272731 625 -21.75397368637943 
131.31313131313135 625 -13.312478820747215 
135.3535353535354 625 -3.807013718673385 
139.39393939393943 625 6.833770252158214 
143.43434343434348 625 18.683328183976005 
147.47474747474752 625 31.81726061288322 
151.51515151515156 625 46.313361233736934 
155.5555555555556 625 62.251675703894186 
159.59595959595964 625 79.71457489405086 
163.63636363636368 625 98.78684752872104 
167.67676767676772 625 119.5558197886811 
171.71717171717177 625 142.11151407097643 
175.7575757575758 625 166.54686784163906 
179.79797979797985 625 192.95805168539164 
183.8383838383839 625 221.44496874576473 
187.87878787878788 625 252.11214247243865 
191.91919191919192 625 285.0707193554158 
195.95959595959596 625 320.4470149395395 
200.0 625 358.370169809829 

-200.0 650 358.36887130815245 
-195.95959595959596 650 320.41362800829097 
-191.91919191919192 650 284.9440162812402 
-187.87878787878788 650 251.84438318280993 
-183.83838383838383 650 221.00624280370835 
-179.7979797979798 650 192.3259704119765 
-175.75757575757575 650 165.70381284858445 
-171.7171717171717 650 141.0433398025663 
-167.67676767676767 650 118.25109733042558 
-163.63636363636363 650 97.23637071586803 
-159.59595959595958 650 77.91101302187161 
-155.55555555555554 650 60.1893161729042 
-151.5151515151515 650 43.98791116351418 
-147.47474747474746 650 29.22568911376087 
-143.43434343434342 650 15.823737789571952 
-139.39393939393938 650 3.705289943315801 
-135.35353535353534 650 -7.204319077894497 
-131.3131313131313 650 -16.977686294226157 
-127.27272727272727 650 -25.685369980289224 
-123.23232323232322 650 -33.39591349574656 
-119.19191919191918 650 -40.17586483732618 
-115.15151515151514 650 -46.089792514547774 
-111.1111111111111 650 -51.20029822041441 
-107.07070707070706 650 -55.568026668598655 
-103.03030303030303 650 -59.25167289132524 
-98.98989898989899 650 -62.3079872310507 
-94.94949494949495 650 -64.79177820980522 
-90.9090909090909 650 -66.75591341953944 
-86.86868686868686 650 -68.25131854268538 
-82.82828282828282 650 -69.32697458260702 
-78.78787878787878 650 -70.0299133572851 
-74.74747474747474 650 -70.40521128527641 
-70.7070707070707 650 -70.49598146969046 
-66.66666666666666 650 -70.34336406265177 
-62.626262626262616 650 -69.98651486846339 
-58.585858585858574 650 -69.46259211732458 
-54.54545454545453 650 -68.80674131161865 
-50.50505050505049 650 -68.05207801171363 
-46.46464646464645 650 -67.22966838550971 
-42.42424242424241 650 -66.36850729221246 
-38.383838383838366 650 -65.49549360095084 
-34.343434343434325 650 -64.63540235110726 
-30.303030303030283 650 -63.810853231075754 
-26.26262626262624 650 -63.04227466459831 
-22.2222222222222 650 -62.34786251154113 
-18.18181818181816 650 -61.743531942257434 
-14.141414141414117 650 -61.2428602857424 
-10.101010101010075 650 -60.85701724535745 
-6.060606060606062 650 -60.594675911093354 
-2.0202020202020208 650 -60.46189026191873 
2.0202020202020208 650 -60.46189026191873 
6.060606060606062 650 -60.594675911093354 
10.101010101010104 650 -60.85701724535742 
14.141414141414145 650 -61.24286028574242 
18.181818181818187 650 -61.743531942257455 
22.22222222222223 650 -62.347862511541166 
26.26262626262627 650 -63.04227466459827 
30.30303030303031 650 -63.81085323107572 
34.34343434343435 650 -64.63540235110727 
38.383838383838395 650 -65.49549360095085 
42.424242424242436 650 -66.36850729221244 
46.46464646464648 650 -67.22966838550971 
50.50505050505052 650 -68.05207801171366 
54.54545454545456 650 -68.80674131161868 
58.5858585858586 650 -69.46259211732456 
62.626262626262644 650 -69.98651486846339 
66.66666666666669 650 -70.3433640626518 
70.70707070707073 650 -70.49598146969049 
74.74747474747477 650 -70.40521128527644 
78.78787878787881 650 -70.0299133572851 
82.82828282828285 650 -69.32697458260702 
86.8686868686869 650 -68.25131854268538 
90.90909090909093 650 -66.75591341953947 
94.94949494949498 650 -64.79177820980522 
98.98989898989902 650 -62.30798723105072 
103.03030303030306 650 -59.25167289132521 
107.0707070707071 650 -55.56802666859865 
111.11111111111114 650 -51.20029822041435 
115.15151515151518 650 -46.089792514547675 
119.19191919191923 650 -40.1758648373261 
123.23232323232327 650 -33.395913495746484 
127.27272727272731 650 -25.685369980289167 
131.31313131313135 650 -16.977686294226004 
135.3535353535354 650 -7.204319077894333 
139.39393939393943 650 3.705289943315965 
143.43434343434348 650 15.823737789572132 
147.47474747474752 650 29.225689113761046 
151.51515151515156 650 43.987911163514454 
155.5555555555556 650 60.189316172904455 
159.59595959595964 650 77.91101302187187 
163.63636363636368 650 97.23637071586838 
167.67676767676772 650 118.25109733042585 
171.71717171717177 650 141.04333980256652 
175.7575757575758 650 165.70381284858487 
179.79797979797985 650 192.32597041197678 
183.8383838383839 650 221.00624280370877 
187.87878787878788 650 251.84438318280993 
191.91919191919192 650 284.9440162812402 
195.95959595959596 650 320.41362800829097 
200.0 650 358.36887130815245 

-200.0 675 358.2449992085799 
-195.95959595959596 675 320.1431914726069 
-191.91919191919192 675 284.4941771061478 
-187.87878787878788 675 251.19062248116316 
-183.83838383838383 675 220.1292158664461 
-179.7979797979798 675 191.21006509992725 
-175.75757575757575 675 164.33632062761035 
-171.7171717171717 675 139.41391896165229 
-167.67676767676767 675 116.35139788542354 
-163.63636363636363 675 95.05975780939846 
-159.59595959595958 675 75.45235456523493 
-155.55555555555554 675 57.44481459774977 
-151.5151515151515 675 40.95496670304792 
-147.47474747474746 675 25.902786363374734 
-143.43434343434342 675 12.21034992035886 
-139.39393939393938 675 -0.19820339542516455 
-135.35353535353534 675 -11.396703037278474 
-131.3131313131313 675 -21.45697341298648 
-127.27272727272727 675 -30.4488556899072 
-123.23232323232322 675 -38.44022578277719 
-119.19191919191918 675 -45.49700903234904 
-115.15151515151514 675 -51.683191976797076 
-111.1111111111111 675 -57.0608315359133 
-107.07070707070706 675 -61.690061863814925 
-103.03030303030303 675 -65.62909907451436 
-98.98989898989899 675 -68.93424400290786 
-94.94949494949495 675 -71.65988312906278 
-90.9090909090909 675 -73.85848776428057 
-86.86868686868686 675 -75.58061157186239 
-82.82828282828282 675 -76.87488647267588 
-78.78787878787878 675 -77.78801696457094 
-74.74747474747474 675 -78.36477286459336 
-70.7070707070707 675 -78.64798046301621 
-66.66666666666666 675 -78.6785120576637 
-62.626262626262616 675 -78.49527381497073 
-58.585858585858574 675 -78.13519187968095 
-54.54545454545453 675 -77.63319662676024 
-50.50505050505049 675 -77.02220491528118 
-46.46464646464645 675 -76.33310016237746 
-42.42424242424241 675 -75.59471000249886 
-38.383838383838366 675 -74.83378122809009 
-34.343434343434325 675 -74.07495161470676 
-30.303030303030283 675 -73.34071810398744 
-26.26262626262624 675 -72.65140063081114 
-22.2222222222222 675 -72.0251005991046 
-18.18181818181816 675 -71.47765256341691 
-14.141414141414117 675 -71.02256691476936 
-10.101010101010075 675 -70.67095996315524 
-6.060606060606062 675 -70.43146484452986 
-2.0202020202020208 675 -70.31010894495502 
2.0202020202020208 675 -70.31010894495502 
6.060606060606062 675 -70.43146484452986 
10.101010101010104 675 -70.67095996315518 
14.141414141414145 675 -71.02256691476934 
18.181818181818187 675 -71.47765256341695 
22.22222222222223 675 -72.02510059910459 
26.26262626262627 675 -72.65140063081111 
30.30303030303031 675 -73.34071810398738 
34.34343434343435 675 -74.07495161470676 
38.383838383838395 675 -74.8337812280901 
42.424242424242436 675 -75.5947100024989 
46.46464646464648 675 -76.33310016237745 
50.50505050505052 675 -77.02220491528115 
54.54545454545456 675 -77.63319662676024 
58.5858585858586 675 -78.13519187968095 
62.626262626262644 675 -78.49527381497074 
66.66666666666669 675 -78.67851205766371 
70.70707070707073 675 -78.64798046301618 
74.74747474747477 675 -78.36477286459338 
78.78787878787881 675 -77.78801696457094 
82.82828282828285 675 -76.87488647267585 
86.8686868686869 675 -75.58061157186242 
90.90909090909093 675 -73.85848776428058 
94.94949494949498 675 -71.65988312906278 
98.98989898989902 675 -68.93424400290783 
103.03030303030306 675 -65.62909907451433 
107.0707070707071 675 -61.69006186381487 
111.11111111111114 675 -57.06083153591325 
115.15151515151518 675 -51.683191976797005 
119.19191919191923 675 -45.49700903234896 
123.23232323232327 675 -38.44022578277713 
127.27272727272731 675 -30.448855689907155 
131.31313131313135 675 -21.456973412986315 
135.3535353535354 675 -11.396703037278312 
139.39393939393943 675 -0.19820339542499402 
143.43434343434348 675 12.210349920359047 
147.47474747474752 675 25.902786363374922 
151.51515151515156 675 40.95496670304821 
155.5555555555556 675 57.444814597750046 
159.59595959595964 675 75.45235456523518 
163.63636363636368 675 95.0597578093988 
167.67676767676772 675 116.35139788542385 
171.71717171717177 675 139.41391896165248 
175.7575757575758 675 164.33632062761077 
179.79797979797985 675 191.21006509992756 
183.8383838383839 675 220.12921586644651 
187.87878787878788 675 251.19062248116316 
191.91919191919192 675 284.4941771061478 
195.95959595959596 675 320.1431914726069 
200.0 675 358.2449992085799 

-200.0 700 357.78526091495524 
-195.95959595959596 700 319.469000884379 
-191.91919191919192 700 283.5843861083693 
-187.87878787878788 700 250.0280907114423 
-183.83838383838383 700 218.69990270796717 
-179.7979797979798 700 189.50244686135792 
-175.75757575757575 700 162.34098583617262 
-171.7171717171717 700 137.1232713865967 
-167.67676767676767 700 113.7594294507477 
-163.63636363636363 700 92.16186929215154 
-159.59595959595958 700 72.24521033421328 
-155.55555555555554 700 53.92622241407359 
-151.5151515151515 700 37.12377647956266 
-147.47474747474746 700 21.75880359542993 
-143.43434343434342 700 7.754260691216609 
-139.39393939393938 700 -4.964898125000135 
-135.35353535353534 700 -16.471745584500596 
-131.3131313131313 700 -26.83740130284305 
-127.27272727272727 700 -36.13104839737226 
-123.23232323232322 700 -44.41994710972388 
-119.19191919191918 700 -51.76944577879089 
-115.15151515151514 700 -58.24298944170254 
-111.1111111111111 700 -63.90212628644903 
-107.07070707070706 700 -68.80651213627928 
-103.03030303030303 700 -73.0139131102882 
-98.98989898989899 700 -76.58020657476034 
-94.94949494949495 700 -79.55938047437205 
-90.9090909090909 700 -82.00353111013551 
-86.86868686868686 700 -83.9628594110729 
-82.82828282828282 700 -85.48566572827532 
-78.78787878787878 700 -86.6183431625504 
-74.74747474747474 700 -87.40536941967385 
-70.7070707070707 700 -87.88929716969798 
-66.66666666666666 700 -88.110742868166 
-62.626262626262616 700 -88.10837397665051 
-58.585858585858574 700 -87.91889449682705 
-54.54545454545453 700 -87.57702870507589 
-50.50505050505049 700 -87.11550294172369 
-46.46464646464645 700 -86.56502526816932 
-42.42424242424241 700 -85.95426275294535 
-38.383838383838366 700 -85.30981607923658 
-34.343434343434325 700 -84.65619107376602 
-30.303030303030283 700 -84.01576662779628 
-26.26262626262624 700 -83.40875829428418 
-22.2222222222222 700 -82.85317656369408 
-18.18181818181816 700 -82.3647783739259 
-14.141414141414117 700 -81.95700965146905 
-10.101010101010075 700 -81.64093527500296 
-6.060606060606062 700 -81.42514988834861 
-2.0202020202020208 700 -81.31565525470748 
2.0202020202020208 700 -81.31565525470748 
6.060606060606062 700 -81.42514988834861 
10.101010101010104 700 -81.64093527500295 
14.141414141414145 700 -81.95700965146906 
18.181818181818187 700 -82.3647783739259 
22.22222222222223 700 -82.85317656369412 
26.26262626262627 700 -83.40875829428417 
30.30303030303031 700 -84.01576662779628 
34.34343434343435 700 -84.65619107376607 
38.383838383838395 700 -85.30981607923657 
42.424242424242436 700 -85.95426275294533 
46.46464646464648 700 -86.56502526816925 
50.50505050505052 700 -87.1155029417237 
54.54545454545456 700 -87.57702870507595 
58.5858585858586 700 -87.91889449682705 
62.626262626262644 700 -88.10837397665048 
66.66666666666669 700 -88.110742868166 
70.70707070707073 700 -87.88929716969798 
74.74747474747477 700 -87.40536941967385 
78.78787878787881 700 -86.6183431625504 
82.82828282828285 700 -85.48566572827531 
86.8686868686869 700 -83.96285941107291 
90.90909090909093 700 -82.00353111013551 
94.94949494949498 700 -79.55938047437203 
98.98989898989902 700 -76.58020657476031 
103.03030303030306 700 -73.01391311028819 
107.0707070707071 700 -68.80651213627927 
111.11111111111114 700 -63.90212628644898 
115.15151515151518 700 -58.24298944170248 
119.19191919191923 700 -51.76944577879082 
123.23232323232327 700 -44.419947109723815 
127.27272727272731 700 -36.1310483973722 
131.31313131313135 700 -26.837401302842903 
135.3535353535354 700 -16.471745584500443 
139.39393939393943 700 -4.964898124999979 
143.43434343434348 700 7.7542606912168 
147.47474747474752 700 21.758803595430123 
151.51515151515156 700 37.12377647956294 
155.5555555555556 700 53.926222414073855 
159.59595959595964 700 72.24521033421355 
163.63636363636368 700 92.16186929215188 
167.67676767676772 700 113.75942945074802 
171.71717171717177 700 137.12327138659694 
175.7575757575758 700 162.34098583617302 
179.79797979797985 700 189.5024468613582 
183.8383838383839 700 218.6999027079676 
187.87878787878788 700 250.0280907114423 
191.91919191919192 700 283.5843861083693 
195.95959595959596 700 319.469000884379 
200.0 700 357.78526091495524 

-200.0 725 356.84397858964513 
-195.95959595959596 725 318.26102874544256 
-191.91919191919192 725 282.09429863855496 
-187.87878787878788 725 248.24313576260283 
-183.83838383838383 725 216.60956526599153 
-179.7979797979798 725 187.09813050152377 
-175.75757575757575 725 159.61577011445178 
-171.7171717171717 725 134.0717209300316 
-167.67676767676767 725 110.37743974910703 
-163.63636363636363 725 88.44653943318369 
-159.59595959595958 725 68.19473607185566 
-155.55555555555554 725 49.53980493874594 
-151.5151515151515 725 32.40154355397371 
-147.47474747474746 725 16.701740593417508 
-143.43434343434342 725 2.3641496840899334 
-139.39393939393938 725 -10.685532658422868 
-135.35353535353534 725 -22.51968553433347 
-131.3131313131313 725 -33.20877906910418 
-127.27272727272727 725 -42.821387098871675 
-123.23232323232322 725 -51.424197430858825 
-119.19191919191918 725 -59.08201992099549 
-115.15151515151514 725 -65.85779256541984 
-111.1111111111111 725 -71.81258576543283 
-107.07070707070706 725 -77.00560489478592 
-103.03030303030303 725 -81.49419127234212 
-98.98989898989899 725 -85.33382162098874 
-94.94949494949495 725 -88.57810607426279 
-90.9090909090909 725 -91.2787847747304 
-86.86868686868686 725 -93.48572309210925 
-82.82828282828282 725 -95.24690547388896 
-78.78787878787878 725 -96.60842792627457 
-74.74747474747474 725 -97.61448910815395 
-70.7070707070707 725 -98.30738000492674 
-66.66666666666666 725 -98.72747213184293 
-62.626262626262616 725 -98.91320419724218 
-58.585858585858574 725 -98.90106713386933 
-54.54545454545453 725 -98.72558738005901 
-50.50505050505049 725 -98.41930826040716 
-46.46464646464645 725 -98.0127692752897 
-42.42424242424241 725 -97.5344830569136 
-38.383838383838366 725 -97.01090968150508 
-34.343434343434325 725 -96.46642793502387 
-30.303030303030283 725 -95.92330300096599 
-26.26262626262624 725 -95.40164985241539 
-22.2222222222222 725 -94.91939134923554 
-18.18181818181816 725 -94.49220959448486 
-14.141414141414117 725 -94.1334883460106 
-10.101010101010075 725 -93.8542428734822 
-6.060606060606062 725 -93.66303068699204 
-2.0202020202020208 725 -93.56582882855103 
2.0202020202020208 725 -93.56582882855103 
6.060606060606062 725 -93.66303068699204 
10.101010101010104 725 -93.85424287348214 
14.141414141414145 725 -94.13348834601061 
18.181818181818187 725 -94.49220959448488 
22.22222222222223 725 -94.91939134923561 
26.26262626262627 725 -95.40164985241533 
30.30303030303031 725 -95.92330300096596 
34.34343434343435 725 -96.46642793502386 
38.383838383838395 725 -97.01090968150508 
42.424242424242436 725 -97.53448305691359 
46.46464646464648 725 -98.0127692752897 
50.50505050505052 725 -98.41930826040713 
54.54545454545456 725 -98.72558738005901 
58.5858585858586 725 -98.90106713386933 
62.626262626262644 725 -98.91320419724218 
66.66666666666669 725 -98.72747213184293 
70.70707070707073 725 -98.30738000492674 
74.74747474747477 725 -97.61448910815398 
78.78787878787881 725 -96.60842792627459 
82.82828282828285 725 -95.24690547388893 
86.8686868686869 725 -93.48572309210925 
90.90909090909093 725 -91.2787847747304 
94.94949494949498 725 -88.57810607426279 
98.98989898989902 725 -85.33382162098873 
103.03030303030306 725 -81.49419127234212 
107.0707070707071 725 -77.00560489478588 
111.11111111111114 725 -71.81258576543277 
115.15151515151518 725 -65.85779256541979 
119.19191919191923 725 -59.08201992099543 
123.23232323232327 725 -51.42419743085873 
127.27272727272731 725 -42.8213870988716 
131.31313131313135 725 -33.208779069104004 
135.3535353535354 725 -22.51968553433329 
139.39393939393943 725 -10.685532658422721 
143.43434343434348 725 2.3641496840901244 
147.47474747474752 725 16.701740593417703 
151.51515151515156 725 32.401543553973994 
155.5555555555556 725 49.53980493874622 
159.59595959595964 725 68.19473607185593 
163.63636363636368 725 88.44653943318404 
167.67676767676772 725 110.37743974910732 
171.71717171717177 725 134.07172093003183 
175.7575757575758 725 159.6157701144522 
179.79797979797985 725 187.09813050152408 
183.8383838383839 725 216.60956526599193 
187.87878787878788 725 248.24313576260283 
191.91919191919192 725 282.09429863855496 
195.95959595959596 725 318.26102874544256 
200.0 725 356.84397858964513 

-200.0 750 355.2942557263601 
-195.95959595959596 750 316.39970572619785 
-191.91919191919192 750 279.9097149408487 
-187.87878787878788 750 245.72565617400062 
-183.83838383838383 750 213.75132092450016 
-179.7979797979798 750 183.8928158008142 
-175.75757575757575 750 156.05847912964038 
-171.7171717171717 750 130.15881277309649 
-167.67676767676767 750 106.1064257028076 
-163.63636363636363 750 83.81598686823736 
-159.59595959595958 750 63.20418555712455 
-155.55555555555554 750 44.189697900464445 
-151.5151515151515 750 26.69315849556641 
-147.47474747474746 750 10.637136352759233 
-143.43434343434342 750 -4.053885457543426 
-139.39393939393938 750 -17.453526952167625 
-135.35353535353534 750 -29.633525573463164 
-131.3131313131313 750 -40.663748038960954 
-127.27272727272727 750 -50.61219996286817 
-123.23232323232322 750 -59.545033462005534 
-119.19191919191918 750 -67.526552920037 
-115.15151515151514 750 -74.61921905201727 
-111.1111111111111 750 -80.88365138474772 
-107.07070707070706 750 -86.37862924595481 
-103.03030303030303 750 -91.16109133592234 
-98.98989898989899 750 -95.28613393816768 
-94.94949494949495 750 -98.80700781042837 
-90.9090909090909 750 -101.77511378310679 
-86.86868686868686 750 -104.23999707894909 
-82.82828282828282 750 -106.24934035469357 
-78.78787878787878 750 -107.84895545229904 
-74.74747474747474 750 -109.08277383373519 
-70.7070707070707 750 -109.99283565870192 
-66.66666666666666 750 -110.61927744849815 
-62.626262626262616 750 -111.00031826088846 
-58.585858585858574 750 -111.17224427934492 
-54.54545454545453 750 -111.16939169429652 
-50.50505050505049 750 -111.02412772239077 
-46.46464646464645 750 -110.76682956998143 
-42.42424242424241 750 -110.42586109579183 
-38.383838383838366 750 -110.0275468599753 
-34.343434343434325 750 -109.59614315488965 
-30.303030303030283 750 -109.15380548434891 
-26.26262626262624 750 -108.72055177196015 
-22.2222222222222 750 -108.31422029809484 
-18.18181818181816 750 -107.95042091843929 
-14.141414141414117 750 -107.64247735911171 
-10.101010101010075 750 -107.40135697780624 
-6.060606060606062 750 -107.23558141643922 
-2.0202020202020208 750 -107.15110383611643 
2.0202020202020208 750 -107.15110383611643 
6.060606060606062 750 -107.23558141643922 
10.101010101010104 750 -107.40135697780617 
14.141414141414145 750 -107.64247735911177 
18.181818181818187 750 -107.95042091843928 
22.22222222222223 750 -108.31422029809487 
26.26262626262627 750 -108.72055177196013 
30.30303030303031 750 -109.15380548434888 
34.34343434343435 750 -109.59614315488963 
38.383838383838395 750 -110.02754685997537 
42.424242424242436 750 -110.4258610957918 
46.46464646464648 750 -110.76682956998145 
50.50505050505052 750 -111.02412772239084 
54.54545454545456 750 -111.16939169429659 
58.5858585858586 750 -111.17224427934494 
62.626262626262644 750 -111.00031826088845 
66.66666666666669 750 -110.61927744849815 
70.70707070707073 750 -109.99283565870188 
74.74747474747477 750 -109.08277383373523 
78.78787878787881 750 -107.84895545229904 
82.82828282828285 750 -106.24934035469359 
86.8686868686869 750 -104.23999707894912 
90.90909090909093 750 -101.7751137831068 
94.94949494949498 750 -98.80700781042836 
98.98989898989902 750 -95.28613393816764 
103.03030303030306 750 -91.16109133592231 
107.0707070707071 750 -86.37862924595477 
111.11111111111114 750 -80.88365138474765 
115.15151515151518 750 -74.61921905201717 
119.19191919191923 750 -67.52655292003689 
123.23232323232327 750 -59.545033462005456 
