P0 x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 p0 p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 p12 p13
nan 0.004674950527015074 0.005901844736007527 0.007479864962690783 0.00956941317794579 0.012516701520842555 0.017097040362903847 0.024812828726205036 0.036613242841864256 0.04485689608316109 0.03580688950777158 0.03364075535215933 0.03364491078602649 0.02836909407200558 0.02407058475796433 0.9998782600178193 0.9998056076498285 0.9996860993493712 0.9994789715241541 0.9990766968368527 0.9981100194759571 0.9949199807476106 0.9797937079757464 0.8854369795158895 0.42101995713023127 0.03133188180581733 0.0028044328068929075 0.0004545956959759477 6.554241549711556e-05 
nan 0.004886486749956932 0.006168896534016918 0.007818320390866837 0.010002418299119808 0.013083068105496063 0.01787066209878185 0.025935581157255035 0.0382699506627631 0.04688661988782901 0.03742711075246713 0.0351883165578298 0.03528690772900979 0.029990797000084227 0.02568204668919165 0.9998669942864004 0.9997876194053696 0.9996570541340117 0.9994307660214088 0.9989912910468517 0.99793528667481 0.9944511714967645 0.9779464404853867 0.8756508129574112 0.39298085733297133 0.027645770089320443 0.0025386911756422885 0.0004057771937548604 5.6985069122565315e-05 
nan 0.005098022972898791 0.006435948332026309 0.00815677581904289 0.010435423420293827 0.013649434690149573 0.018644283834659853 0.027058333588305037 0.039926658483661934 0.048916343692496936 0.03904733199716268 0.03673587776350028 0.03692890467199309 0.031612499928162875 0.02729350862041897 0.9998552302013504 0.999768835552497 0.9996267245967944 0.9993804299146882 0.9989021137382093 0.9977528541035385 0.9939618570629153 0.9760215072122638 0.8655700165220414 0.36635636076343503 0.0245415930783157 0.0023091639260637664 0.0003640655607774369 4.993422028910667e-05 
nan 0.005309559195840649 0.006703000130035699 0.008495231247218944 0.010868428541467844 0.014215801274803083 0.019417905570537856 0.02818108601935504 0.04158336630456077 0.050946067497164856 0.04066755324185823 0.03828343896917075 0.038570901614976394 0.03323420285624152 0.028904970551646293 0.9998429677795572 0.9997492561342715 0.9995951108499873 0.9993279635133342 0.9988091658840869 0.997562725882141 0.9934520683040279 0.9740194269583874 0.8552102574974251 0.3411746413050424 0.021908714009303977 0.002109417789313571 0.00032815673313341305 4.406207469921437e-05 
nan 0.005521095418782508 0.006970051928045089 0.008833686675394997 0.011301433662641861 0.014782167859456592 0.02019152730641586 0.029303838450405042 0.043240074125459604 0.05297579130183278 0.04228777448655378 0.039831000174841216 0.040212898557959696 0.034855905784320164 0.030516432482873616 0.9998302070386268 0.9997288811955717 0.9995622130106082 0.9992733671397673 0.9987124484987434 0.9973649063039408 0.9929218373586307 0.9719407384177357 0.8445874213222346 0.31744267942504556 0.019660354370464418 0.00193440714139034 0.0002970337502867173 3.9124484296460594e-05 
nan 0.0057326316417243665 0.0072371037260544795 0.009172142103571052 0.01173443878381588 0.015348534444110102 0.02096514904229386 0.030426590881455044 0.04489678194635844 0.0550055151065007 0.04390799573124932 0.041378561380511686 0.041854895500943 0.03647760871239881 0.03212789441410094 0.9998169479968779 0.9997077107831057 0.9995280312004267 0.999216641129491 0.998611962637507 0.9971593998354172 0.9923711976424842 0.9697859999234165 0.8337175676542684 0.2951492879167451 0.017727974990585635 0.0017801271593444138 0.00026989353968094647 3.493674181433307e-05 
nan 0.005944167864666225 0.007504155524063871 0.009510597531747106 0.012167443904989897 0.01591490102876361 0.02173877077817186 0.03154934331250504 0.046553489767257275 0.05703523891116863 0.04552821697594487 0.04292612258618216 0.0434968924439263 0.03809931164047746 0.03373935634532826 0.9998031906733462 0.9996857449454026 0.9994925655459606 0.9991577858310802 0.9985077093967636 0.9969462111160561 0.991800183845105 0.9675557891860065 0.8226168867131614 0.2742680843169556 0.016057062104064206 0.0016433643736065745 0.0002460947653084048 3.135713777738556e-05 
nan 0.006155704087608084 0.007771207322073261 0.009849052959923159 0.012600449026163914 0.01648126761341712 0.022512392514049864 0.03267209574355505 0.04821019758815611 0.059064962715836555 0.047148438220640417 0.04447368379185263 0.0451388893869096 0.039721014568556104 0.03535081827655558 0.9997889350877803 0.9996629837328127 0.9994558161784777 0.9990968016061821 0.9983996899139339 0.9967253449581681 0.9912088319261679 0.9652507030233084 0.8113016560707047 0.25476032661704207 0.014603954777114831 0.001521514542457754 0.00022512004053415048 2.827556689940006e-05 
nan 0.006367240310549942 0.008038259120082651 0.010187508388099212 0.013033454147337933 0.01704763419807063 0.023286014249927867 0.03379484817460505 0.049866905409054946 0.061094686520504475 0.04876865946533596 0.0460212449975231 0.046780886329892905 0.04134271749663475 0.0369622802077829 0.9997741812606464 0.9996394271975089 0.9994177832339954 0.9990336888295126 0.9982879053674535 0.9964968063467262 0.9905971791117737 0.9628713570816332 0.7997881980561045 0.23657754978500486 0.013333444705417733 0.0014124478286341715 0.00020654812445774988 2.560549133657796e-05 
nan 0.006578776533491801 0.008305310918092041 0.010525963816275265 0.01346645926851195 0.01761400078272414 0.02405963598580587 0.034917600605655054 0.05152361322995378 0.0631244103251724 0.05038888071003151 0.04756880620319357 0.048422883272876215 0.04296442042471339 0.03857374213901023 0.9997589292131255 0.9996150753934875 0.9993784668532755 0.9989684478888521 0.998172356976754 0.996260600439173 0.9899652638905858 0.9604183855488285 0.7880928379373726 0.21966396034250926 0.012216950327149626 0.001314407715352894 0.00019003317735163985 2.3278179688376493e-05 
nan 0.0067903127564336585 0.008572362716101432 0.010864419244451319 0.013899464389685968 0.018180367367377645 0.02483325772168387 0.03604035303670505 0.05318032105085261 0.06515413412984032 0.052009101954727056 0.04911636740886404 0.05006488021585952 0.04458612335279204 0.04018520407023755 0.9997431789671118 0.999589928376567 0.9993378671818308 0.9989010791850393 0.9980530460022378 0.9960167325652443 0.9893131260098407 0.9578924408592494 0.7762318630330689 0.20395856392167855 0.011231119609478112 0.0012259343240382963 0.00017528908582225368 2.1238516376013552e-05 
nan 0.007001848979375518 0.008839414514110822 0.011202874672627372 0.014332469510859985 0.018746733952031157 0.025606879457561873 0.03716310546775505 0.054837028871751445 0.06718385793450823 0.0536293231994226 0.05066392861453451 0.05170687715884282 0.04620782628087069 0.041796666001464866 0.9997269305452171 0.9995639862043864 0.9992959843699156 0.9988315831319695 0.9979299737452606 0.995765208226765 0.9886408064712234 0.9552941933908645 0.7642214829006921 0.18939701582446777 0.01035675429691872 0.0011458056082211537 0.0001620774810923357 1.9441912251178005e-05 
nan 0.0072133852023173765 0.009106466312120212 0.011541330100803425 0.014765474632034002 0.019313100536684665 0.026380501193439872 0.03828585789880505 0.05649373669265029 0.06921358173917616 0.05524954444411815 0.05221148982020498 0.05334887410182612 0.04782952920894933 0.04340812793269219 0.9997101839707666 0.9995372489364076 0.9992528185725313 0.9987599601565939 0.9978031415481028 0.9955060330974536 0.9879483475266267 0.9526243311546512 0.7520777907397042 0.17591319686404086 0.009577976489806175 0.0010729917998614541 0.00015019848280818627 1.785199889702128e-05 
nan 0.007424921425259235 0.009373518110129602 0.01187978552897948 0.015198479753208021 0.019879467121338174 0.027154122929317875 0.03940861032985506 0.05815044451354912 0.07124330554384409 0.056869765688813696 0.05375905102587545 0.054990871044809424 0.04945123213702798 0.04501958986391951 0.9996929392678003 0.9995097166339135 0.9992083699494253 0.9986862106989051 0.9976725507939534 0.9952392130227194 0.9872357926737675 0.9498835594765236 0.7398167261380335 0.16344052617711363 0.008881578926465144 0.0010066197895307316 0.00013948347844249746 1.643888823449913e-05 
nan 0.007636457648201094 0.009640569908138993 0.012218240957155534 0.01563148487438204 0.020445833705991685 0.02792774466519588 0.040531362760905056 0.05980715233444796 0.07327302934851201 0.05848998693350924 0.055306612231545926 0.056632867987792726 0.05107293506510662 0.04663105179514684 0.9996751964610735 0.9994813893600072 0.9991626386650829 0.9986103352119429 0.9975382029068789 0.9949647540194424 0.9865031866516754 0.9470726006719637 0.7274540392809725 0.15191302942867807 0.008256515337882114 0.0009459450299985685 0.00012978943981939092 1.517784501586076e-05 
nan 0.007847993871142952 0.009907621706148383 0.012556696385331587 0.016064489995556056 0.021012200290645194 0.02870136640107388 0.04165411519195506 0.06146386015534679 0.07530275315317993 0.06011020817820479 0.056854173437216396 0.05827486493077603 0.05269463799318527 0.048242513726374156 0.9996569555760546 0.9994522671796142 0.9991156248887351 0.9985323341617841 0.9974000993517951 0.9946826622757612 0.9857505754360745 0.9441921937136822 0.715005256732101 0.14126618518506792 0.007693498239886193 0.0008903291927349865 0.00012099441220609105 1.4048264377787125e-05 
nan 0.00805953009408481 0.010174673504157775 0.01289515181350764 0.016497495116730074 0.021578566875298702 0.029474988136951884 0.04277686762300506 0.06312056797624563 0.07733247695784785 0.061730429422900336 0.058401734642886866 0.05991686187375933 0.05431634092126392 0.04985397565760148 0.9996382166389306 0.9994223501594806 0.9990673287943528 0.9984522080275452 0.9972582416344529 0.9943929441508448 0.9849780062346174 0.9412430938922782 0.7024856488842732 0.13143757457654076 0.007184679621869038 0.0008392222632587298 0.00011299390633571363 1.3032877209939166e-05 
nan 0.00827106631702667 0.010441725302167165 0.013233607241683694 0.016930500237904093 0.022144933459952214 0.030248609872829887 0.043899620054055066 0.06477727579714446 0.07936220076251578 0.06335065066759589 0.059949295848557335 0.06155885881674263 0.05593804384934256 0.0514654375888288 0.9996189796765992 0.9993916383681707 0.9990177505606447 0.9983699573013626 0.9971126313014071 0.9940956061746671 0.9841855274820028 0.9382260724704221 0.6899101991687744 0.1223673600996777 0.006723395975001459 0.000792148090435993 0.00010569799183658143 1.2117127355777546e-05 
nan 0.008482602539968527 0.010708777100176555 0.013572062669859749 0.01736350535907811 0.022711300044605722 0.031022231608707887 0.045022372485105065 0.0664339836180433 0.08139192456718371 0.06497087191229144 0.06149685705422781 0.06320085575972594 0.057559746777421206 0.05307689952005612 0.9995992447166744 0.9993601318760729 0.9989668903710608 0.9982855824884049 0.9969632699399792 0.9937906550477552 0.9833731888349712 0.9351419163305443 0.6772935750989596 0.11399861890543989 0.0063039635483844 0.0007486926447464765 9.902893997769717e-05 1.128867962946953e-05 
nan 0.008694138762910386 0.010975828898185946 0.013910518098035802 0.017796510480252128 0.02327766662925923 0.03179585334458589 0.046145124916155064 0.06809069143894214 0.08342164837185162 0.06659109315698698 0.06304441825989827 0.06484285270270924 0.05918144970549986 0.054688361451283446 0.9995790117874845 0.9993278307553911 0.9989147484137895 0.9981990841068562 0.9968101591782441 0.9934780976409655 0.9825410411671653 0.9319914276163438 0.6646501012143626 0.10627755453281076 0.0059215130410975175 0.0007084944171201837 9.291929990270905e-05 1.0537028292715487e-05 
nan 0.008905674985852244 0.011242880696195336 0.014248973526211855 0.018229515601426147 0.023844033213912742 0.03256947508046389 0.04726787734720507 0.06974739925984097 0.08545137217651955 0.06821131440168253 0.06459197946556876 0.06648484964569254 0.0608031526335785 0.056299823382510765 0.9995582809180713 0.9992947350801531 0.9988613248817535 0.9981104626879159 0.9966533006849898 0.9931579409952171 0.9816891365638876 0.9287754233683954 0.6519937339788762 0.0991536090821088 0.005571855430087923 0.0006712365211357918 8.731031939072793e-05 9.853183310948722e-06 
nan 0.009117211208794104 0.011509932494204726 0.014587428954387908 0.018662520722600162 0.02441039979856625 0.03334309681634189 0.04839062977825507 0.07140410708073981 0.08748109598118747 0.06983153564637808 0.06613954067123923 0.06812684658867585 0.062424855561657146 0.05791128531373809 0.9995370521381917 0.9992608449262049 0.9988066199726127 0.9980197187757923 0.9964926961696954 0.9928301923212494 0.9808175283167043 0.92549473515403 0.6393380386760512 0.09257949552525885 0.005251372514679484 0.0006366401596930657 8.215064127275811e-05 9.229417291960632e-06 
nan 0.009328747431735963 0.011776984292214117 0.014925884382563964 0.01909552584377418 0.02497676638321976 0.0341167185522199 0.049513382209305075 0.07306081490163864 0.0895108197858554 0.07145175689107362 0.0676871018769097 0.06976884353165914 0.0640465584897358 0.05952274724496541 0.999515325478318 0.9992261603712105 0.9987506338887572 0.9979268529276947 0.9963283473824982 0.9924948589993499 0.9799262709179651 0.9221502086916887 0.6266961683328971 0.08651116741948203 0.004956927185786625 0.0006044591915690841 7.739522178693017e-05 8.659060110869346e-06 
nan 0.00954028365467782 0.012044036090223507 0.015264339810740017 0.0195285309649482 0.02554313296787327 0.0348903402880979 0.050636134640355074 0.07471752272253748 0.09154054359052331 0.07307197813576917 0.06923466308258017 0.07141084047464245 0.06566826141781444 0.06113420917619273 0.9994931009696373 0.999190681494652 0.9986933668373161 0.9978318657138326 0.9961602561141598 0.9921519485790934 0.9790154200551636 0.9187427034700809 0.614080844692808 0.08090774087006851 0.0046857895169679815 0.0005744755898544036 7.300442868151747e-05 8.136331264534598e-06 
nan 0.00975181987761968 0.012311087888232899 0.01560279523891607 0.019961536086122215 0.02610949955252678 0.035663962023975905 0.05175888707140508 0.07637423054343631 0.09357026739519124 0.07469219938046472 0.07078222428825064 0.07305283741762575 0.06728996434589309 0.06274567110742005 0.999470378644046 0.999154408377829 0.9986348190301476 0.9977347577174069 0.9959884241960414 0.9918014687790608 0.9780850326052014 0.9152730923623098 0.6015043412468317 0.07573138128044381 0.004435575609825916 0.000546495627684892 6.894328570811023e-05 7.656202270066365e-06 
nan 0.009963356100561538 0.012578139686242289 0.015941250667092125 0.020394541207296234 0.026675866137180287 0.036437583759853905 0.05288163950245508 0.07803093836433515 0.09559999119985917 0.07631242062516026 0.0723297854939211 0.07469483436060906 0.06891166727397173 0.06435713303864737 0.9994471585341609 0.9991173411038654 0.998574990683837 0.9976355295346055 0.9958128535000635 0.9914434274865678 0.9771351666285321 0.9117422612353335 0.5889784683221457 0.07094716529872633 0.004204196770458771 0.0005203466602310264 6.518083696660137e-05 7.214283133633217e-06 
nan 0.010174892323503397 0.01284519148425168 0.016279706095268177 0.020827546328470253 0.0272422327218338 0.03721120549573191 0.05400439193350508 0.07968764618523398 0.09762971500452709 0.07793264186985581 0.07387734669959158 0.07633683130359237 0.07053337020205037 0.0659685949698747 0.9994234406733078 0.9990794797576957 0.9985138820197036 0.9975341817745952 0.9956335459386783 0.991077832757373 0.9761658813631632 0.9081511085547612 0.5765145602166281 0.06652292645792338 0.003989817093049658 0.0004958743980065944 6.168960986431115e-05 6.806728215138382e-06 
nan 0.010386428546445255 0.01311224328226107 0.016618161523444232 0.02126055144964427 0.027808599306487308 0.03798482723160991 0.055127144364555083 0.08134435400613282 0.099659438809195 0.07955286311455136 0.07542490790526205 0.07797882824657566 0.07215507313012902 0.06758005690110203 0.999399225095532 0.9990408244260754 0.9984514932637896 0.9974307150595141 0.9954505034648375 0.9907046928153881 0.9751772372185853 0.9045005449855431 0.5641234643577938 0.062429091326042484 0.0037908179157237257 0.0004729405869856933 5.844515959871271e-05 6.43015780794868e-06 
nan 0.010597964769387114 0.01337929508027046 0.016956616951620283 0.021693556570818288 0.028374965891140816 0.03875844896748791 0.05624989679560508 0.08300106182703165 0.10168916261386293 0.0811730843592469 0.07697246911093251 0.07962082518955897 0.07377677605820766 0.06919151883232934 0.9993745118355838 0.9990013751975781 0.9983878246468652 0.9973251300244754 0.9952637280719518 0.9903240160523797 0.9741692957695293 0.9007914929885656 0.5518155324556809 0.05863851153332064 0.003605767918424369 0.00045142102710779076 5.542568133770152e-05 6.0815925178551765e-06 
nan 0.010809500992328972 0.01364634687827985 0.01729507237979634 0.022126561691992307 0.028941332475794328 0.03953207070336592 0.05737264922665509 0.0846577696479305 0.10371888641853086 0.08279330560394245 0.078520030316603 0.08126282213254227 0.07539847898628631 0.07080298076355666 0.9993493009289344 0.9989611321625907 0.9983228764044274 0.9972174273175465 0.9950732217938598 0.9899358110276555 0.9731421197496484 0.8970248864135206 0.5396006136099519 0.055126295815599906 0.0034333978722417458 0.0004312038734956819 5.261167885606113e-05 5.7583981182325935e-06 
