# nB (fm^(-3)), p/nB (MeV), s/nB, μB/mn-1, μq/mn, μl/mn, f/(nB*mn)-1, e/(nB*mn)-1, Nadd=0
7.92405959867008040E-015       2.38069662083243326E-005   0.0000000000000000      -8.91212343053893186E-003   0.0000000       0.0000000     -8.91214876881551987E-003 -8.91214876881551987E-003           0
2.50580766467171996E-014       4.80034887831516359E-005   0.0000000000000000      -8.91205540001738239E-003   0.0000000       0.0000000     -8.91210649118412412E-003 -8.91210649118412412E-003           0
7.92405959867007945E-014       9.67924646588703990E-005   0.0000000000000000      -8.91191822578674131E-003   0.0000000       0.0000000     -8.91202124413115193E-003 -8.91202124413115193E-003           0
2.50580766467172015E-013       1.95168756526441521E-004   0.0000000000000000      -8.91164163271518373E-003   0.0000000       0.0000000     -8.91184935510591636E-003 -8.91184935510591636E-003           0
7.92405959867008021E-013       3.93531083833049522E-004   0.0000000000000000      -8.91108392065487198E-003   0.0000000       0.0000000     -8.91150276442376210E-003 -8.91150276442376210E-003           0
2.50580766467171995E-012       7.93501566024649844E-004   0.0000000000000000      -8.90995937061767052E-003   0.0000000       0.0000000     -8.91080391174825515E-003 -8.91080391174825515E-003           0
7.92405959867008041E-012       1.59998729744735796E-003   0.0000000000000000      -8.90769186939177615E-003   0.0000000       0.0000000     -8.90939477098506849E-003 -8.90939477098506849E-003           0
2.50580766467171995E-011       3.22615538721364838E-003   0.0000000000000000      -8.90311976353308498E-003   0.0000000       0.0000000     -8.90655343151147694E-003 -8.90655343151147694E-003           0
7.92405959867007944E-011       6.50510075864535204E-003   0.0000000000000000      -8.89390073787610369E-003   0.0000000       0.0000000     -8.90082425937155364E-003 -8.90082425937155364E-003           0
2.50580766467171982E-010       1.31166452948429397E-002   0.0000000000000000      -8.87531183449818961E-003   0.0000000       0.0000000     -8.88927216793755637E-003 -8.88927216793755637E-003           0
6.29410234040288007E-010       2.29863113202122549E-002   0.0000000000000000      -8.84756245352458226E-003   0.0000000       0.0000000     -8.87202728910985172E-003 -8.87202728910985172E-003           0
1.58104849886544008E-009       3.85098417925836198E-002   0.0000000000000000      -8.80154943456157302E-003   0.0000000       0.0000000     -8.84253630430120729E-003 -8.84253630430120729E-003           0
3.97146890586824033E-009       6.14647758533764729E-002   0.0000000000000000      -8.72898944358402318E-003   0.0000000       0.0000000     -8.79440775340345482E-003 -8.79440775340345482E-003           0
4.99938025672212981E-009       6.56563375075361888E-002   0.0000000000000000      -8.70896263453901920E-003   0.0000000       0.0000000     -8.77884211541291037E-003 -8.77884211541291037E-003           0
9.97366035816307052E-009       8.98022006137738776E-002   0.0000000000000000      -8.62659069561633185E-003   0.0000000       0.0000000     -8.72216914848844560E-003 -8.72216914848844560E-003           0
1.99038194110667992E-008       0.12019656306472899        0.0000000000000000      -8.51756614937937417E-003   0.0000000       0.0000000     -8.64549398922920265E-003 -8.64549398922920265E-003           0
3.97209640718648996E-008       0.15807669702121097        0.0000000000000000      -8.37556193934529958E-003   0.0000000       0.0000000     -8.54380643706542653E-003 -8.54380643706542653E-003           0
7.92418564452663039E-008       0.20510487895919197        0.0000000000000000      -8.19278027786563001E-003   0.0000000       0.0000000     -8.41107790168194036E-003 -8.41107790168194036E-003           0
1.58101406297455006E-007       0.26355438594874586        0.0000000000000000      -7.95919803447542318E-003   0.0000000       0.0000000     -8.23970475128743551E-003 -8.23970475128743551E-003           0
1.99033206564924004E-007       0.27401614579199113        0.0000000000000000      -7.88220739749123656E-003   0.0000000       0.0000000     -8.17384879489368998E-003 -8.17384879489368998E-003           0
3.15499695463202023E-007       0.32226399961755714        0.0000000000000000      -7.68499221391683029E-003   0.0000000       0.0000000     -8.02798486097144881E-003 -8.02798486097144881E-003           0
4.99934080568850950E-007       0.37816051657477950        0.0000000000000000      -7.45428670149184125E-003   0.0000000       0.0000000     -7.85677123822414725E-003 -7.85677123822414725E-003           0
6.29458589212405995E-007       0.40941841412210511        0.0000000000000000      -7.32451077251650151E-003   0.0000000       0.0000000     -7.76026377558036717E-003 -7.76026377558036717E-003           0
7.29727457487441994E-007       0.43073948706255122        0.0000000000000000      -7.23574626590162140E-003   0.0000000       0.0000000     -7.69419175479868489E-003 -7.69419175479868489E-003           0
9.65971146546112940E-007       0.44325088798400358        0.0000000000000000      -7.09199474642663308E-003   0.0000000       0.0000000     -7.56375639389383903E-003 -7.56375639389383903E-003           0
1.53107000415744995E-006       0.51853934656551603        0.0000000000000000      -6.77660433314963839E-003   0.0000000       0.0000000     -7.32849713933214630E-003 -7.32849713933214630E-003           0
2.50562661931722981E-006       0.58687902038956585        0.0000000000000000      -6.41447778521675449E-003   0.0000000       0.0000000     -7.03910600600210490E-003 -7.03910600600210490E-003           0
3.97141379770463969E-006       0.68553585429185915        0.0000000000000000      -5.99822656087400929E-003   0.0000000       0.0000000     -6.72785741506032320E-003 -6.72785741506032320E-003           0
4.82727428613838023E-006       0.73207831332274131        0.0000000000000000      -5.80151494829772574E-003   0.0000000       0.0000000     -6.58068196303085440E-003 -6.58068196303085440E-003           0
6.07736284802167001E-006       0.79100276311256301        0.0000000000000000      -5.55223878667276960E-003   0.0000000       0.0000000     -6.39412038644660008E-003 -6.39412038644660008E-003           0
7.92625465087821928E-006       0.82524502433483282        0.0000000000000000      -5.28737616089036688E-003   0.0000000       0.0000000     -6.16570255074855300E-003 -6.16570255074855300E-003           0
9.97703609874371083E-006       0.89146228377873249        0.0000000000000000      -5.00678778139351799E-003   0.0000000       0.0000000     -5.95559065365214302E-003 -5.95559065365214302E-003           0
