r x m P epsilon nu nd ns ne muQ
0.0 0.0 0.0 0.25240685881132263 1.2249516062978512 6.423291205294461 8.842292672781609 3.995073203790386 0.0 456.51215555764566 
9.999999999999999e-05 8.782374614844726e-06 4.593747016635032e-15 0.2524068587302398 1.224951605957659 6.423291203815876 8.842292671573638 3.9950732020347157 0.0 456.5121555301069 
0.0011 9.660612076329202e-05 6.114277156721298e-12 0.2524068490003033 1.2249515651345848 6.423291026385539 8.842292526616994 3.995072991354225 0.0 456.5121522254592 
0.0111 0.0009748435822477648 6.282537912585084e-09 0.2524058597924115 1.2249474147984463 6.4232729876769294 8.842277789392861 3.9950515722212683 0.0 456.5118162537328 
0.0211 0.0018530810437322376 4.3153022355530734e-08 0.2524032489539005 1.2249364607234605 6.42322537770989 8.842238893107636 3.99499504022465 0.0 456.5109295160415 
0.031100000000000003 0.0027313185052167104 1.381787444135283e-07 0.25239901654356584 1.2249187031563107 6.423148197556587 8.842175838637251 3.99490339663746 0.0 456.50949203235473 
0.041100000000000005 0.0036095559667011835 3.1891894284868977e-07 0.25239316265668177 1.2248941424967303 6.423041448954395 8.842088627401106 3.994776643522651 0.0 456.50750383503106 
0.051100000000000007 0.0044877934281856565 6.129300000043236e-07 0.2523856874250176 1.2248627792975737 6.422905134306193 8.841977261362297 3.994614783733401 0.0 456.50496496882425 
0.06110000000000001 0.005366030889670129 1.0477645235969428e-06 0.2523765910168336 1.2248246142647956 6.422739256680291 8.841841743027569 3.9944178209130166 0.0 456.50187549088173 
0.07110000000000001 0.006244268351154602 1.6509704287212048e-06 0.2523658736368734 1.2247796482574222 6.422543819810298 8.84168207544719 3.9941857594947754 0.0 456.498235470742 
0.0811 0.007122505812639074 2.4500900201190114e-06 0.25235353552635587 1.2247278822875145 6.422318828094959 8.841498262214845 3.993918604701742 0.0 456.494044990332 
0.0911 0.008000743274123546 3.4726590747643225e-06 0.2523395769629641 1.2246693175201249 6.422064286597967 8.841290307467457 3.9936163625465397 0.0 456.4893041439631 
