P M R nu
1e-07 3.949526540879876e-05 0.3276318589680289 0 
7.10345458984375e-07 0.0007436123150463815 0.8714161938003968 0 
1.32069091796875e-06 0.0018747742702312112 1.1857657900892504 0 
1.931036376953125e-06 0.0032964445707665347 1.430882042938192 0 
2.5413818359375e-06 0.004949777573973424 1.638161144974478 0 
3.7620727539062504e-06 0.008818327490664855 1.9850415445577059 0 
4.982763671875e-06 0.013296769517610711 2.275287916124886 0 
6.20345458984375e-06 0.018273284818837655 2.5285640631752275 0 
7.4241455078125e-06 0.02366961984593124 2.7551607014478727 0 
9.86552734375e-06 0.03549774717032373 3.150998572892484 0 
1.23069091796875e-05 0.048434803252970934 3.49194800227577 0 
1.4748291015625001e-05 0.06224040517909753 3.7932303409752413 0 
1.71896728515625e-05 0.07673552523164917 4.064023473351986 0 
1.96310546875e-05 0.09178092371143427 4.31038711026235 0 
2.2072436523437502e-05 0.1072651141518343 4.536582414890088 0 
2.4513818359375e-05 0.12309697356121356 4.745747845571269 0 
2.939658203125e-05 0.15551335333726393 5.122055366101422 0 
3.4279345703124996e-05 0.1885568300612586 5.453113217102817 0 
3.9162109375e-05 0.22188421082331922 5.748090553350291 0 
4.4044873046875e-05 0.2552414307550416 6.013468135861232 0 
4.892763671875e-05 0.28843811652252666 6.25403877598517 0 
5.3810400390624994e-05 0.3213307713824728 6.4734712194194035 0 
5.86931640625e-05 0.353811153065022 6.674651088251856 0 
6.845869140624999e-05 0.4172307406902433 7.0311091969329835 0 
7.822421875e-05 0.4782703112340517 7.337483095659087 0 
8.798974609375e-05 0.5367145486325287 7.603680772592483 0 
9.77552734375e-05 0.5924800909943828 7.836979999712447 0 
0.00010752080078124999 0.6455667112847898 8.042900770883985 0 
0.00011728632812499999 0.6960263210510163 8.225735571463053 0 
0.00013681738281249998 0.7894191301109483 8.535114667381084 0 
0.0001563484375 0.8735063814182047 8.785377028291604 0 
0.0001758794921875 0.9492200773121006 8.990345687382485 0 
0.00019541054687499998 1.0174661217411203 9.159839240016149 0 
0.00023447265624999998 1.1348087548519956 9.41938577092231 0 
0.000312596875 1.310987238640752 9.734460758442033 0 
0.0004688453125 1.520989531908213 9.973216602930703 0 
0.00062509375 1.6318849795364285 10.00311457084175 0 
0.0012500875 1.7560398411061071 9.696978783299729 0 
0.00187508125 1.747931188967798 9.355355178722906 0 
0.002500075 1.7163372234386205 9.077979339291584 0 
0.00312506875 1.6812714153031028 8.855086233337325 0 
0.0037500625 1.6476844748203485 8.673035847424513 0 
0.00500005 1.5887606048242853 8.393695565231047 0 
0.0075000250000000004 1.5002519033268953 8.032808476897033 0 
0.01 1.4380058630929855 7.81005578571372 0 
