P M R nu
1e-07 0.5135143690037843 42.24691556699467 0 
7.10345458984375e-07 1.193384828808351 45.84483107415211 0 
1.32069091796875e-06 1.3912582540606107 44.69233711466919 0 
1.931036376953125e-06 1.4995372936861373 43.616805354489664 0 
2.5413818359375e-06 1.5702342541803782 42.6983967429318 0 
3.151727294921875e-06 1.6206440081337095 41.90881305895943 0 
3.7620727539062504e-06 1.6585499081951707 41.21964360423868 0 
4.372418212890625e-06 1.6880831425400435 40.609553377266344 0 
4.982763671875e-06 1.7116802699112195 40.06294999877833 0 
5.593109130859376e-06 1.7308889072168534 39.56829528594108 0 
6.20345458984375e-06 1.7467475204068619 39.11687597348404 0 
6.813800048828125e-06 1.7599832841099663 38.701973724064715 0 
7.4241455078125e-06 1.7711229888716171 38.318309805834645 0 
8.034490966796875e-06 1.7805589278959961 37.96166544662317 0 
8.64483642578125e-06 1.7885901170088119 37.62861869532143 0 
9.255181884765626e-06 1.7954489766243387 37.316354299248744 0 
9.86552734375e-06 1.801319141715678 37.02253287031364 0 
1.0475872802734373e-05 1.8063479168389862 36.74518570497913 0 
1.1086218261718749e-05 1.8106548854976914 36.48264237740826 0 
1.1696563720703124e-05 1.81433830156554 36.23347431949136 0 
1.23069091796875e-05 1.8174796381418323 35.99644777103801 0 
1.2917254638671875e-05 1.8201470999840046 35.7704926197311 0 
1.352760009765625e-05 1.8223982228781652 35.55467348991023 0 
1.4137945556640626e-05 1.8242819017489238 35.3481667326683 0 
1.4748291015625001e-05 1.825839970677945 35.15024654152438 0 
1.596898193359375e-05 1.8281184206195364 34.777652081588386 0 
1.71896728515625e-05 1.829468011742741 34.43250662803983 0 
1.841036376953125e-05 1.8300675249834726 34.111266175845586 0 
1.96310546875e-05 1.830055660851733 33.81102768579562 0 
2.085174560546875e-05 1.8295415636501307 33.529382495840494 0 
2.2072436523437502e-05 1.8286122671684288 33.26430806375588 0 
2.3293127441406253e-05 1.8273379061650705 33.014092679161365 0 
2.4513818359375e-05 1.825775581502493 32.77727226424648 0 
2.5734509277343747e-05 1.8239721843417063 32.552588219550586 0 
