mu md ms muu mud mus mue nu nd ns ne epsilon P epsilonorg Porg
299.99999955296516 299.99999955296516 0.0 0.0 0.0 0.0 0.0 -6.51381595446382e-17 -6.51381595446382e-17 0.0 -1.0052185159850071e-25 0.0 0.0 0.0 0.0 
299.99999955296516 299.99999955296516 0.0 299.99999955296516 299.99999955296516 0.0 0.0 0.0 0.0 0.0 -1.0052185159850071e-25 0.0 0.0 0.0 0.0 
299.6996992531123 299.6996992531123 0.0 302.72357589984057 304.4857055437583 0.0 1.7621296439177223 0.0010211001296534198 0.0020421369012574814 0.0 2.1119349783695914e-08 0.00092624026028463 4.6723547272049e-06 0.00092624026028463 4.6723547272049e-06 
299.39939895325955 299.39939895325955 0.0 304.2022625058253 306.988109725405 0.0 2.785847219579722 0.0020499611161432906 0.0040996518915704504 0.0 9.011357205087336e-08 0.001867668518027157 1.4478927320636665e-05 0.001867668518027157 1.4478927320636665e-05 
299.0990986534067 299.0990986534067 0.0 305.3958725193404 309.0341440612115 0.0 3.638271541871146 0.003084152146245068 0.006167689634027742 0.0 2.0488615411923127e-07 0.0028199423405964505 2.7972427406892633e-05 0.0028199423405964505 2.7972427406892633e-05 
298.7987983535539 298.7987983535539 0.0 306.4304652207519 310.82492429870916 0.0 4.394459077957254 0.004122670210732874 0.00824424747879931 0.0 3.643142221422588e-07 0.003781273524281146 4.455742580702442e-05 0.003781273524281146 4.455742580702442e-05 
298.4984980537011 298.4984980537011 0.0 307.35831385841993 312.44397308775757 0.0 5.085659229337617 0.005164896736098018 0.01032809098469233 0.0 5.674958345802347e-07 0.004750559561730197 6.386705808929728e-05 0.004750559561730197 6.386705808929728e-05 
298.19819775384826 298.19819775384826 0.0 308.2074847250296 313.9361920583192 0.0 5.7287073332895995 0.006210394883178151 0.012418348821327299 0.0 8.13648343008687e-07 0.005727021632931712 8.564235493445881e-05 0.005727021632931712 8.564235493445881e-05 
297.8978974539954 297.8978974539954 0.0 308.99524549527047 315.32923820789347 0.0 6.333992712623012 0.007258832361089033 0.014514358513960013 0.0 1.1020694060262476e-06 0.006710066930596721 0.00010968635060984924 0.006710066930596721 0.00010968635060984924 
297.59759715414265 297.59759715414265 0.0 309.7331726359294 316.64167249947616 0.0 6.90849986354678 0.008309944083919437 0.016615591818414755 0.0 1.4321164747210574e-06 0.007699222119508875 0.00013584190275859503 0.007699222119508875 0.00013584190275859503 
297.2972968542898 297.2972968542898 0.0 310.4295032770319 317.8867146539788 0.0 7.457211376946898 0.009363511424289634 0.018721613266052307 0.0 1.8031941756188566e-06 0.008694096400833979 0.00016397938050490148 0.008694096400833979 0.00016397938050490148 
296.996996554437 296.996996554437 0.0 311.09036127705826 319.07420178980766 0.0 7.983840512749369 0.010419349575437328 0.020832054913503206 0.0 2.2147457905091875e-06 0.00969435902896766 0.0001939891700717476 0.00969435902896766 0.0001939891700717476 
296.69669625458414 296.69669625458414 0.0 311.7204555302771 320.21170461754207 0.0 8.491249087264968 0.01147729932461953 0.022946599907841418 0.0 2.6662471328750637e-06 0.010699724685669128 0.00022577679949378236 0.010699724685669128 0.00022577679949378236 
296.39639595473136 296.39639595473136 0.0 312.3235051106546 321.3052073772493 0.0 8.981702266594707 0.012537221421839412 0.0250649712378401 0.0 3.157201946180222e-06 0.011709943474060645 0.0002592596032835047 0.011709943474060645 0.0002592596032835047 
296.0960956548785 296.0960956548785 0.0 312.90251197931434 322.3595442125281 0.0 9.457032233213734 0.013598992569665503 0.027186923724346387 0.0 3.687138327940805e-06 0.012724793796689216 0.0002943643484542358 0.012724793796689216 0.0002943643484542358 
295.7957953550257 295.7957953550257 0.0 313.4599434270903 323.3786912546394 0.0 9.918747827549096 0.014662502474797355 0.02931223813196287 0.0 4.2556058772759595e-06 0.013744077121537681 0.00033102548985190896 0.013744077121537681 0.00033102548985190896 
295.4954950551729 295.4954950551729 0.0 313.9978584339638 324.36596901835685 0.0 10.36811058439301 0.01572765162226215 0.031440716724410615 0.0 4.862173371224543e-06 0.014767614032443976 0.00036918385363809834 0.014767614032443976 0.00036918385363809834 
295.1951947553201 295.1951947553201 0.0 314.5179977675883 325.3241867851996 0.0 10.806189017611247 0.01679434955756734 0.033572179834617626 0.0 5.506426838891717e-06 0.015795241181901416 0.00040878562154633593 0.015795241181901416 0.00040878562154633593 
294.89489445546724 294.89489445546724 0.0 315.02184983687255 326.2557481824007 0.0 11.23389834552812 0.017862513535504256 0.03570646316718238 0.0 6.1879679420027925e-06 0.0168268088950348 0.0004497815322151757 0.0168268088950348 0.0004497815322151757 
294.59459415561446 294.59459415561446 0.0 315.5106998632 327.16273005117273 0.0 11.652030187972716 0.018932067439952755 0.03784341564211663 0.0 6.906412596320312e-06 0.017862179254637497 0.0004921262428634901 0.017862179254637497 0.0004921262428634901 
294.2942938557616 294.2942938557616 0.0 315.98566728444985 328.0469424669571 0.0 12.061275182507265 0.020002940907924323 0.039982897646492425 0.0 7.661389785584379e-06 0.018901224548678455 0.0005357778117950535 0.018901224548678455 0.0005357778117950535 
293.9939935559088 293.9939935559088 0.0 316.4477346769103 328.9099751684887 0.0 12.462240491578424 0.021075068610319034 0.04212477959904313 0.0 8.45254053165132e-06 0.01994382599581905 0.000580697273569072 0.01994382599581905 0.000580697273569072 
293.693693256056 293.693693256056 0.0 316.8977704449977 329.75323399719264 0.0 12.855463552194907 0.022148389654744836 0.044268940758510913 0.0 9.279516992977792e-06 0.020989872687434703 0.0006268482863425812 0.020989872687434703 0.0006268482863425812 
293.3933929562032 293.3933929562032 0.0 317.3365468534842 330.5779698683761 0.0 13.24142301489189 0.02322284708478596 0.04641526822456272 0.0 1.0141981669777732e-05 0.022039260700628296 0.0006741968362057742 0.022039260700628296 0.0006741968362057742 
293.09309265635034 293.09309265635034 0.0 317.7647545257015 331.3853020737264 0.0 13.62054754802491 0.024298387456348432 0.04856365609260034 0.0 1.1039606698705103e-05 0.023091892347900555 0.0007227109870752721 0.023091892347900555 0.0007227109870752721 
292.79279235649756 292.79279235649756 0.0 318.183014223311 332.1762372218661 0.0 13.993222998555101 0.02537496047636757 0.050714004733065025 0.0 1.1972073223390953e-05 0.024147675537323568 0.0007723606674162669 0.024147675537323568 0.0007723606674162669 
292.4924920566447 292.4924920566447 0.0 318.59188650892486 332.95168478064613 0.0 14.359798271721282 0.026452518692414557 0.052866220172339835 0.0 1.2939070829720121e-05 0.025206523222908336 0.0008231174870326864 0.025206523222908336 0.0008231174870326864 
292.1921917567919 292.1921917567919 0.0 318.9918797412271 333.7124699420456 0.0 14.720590200818474 0.027531017224257763 0.055020213557405176 0.0 1.3940297036808477e-05 0.02626835292930181 0.0008749545786327367 0.02626835292930181 0.0008749545786327367 
291.8918914569391 291.8918914569391 0.0 319.38345674317327 334.4593443558345 0.0 15.075887612661237 0.02861041353029475 0.05717590069008075 0.0 1.4975456836193377e-05 0.02733308633823988 0.0009278464599802462 0.02733308633823988 0.0009278464599802462 
291.59159115708627 291.59159115708627 0.0 319.7670404042845 335.192995150697 0.0 15.425954746412508 0.02969066720317771 0.05933320161953643 0.0 1.6044262273028352e-05 0.028400648926704908 0.000981768913280158 0.028400648926704908 0.000981768913280158 
291.29129085723343 291.29129085723343 0.0 320.1430184192507 335.91405256727074 0.0 15.771034148020044 0.030771739790058428 0.06149204028392473 0.0 1.7146432064060495e-05 0.029470969648675214 0.0010366988790944758 0.029470969648675214 0.0010366988790944758 
290.9909905573806 290.9909905573806 0.0 320.5117473210671 336.62309645705045 0.0 16.111349135983364 0.03185359463372827 0.06365234419371252 0.0 1.828169124799398e-05 0.03054398065386914 0.001092614362592033 0.03054398065386914 0.001092614362592033 
290.6906902575278 290.6906902575278 0.0 320.8735559336548 337.3206618477502 0.0 16.44710591409538 0.03293619673160569 0.06581404415061769 0.0 1.9449770864502496e-05 0.03161961703808057 0.0011494943503249943 0.03161961703808057 0.0011494943503249943 
290.390389957675 290.390389957675 0.0 321.2287483434748 338.0072437349202 0.0 16.778495391445386 0.03401951261004167 0.06797707399710752 0.0 2.0650407658686847e-05 0.032697816620628865 0.0012073187360466464 0.032697816620628865 0.0012073187360466464 
