mu md ms muu mud mus mue nu nd ns ne epsilon P epsilonorg Porg
5.0 7.0 150.0 0.0 0.0 0.0 0.0 -3.015655547955019e-22 -8.274958823588571e-22 -8.14226997947855e-18 -1.0052185159850071e-25 0.0 0.0 0.0 0.0 
5.0 7.0 150.0 4.74999963689784 5.25000036310216 5.25000036310216 0.5000007262043193 -9.180991383582823e-24 -2.3945990814390174e-22 -8.127313139194109e-18 2.7091750694794678e-18 -4.1315108990942553e-20 7.869724446977262e-28 -4.1315108990942553e-20 7.869724446977262e-28 
5.0 7.0 150.0 5.965028868188678 8.028965125805316 8.028965125805316 2.0639362576166387 4.5205860178448686e-07 7.986641842756122e-07 -8.1073026834477e-18 3.5151006433233666e-08 8.677752375352038e-09 5.037865537882519e-10 8.677752375352038e-09 5.037865537882519e-10 
5.0 7.0 150.0 7.780046078711013 10.207941909276975 10.207941909276975 2.4278958305659626 2.7812897263305857e-06 5.3864514587512495e-06 -8.085772755085655e-18 5.870933130494299e-08 6.754937054728809e-08 9.216315410490446e-09 6.754937054728809e-08 9.216315410490446e-09 
5.0 7.0 150.0 9.583420162118134 12.398561819863847 12.398561819863847 2.8151416577457122 7.177004184620875e-06 1.4074760993126342e-05 -8.058968333161495e-18 9.308245870805372e-08 2.0515347428966807e-07 3.839560689693363e-08 2.0515347428966807e-07 3.839560689693363e-08 
5.0 7.0 150.0 11.377319726397674 14.598656249578303 14.598656249578303 3.221336523180629 1.4018164056637424e-05 2.7613083534355158e-05 -8.02685857167609e-18 1.4108152630555167e-07 4.611015615986152e-07 1.0195595843310337e-07 4.611015615986152e-07 1.0195595843310337e-07 
5.0 7.0 150.0 13.165112385363827 16.804857584606143 16.804857584606143 3.639745199242317 2.3723021062996206e-05 4.683062208484411e-05 -7.989458436398183e-18 2.0514001371323074e-07 8.837377948474912e-07 2.1630703568147472e-07 8.837377948474912e-07 2.1630703568147472e-07 
5.0 7.0 150.0 14.94884026986435 19.015123694099614 19.015123694099614 4.066283424235262 3.672017796828518e-05 7.257730249372521e-05 -7.946791236912816e-18 2.876844809508168e-07 1.5296793825152666e-06 4.0048088355203924e-07 1.5296793825152666e-06 4.0048088355203924e-07 
5.0 7.0 150.0 16.72974606441981 21.228211893538145 21.228211893538145 4.498465829118336 5.3442221493533314e-05 0.0001057109924579048 -7.898885035831361e-18 3.9115017639557467e-07 2.463717150301436e-06 6.761725674788722e-07 2.463717150301436e-06 6.761725674788722e-07 
5.0 7.0 150.0 18.508618431169968 23.443333520781984 23.443333520781984 4.934715089612018 7.432358898970381e-05 0.00014709324112020756 -7.845771934123324e-18 5.179789530685088e-07 3.758781473401459e-06 1.067757464433528e-06 3.758781473401459e-06 1.067757464433528e-06 
5.0 7.0 150.0 20.285979250176204 25.659966695769736 25.659966695769736 5.3739874455935315 9.979968602553775e-05 0.00019758752138650308 -7.787487893318074e-18 6.706168882068976e-07 5.495927629995504e-06 1.6022998349078424e-06 5.495927629995504e-06 1.6022998349078424e-06 
5.0 7.0 150.0 22.062186740361113 27.877753199578827 27.877753199578827 5.815566459217713 0.00013030646902492752 0.00025805839983707705 -7.724072701698054e-18 8.515127376077209e-07 7.764328542624718e-06 2.3095575211327955e-06 7.764328542624718e-06 2.3095575211327955e-06 
5.0 7.0 150.0 23.83749461283375 30.096439321100185 30.096439321100185 6.258944708266434 0.00016628022820042913 0.00032937110542410685 -7.655569990511327e-18 1.0631169922622692e-06 1.0661270807145438e-05 3.2219847157961423e-06 1.0661270807145438e-05 3.2219847157961423e-06 
5.0 7.0 150.0 25.612087447627317 32.31584048030061 32.31584048030061 6.703753032673287 0.00020815746627582589 0.0004123912886567088 -7.582027272325252e-18 1.3078812983098295e-06 1.4292152355248925e-05 4.374733686799541e-06 1.4292152355248925e-05 4.374733686799541e-06 
5.0 7.0 150.0 27.386102670505647 34.53581925141627 34.53581925141627 7.149716580910626 0.0002563748267974403 0.0005079848793193067 -7.503495991989562e-18 1.588258091878056e-06 1.87704809984436e-05 5.805655900202293e-06 1.87704809984436e-05 5.805655900202293e-06 
5.0 7.0 150.0 29.15964467300304 36.756271242912874 36.756271242912874 7.596626569909837 0.0003113690497749887 0.0006170179984612169 -7.42003158667632e-18 1.9067003629378014e-06 2.4217873479197807e-05 7.55530277824883e-06 2.4217873479197807e-05 7.55530277824883e-06 
5.0 7.0 150.0 30.932794157492058 38.97711575241785 38.97711575241785 8.044321594925796 0.00037357694317032215 0.0007403569018449592 -7.331693553692126e-18 2.2656614985606897e-06 3.076405482933456e-05 9.666926226769948e-06 3.076405482933456e-05 9.666926226769948e-06 
5.0 7.0 150.0 32.705614485857886 41.19828941804602 41.19828941804602 8.492674932188137 0.00044343536397439603 0.0008788679424198191 -7.238545525689865e-18 2.667595176307496e-06 3.8546857922603266e-05 1.2186479011676476e-05 3.8546857922603266e-05 1.2186479011676476e-05 
5.0 7.0 150.0 34.47815609353273 43.41974180436515 43.41974180436515 8.941585710832422 0.00052138120529686 0.0010334175447233405 -7.140655353343006e-18 3.1149552900968536e-06 4.771222315440962e-05 1.5162615033749691e-05 4.771222315440962e-05 1.5162615033749691e-05 
5.0 7.0 150.0 36.25045962231349 45.641432269578395 45.641432269578395 9.390972647264904 0.000607851387344273 0.0012048721869957902 -7.038095195781612e-18 3.6101958976183955e-06 5.8414198207365824e-05 1.8646689533117623e-05 5.8414198207365824e-05 1.8646689533117623e-05 
5.0 7.0 150.0 38.02255818522081 47.86332770066508 47.86332770066508 9.84076951544427 0.0007032828509821681 0.0013940983884172939 -6.930941619239836e-18 4.155771182328111e-06 7.081493787627038e-05 2.2692759244016987e-05 7.081493787627038e-05 2.2692759244016987e-05 
5.0 7.0 150.0 39.794479031221655 50.085400848658225 50.085400848658225 10.29092181743657 0.0008081125530537056 0.0016019626998306708 -6.819275704480174e-18 4.754135425570133e-06 8.50847039352309e-05 2.7357582513723417e-05 8.50847039352309e-05 2.7357582513723417e-05 
5.0 7.0 150.0 41.566244787335734 52.30762908653814 52.30762908653814 10.741384299202405 0.0009227774629200339 0.0018293316968828206 -6.703183163663965e-18 5.4077429857562305e-06 0.0001014018650351924 3.270061939517332e-05 0.0001014018650351924 3.270061939517332e-05 
5.0 7.0 150.0 43.337874398081226 54.529993469786646 54.529993469786646 11.192119071705418 0.0010477145598638213 0.0020770719748798346 -6.5827544674390435e-18 6.119048282660721e-06 0.0001199528966238826 3.8784031719995594e-05 0.0001199528966238826 3.8784031719995594e-05 
5.0 7.0 150.0 45.109383844890964 56.75247801697089 56.75247801697089 11.643094172079925 0.001183360831115031 0.002346050144873933 -6.4580849831265926e-18 6.89050578538733e-06 0.000140932380882475 4.567268315672356e-05 0.000140932380882475 4.567268315672356e-05 
5.0 7.0 150.0 46.8807867033112 58.97506915254464 58.97506915254464 12.09428244923344 0.0013301532703305892 0.002637132830651808 -6.329275125009127e-18 7.72457000307727e-06 0.00016454300667495972 5.34341392576724e-05 0.00016454300667495972 5.34341392576724e-05 
5.0 7.0 150.0 48.6520945790958 61.197755270754044 61.197755270754044 12.545660691658243 0.0014885288764111989 0.0029511866663893406 -6.196430517859434e-18 8.62369547762376e-06 0.00019099556950722554 6.213866749702474e-05 0.00019099556950722554 6.213866749702474e-05 
5.0 7.0 150.0 50.42331745280696 63.42052639103688 63.42052639103688 12.99720893822992 0.0016589246525705768 0.0032890782948074497 -6.059662175005071e-18 9.590336777927138e-06 0.0002205089714937245 7.185923730204198e-05 0.0002205089714937245 7.185923730204198e-05 
5.0 7.0 150.0 52.19446395455381 65.64337388328403 65.64337388328403 13.448909928730211 0.0018417776055966904 0.0036516743657074723 -5.919086692403881e-18 1.0626948495307459e-05 0.00025331022133005576 8.267152007883508e-05 0.00025331022133005576 8.267152007883508e-05 
5.0 7.0 150.0 53.96554158483658 67.86629024699526 67.86629024699526 13.900748662158678 0.002037524745259378 0.004039841534799367 -5.7748264604136706e-18 1.1735985239850825e-05 0.0002896344342703 9.465388923381082e-05 0.0002896344342703 9.465388923381082e-05 
5.0 7.0 150.0 55.736556893450675 70.08926893237513 70.08926893237513 14.352712038924464 0.002246603083833109 0.004454446462753953 -5.6270098951843496e-18 1.2919901637405169e-05 0.00032972483210805725 0.0001078874201916101 0.00032972483210805725 0.0001078874201916101 
5.0 7.0 150.0 57.50751562543668 72.31230419438315 72.31230419438315 14.804788568946458 0.002469449635707763 0.004896355814433683 -5.475771691883595e-18 1.4181152327176448e-05 0.00037383274316058656 0.0001224558904102391 0.00037383274316058656 0.0001224558904102391 
5.0 7.0 150.0 59.278422840957965 74.53539097285582 74.53539097285582 15.256968131897862 0.0027065014170704056 0.005366436258261516 -5.321253102305898e-18 1.552219195972801e-05 0.0004222176022553724 0.00013844577939387703 0.0004222176022553724 0.00013844577939387703 
5.0 7.0 150.0 61.04928301437712 76.7585247934307 76.7585247934307 15.709241779053583 0.0029581954456431143 0.005865554465700442 -5.163602239810482e-18 1.6945475195321387e-05 0.0004751469507187108 0.00015594626870378645 0.0004751469507187108 0.00015594626870378645 
5.0 7.0 150.0 62.820100116617674 78.98170168518412 78.98170168518412 16.161601568566443 0.003224968740464899 0.006394577110822407 -5.002974415008231e-18 1.8453456702560248e-05 0.0005328964363659782 0.00017504924196766033 0.0005328964363659782 0.00017504924196766033 
5.0 7.0 150.0 64.59087768401618 81.20491811177962 81.20491811177962 16.614040427763435 0.0035072583217101915 0.006954370869948441 -4.839532506183105e-18 2.0048591157244784e-05 0.0005957498134932852 0.00019584928488766023 0.0005957498134932852 0.00019584928488766023 
5.0 7.0 150.0 66.36161887617436 83.42817091361542 83.42817091361542 17.066552037441063 0.00380550121053587 0.0075458024213475305 -4.673447369115015e-18 2.173333324143523e-05 0.0006639989428702957 0.00021844368524737235 0.0006639989428702957 0.00021844368524737235 
5.0 7.0 150.0 68.13232652482152 85.65145725896227 85.65145725896227 17.51913073414074 0.004120134428954064 0.008169738444980331 -4.504898291794686e-18 2.3510137642587032e-05 0.0007379437917339211 0.0002429324329178079 0.0007379437917339211 0.0002429324329178079 
5.0 7.0 150.0 69.90300317525357 87.87477460252421 87.87477460252421 17.97177142727063 0.004451594999722234 0.008827045622285236 -4.334073500521612e-18 2.5381459052912998e-05 0.0008178924337829535 0.0002694182198626752 0.0008178924337829535 0.0002694182198626752 
5.0 7.0 150.0 71.67365112164926 90.09812065012252 90.09812065012252 18.424469528473264 0.004800319946250664 0.009518590635995104 -4.161170725106456e-18 2.734975216879631e-05 0.0009041610491733522 0.00029800644014297043 0.0009041610491733522 0.00029800644014297043 
5.0 7.0 150.0 73.44427243729317 92.3214933284726 92.3214933284726 18.877220891179437 0.00516674629252445 0.010245240169978518 -3.9863978324125805e-18 2.941747169023811e-05 0.000997073924513991 0.00032880518992097667 0.000997073924513991 0.00032880518992097667 
5.0 7.0 150.0 75.21486900052584 94.54489075923391 94.54489075923391 19.330021758708074 0.0055513110630343535 0.011007860909107657 -3.80997353935141e-18 3.158707232048825e-05 0.0010969634528631299 0.0003619252674638424 0.0010969634528631299 0.0003619252674638424 
5.0 7.0 150.0 76.98544251713002 96.76831123662372 96.76831123662372 19.782868719493695 0.0059544512827191505 0.011807319539140926 -3.632128218807429e-18 3.3861008765634025e-05 0.0012041701337251142 0.00039748017314669 0.0012041701337251142 0.00039748017314669 
5.0 7.0 150.0 78.75599453969295 98.9917532080548 98.9917532080548 20.23575866836186 0.006376603976913941 0.012644482746624858 -3.4531048149419553e-18 3.624173573433447e-05 0.001319042573047634 0.000435586109455422 0.001319042573047634 0.000435586109455422 
5.0 7.0 150.0 80.52652648443174 101.21521525731 101.21521525731 20.688688772878272 0.006818206171308185 0.013520217218804248 -3.2731598881248145e-18 3.873170793745576e-05 0.0014419374832190506 0.00047636198098913537 0.0014419374832190506 0.00047636198098913537 
5.0 7.0 150.0 82.2970396458373 103.43869608989843 103.43869608989843 21.14165644406113 0.007279694891906417 0.014435389643548494 -3.09256481462601e-18 4.133338008788339e-05 0.0015732196830662425 0.000519929394462349 0.0015732196830662425 0.000519929394462349 
5.0 7.0 150.0 84.0675352094724 105.66219452025732 105.66219452025732 21.594659310784913 0.007761507164993947 0.015390866709286964 -2.9116071725632156e-18 4.404920690034932e-05 0.0017132620978526668 0.0005664126587069891 0.0017132620978526668 0.0005664126587069891 
5.0 7.0 150.0 85.83801426320018 107.88570946052354 107.88570946052354 22.047695197323357 0.008264080017110263 0.016387515104947337 -2.7305923539744845e-18 4.688164309113705e-05 0.001862445759276372 0.0006159387846740791 0.001862445759276372 0.0006159387846740791 
5.0 7.0 150.0 87.60847780703597 110.10923991068174 110.10923991068174 22.500762103645766 0.00878785047502095 0.017426201519908556 -2.549845454048681e-18 4.9833143378021175e-05 0.00202115980546857 0.0006686374854353768 0.00202115980546857 0.0006686374854353768 
5.0 7.0 150.0 89.37892676184316 112.33278494986853 112.33278494986853 22.953858188025368 0.009333255565696913 0.018507792643953615 -2.3697135036503338e-18 5.290616248005476e-05 0.0021898014809920764 0.000724641176184753 0.0021898014809920764 0.000724641176184753 
5.0 7.0 150.0 91.14936197700622 114.55634372869949 114.55634372869949 23.40698175169326 0.009900732316292437 0.019633155167232883 -2.1905681320044216e-18 5.61031551175189e-05 0.0023687761368401355 0.0007840849742395179 0.0023687761368401355 0.0007840849742395179 
5.0 7.0 150.0 92.91978423724048 116.77991546245921 116.77991546245921 23.86013122521874 0.010490717754130277 0.020803155780225274 -2.0128087753670994e-18 5.942657601170082e-05 0.0025584972304350524 0.0008471066990415031 0.0025584972304350524 0.0008471066990415031 
5.0 7.0 150.0 94.69019426862347 119.00349942507023 119.00349942507023 24.313305156446752 0.011103648906683078 0.02201866117371143 -1.8368665887206326e-18 6.287887988491447e-05 0.00275938632562734 0.0009138468721581914 0.00275938632562734 0.0009138468721581914 
5.0 7.0 150.0 96.46059274397672 121.22709494371097 121.22709494371097 24.766502199734255 0.011739962801561766 0.023280538038742967 -1.6632092774571262e-18 6.646252146031911e-05 0.0029718730926946006 0.0009844487172836008 0.0029718730926946006 0.0009844487172836008 
5.0 7.0 150.0 98.23098028765773 123.45070139402395 123.45070139402395 25.219721106366222 0.012400096466502064 0.024589653066619126 -1.4923471552387958e-18 7.017995546187952e-05 0.003196395308340693 0.0010590581602391749 0.003196395308340693 0.0010590581602391749 
5.0 7.0 150.0 100.00135747984686 125.67431819582882 125.67431819582882 25.672960715981965 0.01308448692935372 0.025946872948864507 -1.324840870758897e-18 7.403363661428103e-05 0.0034333988556949292 0.0011378238289745574 0.0034333988556949292 0.0011378238289745574 
5.0 7.0 150.0 101.7717248603845 127.89794480928518 127.89794480928518 26.126219948900687 0.013793571218070002 0.027353064377210495 -1.1613114616843792e-18 7.802601964289751e-05 0.0036833377243114277 0.0012208970535683317 0.0036833377243114277 0.0012208970535683317 
5.0 7.0 150.0 103.54208293221832 130.12158073144536 130.12158073144536 26.579497799227028 0.014527786360699225 0.028809094043576452 -1.0024537469817177e-18 8.215955927370887e-05 0.003946674010168349 0.0013084318662286575 0.003946674010168349 0.0013084318662286575 
5.0 7.0 150.0 105.31243216450223 132.34522549315545 132.34522549315545 27.032793328653216 0.015287569385377174 0.030315828640053815 -8.490546718937068e-19 8.643671023323816e-05 0.004223877915667323 0.001400585001293858 0.004223877915667323 0.001400585001293858 
5.0 7.0 150.0 107.08277299538571 134.56887865626592 134.56887865626592 27.486105660880224 0.016073357320318893 0.031874134858892705 -7.020193044632716e-19 9.085992724854103e-05 0.004515427749632912 0.0014975158952329998 0.004515427749632912 0.0014975158952329998 
5.0 7.0 150.0 108.85310583453692 136.7925398111087 136.7925398111087 27.93943397657178 0.016885587193814004 0.033484879392486726 -5.624092589272412e-19 9.543166504708941e-05 0.004821809927311974 0.0015993866866463344 0.004821809927311974 0.0015993866866463344 
5.0 7.0 150.0 110.62343106541441 139.01620857422523 139.01620857422523 28.39277750881081 0.017724696034218286 0.03514892893336495 -4.315026196363716e-19 0.00010015437835684561 0.0051435189703734185 0.0017063622162658536 0.0051435189703734185 0.0017063622162658536 
5.0 7.0 150.0 112.39374904733212 141.23988458630149 141.23988458630149 28.846135538969367 0.018591120869949376 0.036867150174180116 -3.108942850266927e-19 0.00010503052190618106 0.005481057506907717 0.0018186100269556704 0.005481057506907717 0.0018186100269556704 
5.0 7.0 150.0 114.16406011733297 143.46356751029464 143.46356751029464 29.29950739296167 0.019485298729483274 0.038640409807696334 -2.026815330290977e-19 0.00011006255042378379 0.005834936271426271 0.001936300363712373 0.005834936271426271 0.001936300363712373 
5.0 7.0 150.0 115.93436459188602 145.68725702973558 145.68725702973558 29.752892437849567 0.02040766664134934 0.040469574526782515 -1.0986288465868014e-19 0.00011525291863867158 0.006205674104861264 0.0020596061736654096 0.006205674104861264 0.0020596061736654096 
5.0 7.0 150.0 117.70466276842976 147.91095284718588 147.91095284718588 30.206290078756137 0.021358661634124233 0.042355511024406434 -3.745620655564867e-20 0.00012060408128023821 0.006593797954565374 0.002188703106077494 0.006593797954565374 0.002188703106077494 
5.0 7.0 150.0 119.4765446884376 150.133064921172 150.133064921172 30.656520232734408 0.02233961404555709 0.04429767570626611 3.314635267657691e-06 0.0001260792498599373 0.007000234128042213 0.002323734377886198 0.007000234128042213 0.002323734377886198 
