r x m P epsilon nu nd ns ne muQ
0.0 0.0 0.0 0.2500144517738604 1.2789747862217886 6.527176878182255 9.529817401317976 3.508690841698111 0.005281837782805215 463.8757337901817 
9.999999999999999e-05 8.646665211860034e-06 4.796341813261939e-15 0.25001445168796066 1.2789747858488603 6.5271768765979905 9.52981740002309 3.508690839814303 0.005281837786194219 463.87573376168353 
0.0011 9.511331733046038e-05 6.383930819247942e-12 0.25001444137999174 1.278974741097454 6.527176686486375 9.52981724463677 3.508690613757348 0.0052818381928747635 463.87573034190405 
0.0111 0.0009597798385164639 6.559611593893583e-09 0.2500133934057407 1.2789701913824056 6.527157358519861 9.529801447066712 3.508667631357121 0.005281879538627902 463.8753826651838 
0.0211 0.0018244463597024674 4.5056153088146446e-08 0.25001062746511576 1.278958183223167 6.52710634580869 9.529759752205633 3.508606973421692 0.005281988663349393 463.87446503465617 
0.031100000000000003 0.002689112880888471 1.4427262839613117e-07 0.25000614362381646 1.2789387169049686 6.5270236495645735 9.529692161043924 3.5085086413918765 0.00528216556444719 463.8729774721178 
0.041100000000000005 0.0035537794020744744 3.329835329663798e-07 0.2499999419883028 1.27891179289 6.526909271750969 9.529598675186397 3.5083726376023727 0.0052824102377211244 463.8709200128877 
0.051100000000000007 0.0044184459232604785 6.399602309776708e-07 0.249992022705814 1.278877411817491 6.526763215083436 9.529479296852598 3.5081989652821832 0.005282722677362166 463.8682927058143 
0.06110000000000001 0.005283112444446482 1.0939699487943476e-06 0.24998238596436342 1.27883557450369 6.526585483029536 9.529334028876711 3.507987628554498 0.0052831028759526165 463.865095613273 
0.07110000000000001 0.006147778965632485 1.7237747686678155e-06 0.24997103199273027 1.2787862819418276 6.526376079808682 9.529162874707442 3.507738632436518 0.005283550824466445 463.8613288111637 
0.0811 0.007012445486818488 2.5581306227434616e-06 0.24995796106044912 1.2787295353020718 6.526135010391947 9.528965838407862 3.507451982839219 0.0052840665122696985 463.85699238890743 
0.0911 0.007877112008004492 3.625786287432603e-06 0.24994317347779776 1.2786653359314737 6.525862280501837 9.528742924655216 3.50712768656709 0.005284649927120979 463.85208644944214 
0.1011 0.008741778529190494 4.9554823782091e-06 0.24992666959578286 1.2785936853539073 6.525557896612025 9.528494138740713 3.5067657513178143 0.005285301055172012 463.8466111092181 
0.11109999999999999 0.009606445050376498 6.575950344890242e-06 0.2499084498061241 1.278514585269999 6.525221865947065 9.528219486569293 3.5063661856819266 0.005286019880968273 463.8405664981925 
0.12109999999999999 0.0104711115715625 8.5159114674615e-06 0.24988851454123606 1.2784280375570505 6.524854196482053 9.527918974659338 3.5059289991424136 0.005286806387449697 463.8339527598236 
0.1311 0.011335778092748505 1.0804075852504645e-05 0.24986686427420868 1.2783340442689517 6.524454896942267 9.527592610142388 3.505454202074284 0.005287660555951456 463.826770051064 
0.1411 0.012200444613934509 1.3469141430288754e-05 0.24984349951878554 1.2782326076360881 6.524023976802764 9.527240400762816 3.5049418057440933 0.005288582366204814 463.81901854235366 
0.1511 0.013065111135120513 1.65397929525835e-05 0.2498184208293404 1.2781237300652397 6.523561446287955 9.526862354877462 3.50439182230943 0.005289571796338048 463.810698417612 
0.16110000000000002 0.013929777656306517 2.0044700991254098e-05 0.24979162880085182 1.2780074141394686 6.523067316371131 9.526458481455267 3.5038042648183594 0.005290628822877456 463.80180987422966 
0.17110000000000003 0.014794444177492521 2.4012520937697208e-05 0.2497631240688761 1.277883662618003 6.522541598773965 9.526028790076852 3.5031791472088263 0.005291753420748418 463.7923531230592 
0.18110000000000004 0.015659110698678525 2.847189200317701e-05 0.24973290730951822 1.2777524784361103 6.521984305965972 9.525573290934087 3.5025164843080243 0.00529294556327655 463.7823283884057 
0.19110000000000005 0.01652377721986453 3.345143622012062e-05 0.24970097923940082 1.2776138647049635 6.521395451163948 9.525091994829618 3.5018162918317093 0.005294205222188922 463.7717359080164 
0.20110000000000006 0.017388443741050533 3.897975744443188e-05 0.24966734061563162 1.277467824711499 6.52077504833136 9.52458491317638 3.5010785863834886 0.005295532367615343 463.76057593307 
0.21110000000000007 0.018253110262236538 4.508544035888253e-05 0.2496319922357689 1.2773143619182654 6.520123112177705 9.524052057997075 3.500303385454062 0.0052969269680897295 463.748848728165 
0.22110000000000007 0.01911777678342254 5.179704947763966e-05 0.24959493493778492 1.2771534799632682 6.519439658157851 9.523493441923625 3.4994907074204207 0.005298388990551541 463.7365545713077 
0.23110000000000008 0.019982443304608546 5.91431281519882e-05 0.24955616960002777 1.2769851826598009 6.518724702471321 9.522909078196585 3.4986405715450126 0.005299918400347289 463.7236937538995 
0.2411000000000001 0.02084710982579455 6.715219757730712e-05 0.24951569714118133 1.2768094739962716 6.517978262061556 9.522298980664557 3.497752997974857 0.005301515161232117 463.71026658072367 
0.2511000000000001 0.021711776346980554 7.585275580135803e-05 0.2494735185202233 1.2766263581360233 6.517200354615144 9.521663163783538 3.4968280077406346 0.005303179235371456 463.6962733699314 
0.2611000000000001 0.022576442868166558 8.527327673394452e-05 0.24942963473638138 1.2764358394171407 6.516390998561012 9.521001642616275 3.4958656227557188 0.005304910583342748 463.68171445302715 
0.2711000000000001 0.023441109389352562 9.544220915800068e-05 0.24938404682908788 1.2762379223522542 6.515550213069585 9.520314432831576 3.4948658658151803 0.005306709164137248 463.6665901748538 
0.2811000000000001 0.024305775910538566 0.00010638797574216694 0.24933675587793214 1.276032611628334 6.51467801805191 9.519601550703584 3.4938287605947496 0.005308574935161892 463.6509008935767 
0.29110000000000014 0.02517044243172457 0.00011813897205491152 0.2492877630026114 1.2758199121064764 6.513774434158757 9.518863013111057 3.4927543316497336 0.005310507852241237 463.63464698066747 
0.30110000000000015 0.026035108952910575 0.00013072356558025525 0.2492370693628798 1.2755998288216812 6.512839482779665 9.51809883753657 3.4916426044139004 0.005312507869619477 463.617828820887 
0.31110000000000015 0.02689977547409658 0.0001441700947351577 0.24918467615849535 1.2753723669826236 6.511873186041973 9.517309042065744 3.4904936051983153 0.0053145749399625295 463.6004468122678 
