muQ deltax deltay muu mud mus mue nu nd ns ne epsilon P epsilonorg Porg
287.061777454104 287.061777454104 493.63632897819207 287.061777454104 287.061777454104 287.061777454104 0.0 0.0 0.0 -1.5624698226823723e-16 -1.0052185159850071e-25 -5.8137501507864854e-27 0.0 -5.8137501507864854e-27 0.0 
289.2908244441206 286.7744283275233 493.5804920508909 288.7219121065015 289.85973678173957 289.85973678173957 1.1378246752380716 0.0004927699700470106 0.000985525917703835 -1.5382730813478596e-16 4.674137086043489e-09 5.5289362085727753e-14 1.7959260151062212e-16 5.5289362085727753e-14 1.7959260151062212e-16 
290.48161738900615 286.4870792009426 493.5246976966618 289.580724396123 291.3825103818893 291.3825103818893 1.8017859857662752 0.0009880655809083121 0.0019760630415389044 -1.5247008364227185e-16 2.2706759285840912e-08 1.1117235032358616e-13 5.48387051083052e-16 1.1117235032358616e-13 5.48387051083052e-16 
291.4344188112104 286.1997300743619 493.46897185377253 290.2562418488847 292.61259577353604 292.61259577353604 2.3563539246513354 0.001485073457257696 0.0029699865608804063 -1.5135667366720625e-16 5.3451211732523686e-08 1.6747086292932343e-13 1.0480312897850502e-15 1.6747086292932343e-13 1.0480312897850502e-15 
292.25445391244364 285.9123809477813 493.4133144763566 290.8296325692563 293.6792752556309 293.6792752556309 2.8496426863745876 0.0019834700305835537 0.003966650079815916 -1.5037948184569047e-16 9.666045044534532e-08 2.2411290249943997e-13 1.6545968931188039e-15 2.2411290249943997e-13 1.6545968931188039e-15 
292.9853741162249 285.6250318212006 493.3577255186423 291.33454734737103 294.63620088507867 294.63620088507867 3.301653537707642 0.00248305637832556 0.004965656246903873 -1.4949387258156694e-16 1.5216991579348133e-07 2.8105417025949085e-13 2.3533883077591594e-15 2.8105417025949085e-13 2.3533883077591594e-15 
293.6506238286748 285.3376826946199 493.3022049349535 291.7890499722051 295.5121976851445 295.5121976851445 3.7231477129394306 0.002983692401541073 0.005966725258239585 -1.486758699323589e-16 2.1984828270953336e-07 3.382634374960814e-13 3.1340665887812843e-15 3.382634374960814e-13 3.1340665887812843e-15 
294.2646308083534 285.0503335680392 493.246752679709 292.20425175003396 296.3250098666729 296.3250098666729 4.120758116638887 0.003485271788679638 0.006969644827713782 -1.4791071616449605e-16 2.995832154579966e-07 3.957169828873367e-13 3.988795187190344e-15 3.957169828873367e-13 3.988795187190344e-15 
294.8370696755904 284.7629844414585 493.19136870742204 292.587600233405 297.08653911777577 297.08653911777577 4.498938884370776 0.003987709915651869 0.007974246005907373 -1.4718851295204232e-16 3.9127513233918457e-07 4.5339590453387354e-13 4.911343938501057e-15 4.5339590453387354e-13 4.911343938501057e-15 
295.37482556486333 284.4756353148778 493.1360529727006 292.94439350056393 297.8052576291628 297.8052576291628 4.860864128598845 0.004490937128785236 0.008980389756060718 -1.4650221393056455e-16 4.948338372013071e-07 5.112846280918817e-13 5.896591801418299e-15 5.112846280918817e-13 5.896591801418299e-15 
295.8830179879404 284.1882861882972 493.080805430247 293.27856951120174 298.48746646467896 298.48746646467896 5.208896953477237 0.004994894657749933 0.009987958786149735 -1.458465780214419e-16 6.101764500804158e-07 5.693699989846347e-13 6.940224241497246e-15 5.693699989846347e-13 6.940224241497246e-15 
296.3655840696078 283.9009370617165 493.02562603485717 293.59315564927243 299.1380124899432 299.1380124899432 5.544856840670757 0.005499531956809534 0.010996852235555408 -1.4521757320131454e-16 7.372260213771884e-07 6.276406919395075e-13 8.038536419326546e-15 6.276406919395075e-13 8.038536419326546e-15 
296.82563368674306 283.6135879351358 492.97051474142137 293.89054239272133 299.7607249807648 299.7607249807648 5.870182588043469 0.006004804886675184 0.012006982041714067 -1.446120134442511e-16 8.759105454264223e-07 6.860868071705749e-13 9.18829858179209e-15 6.860868071705749e-13 9.18829858179209e-15 
297.2656773026164 283.3262388085551 492.9154715049231 294.1726588441815 300.35869576105125 300.35869576105125 6.186036916869726 0.006510674420735438 0.013018270354793441 -1.440273258000221e-16 1.0261622257951766e-06 7.446995830228601e-13 1.03866602786306e-14 7.446995830228601e-13 1.03866602786306e-14 
297.687778408818 283.0388896819744 492.86049628043963 294.44109015252076 300.9344666651152 300.9344666651152 6.493376512594494 0.007017105694700552 0.014030647638674853 -1.4346139454143776e-16 1.187916908790881e-06 8.034711848616554e-13 1.1631079990846245e-14 8.034711848616554e-13 1.1631079990846245e-14 
298.0936591189988 282.7515405553937 492.8055890231407 294.6971588322324 301.49015940576516 301.49015940576516 6.793000573532768 0.007524067289722208 0.015044051238540931 -1.4291245320214164e-16 1.3611136345410958e-06 8.623945458120718e-13 1.2919272044571295e-14 8.623945458120718e-13 1.2919272044571295e-14 
298.48477546929104 282.464191428813 492.7507496882899 294.94198274217473 302.02756819640734 302.02756819640734 7.085585454232611 0.008031530679573799 0.016058424276327754 -1.4237900758224221e-16 1.5456942733373029e-06 9.214632439245814e-13 1.4249165666134196e-14 9.214632439245814e-13 1.4249165666134196e-14 
298.8623724617694 282.1768423022324 492.6959782312428 295.1765174591413 302.5482274643975 302.5482274643975 7.371710005256194 0.008539469796189485 0.01707371478270209 -1.418597794624599e-16 1.7416032256566787e-06 9.806714056228924e-13 1.5618872797985917e-14 9.806714056228924e-13 1.5618872797985917e-14 
299.22752516813944 281.8894931756517 492.6412746074479 295.4015879145013 303.0534624217775 303.0534624217775 7.651874507276231 0.009047860682603723 0.018089875003694855 -1.413536645692603e-16 1.9487871709365242e-06 1.0400136285607514e-12 1.70266623844624e-14 1.0400136285607514e-12 1.70266623844624e-14 
299.5811699998832 281.602144049071 492.5866387724455 295.6179124578668 303.54442754189955 303.54442754189955 7.9265150840327685 0.00955668121175689 0.019106860838950412 -1.408597005934437e-16 2.167194854465417e-06 1.0994849191040435e-12 1.847093953236013e-14 1.0994849191040435e-12 1.847093953236013e-14 
