P M R nu
1e-07 1.8158227771791355e-05 0.22214469348009863 0 
6.960464417934418e-07 0.0003321160093628482 0.5851915368452304 0 
1.2920928835868835e-06 0.0008366355093965735 0.7961048756715653 0 
1.8881393253803254e-06 0.0014720213789992309 0.9609182045896248 0 
2.484185767173767e-06 0.0022126395787846333 1.1005478080164266 0 
3.080232208967209e-06 0.0030428839785483406 1.2236509930667863 0 
3.676278650760651e-06 0.003951869336559964 1.3348131768800209 0 
4.272325092554092e-06 0.0049313996630431095 1.436813255103741 0 
4.868371534347534e-06 0.005974990490005503 1.5314873214495106 0 
5.4644179761409765e-06 0.007077329924441157 1.62012427465596 0 
6.060464417934418e-06 0.008233953049003588 1.7036704898724764 0 
6.656510859727859e-06 0.009441031663985343 1.7828454120294557 0 
7.252557301521301e-06 0.010695231433212077 1.858211328527552 0 
7.848603743314743e-06 0.011993610849737706 1.930217745927743 0 
8.444650185108185e-06 0.013333547413206368 1.9992308339191465 0 
9.040696626901626e-06 0.014712764312396306 2.0655576196167673 0 
9.636743068695068e-06 0.01612927003138163 2.129458652787251 0 
1.082883595228195e-05 0.019066485275348263 2.2508100792349026 0 
1.2020928835868835e-05 0.02213138540998507 2.364668365661785 0 
1.3213021719455719e-05 0.025312167599292654 2.4720857861602727 0 
1.4405114603042603e-05 0.02859857909865483 2.5738852148267397 0 
1.5597207486629488e-05 0.03198160249847236 2.670724903313878 0 
1.678930037021637e-05 0.035453226929696983 2.7631414728738837 0 
1.7981393253803253e-05 0.03900627668707785 2.8515794571173463 0 
1.9173486137390137e-05 0.04263427933199869 2.9364121937305203 0 
2.036557902097702e-05 0.04633136216767807 3.017956977734825 0 
2.1557671904563905e-05 0.05009216921624581 3.096486281133715 0 
2.2749764788150786e-05 0.05391179444048617 3.1722362499936003 0 
2.394185767173767e-05 0.05778572644232368 3.24541321574751 0 
2.5133950555324555e-05 0.06170980256825856 3.3161987752844224 0 
2.6326043438911436e-05 0.0656803060269671 3.3847561605855576 0 
2.751813632249832e-05 0.0696943908161439 3.4512409648518103 0 
2.8710229206085204e-05 0.07374878217528327 3.5157813764840284 0 
3.109441497325897e-05 0.08196613904308829 3.639473702669273 0 
3.3478600740432734e-05 0.09030972144992565 3.7566235615916606 0 
3.58627865076065e-05 0.09875969006762889 3.8678887556020016 0 
3.824697227478027e-05 0.10729854286793784 3.973823783902352 0 
4.063115804195404e-05 0.11591075587083884 4.074901425518547 0 
