r P epsilon nu nd ns ne
0.0 0.0006 0.0029636577827017313 0.7175443891234734 1.4100863284945888 0.013483041454209274 0.0038398027660510605 
9.999999999999999e-05 0.0005999999998746599 0.002963657782246327 0.7175443890323282 1.4100863283554872 0.013483041410878732 0.003839802766098321 
0.0011 0.0005999999848338524 0.002963657727597802 0.7175443780949069 1.4100863116632958 0.013483036211213575 0.0038398027717695972 
0.0111 0.0005999984556871155 0.00296365217167178 0.7175432661252101 1.4100846146260904 0.013482507579288346 0.0038398033483485897 
0.0211 0.0005999944197613474 0.002963637507738976 0.7175403312681135 1.4100801355816526 0.013481112344182866 0.003839804870131919 
0.031100000000000003 0.0005999878771078409 0.002963613735985755 0.717535573560916 1.4100728745869067 0.013478850523629191 0.003839807337100245 
0.041100000000000005 0.0005999788278097135 0.002963580856714111 0.7175289930640598 1.410062831734096 0.013475722146361413 0.003839810749222227 
0.051100000000000007 0.0005999672719819238 0.00296353887034173 0.7175205898611405 1.4100500071508006 0.013471727252121132 0.00383981510645452 
0.06110000000000001 0.0005999532097712694 0.0029634877774019786 0.7175103640589069 1.410034400999936 0.013466865891656845 0.003839820408741771 
0.07110000000000001 0.0005999366413563837 0.0029634275785438945 0.7174983157872581 1.410016013479748 0.0134611381267228 0.003839826656016626 
0.0811 0.0005999175669477318 0.002963358274532171 0.7174844451992409 1.4099948448238093 0.013454544030077592 0.0038398338481997266 
0.0911 0.000599895986787605 0.002963279866247138 0.7174687524710455 1.409970895301014 0.013447083685482307 0.0038398419851997144 
0.1011 0.0005998719011501156 0.0029631923546847407 0.7174512378020015 1.4099441652155693 0.013438757187698559 0.0038398510669132332 
0.11109999999999999 0.0005998453103411897 0.002963095740956517 0.7174319014145735 1.4099146549069903 0.013429564642486244 0.0038398610932249303 
0.12109999999999999 0.0005998162146985603 0.0029629900262895677 0.7174107435543551 1.4098823647500913 0.013419506166600925 0.0038398720640074606 
0.1311 0.0005997846145917588 0.002962875212026531 0.7173877644900631 1.4098472951549752 0.01340858188779101 0.003839883979121489 
0.1411 0.0005997505104221061 0.002962751299625546 0.7173629645135315 1.409809446567026 0.013396791944794718 0.0038398968384156934 
0.1511 0.0005997139026227031 0.0029626182906602205 0.717336343939704 1.4097688194668956 0.013384136487336714 0.003839910641726769 
0.16110000000000002 0.0005996747916584204 0.002962476186819592 0.7173079031066266 1.409725414370495 0.0133706156761245 0.0038399253888794327 
0.17110000000000003 0.0005996331780258864 0.002962324989908085 0.717277642375439 1.4096792318289788 0.013356229682844487 0.0038399410796864254 
0.18110000000000004 0.0005995890622534761 0.002962164701845472 0.7172455621303667 1.4096302724287346 0.013340978690157941 0.0038399577139485185 
0.19110000000000005 0.0005995424449012981 0.002961995324666823 0.7172116627787112 1.409578536791367 0.01332486289169653 0.0038399752914545183 
0.20110000000000006 0.0005994933265611806 0.0029618168605224583 0.7171759447508399 1.4095240255736832 0.013307882492057594 0.0038399938119812703 
0.21110000000000007 0.000599441707856658 0.0029616293116778956 0.7171384085001765 1.4094667394676774 0.013290037706799316 0.003840013275293665 
0.22110000000000007 0.000599387589442955 0.002961432680513797 0.7170990545031896 1.4094066792005142 0.01327132876243547 0.0038400336811446434 
0.23110000000000008 0.0005993309720069715 0.00296122696952591 0.7170578832593807 1.4093438455345106 0.01325175589642995 0.0038400550292752044 
0.2411000000000001 0.0005992718562672655 0.0029610121813250082 0.7170148952912735 1.4092782392671175 0.013231319357191075 0.003840077319414408 
0.2511000000000001 0.0005992102429740363 0.0029607883186368276 0.7169700911444001 1.4092098612309012 0.013210019404065592 0.0038401005512793854 
0.2611000000000001 0.0005991461329091056 0.0029605553843020014 0.7169234713872881 1.4091387122935226 0.013187856307332336 0.003840124724575343 
0.2711000000000001 0.0005990795268858998 0.002960313381275992 0.7168750366114474 1.4090647933577167 0.013164830348195865 0.0038401498389955715 
0.2811000000000001 0.0005990104257494292 0.002960062312629019 0.7168247874313551 1.4089881053612712 0.01314094181877956 0.0038401758942214507 
0.29110000000000014 0.0005989388303762683 0.0029598021815459836 0.7167727244844416 1.4089086492770022 0.013116191022118617 0.0038402028899224613 
0.30110000000000015 0.0005988647416745349 0.002959532991326397 0.7167188484310748 1.408826426112733 0.013090578272152813 0.0038402308257561883 
0.31110000000000015 0.0005987881605838674 0.0029592547453842944 0.7166631599545438 1.4087414369112687 0.01306410389371882 0.0038402597013683323 
0.32110000000000016 0.000598709088075403 0.002958967447248157 0.7166056597610432 1.4086536827503706 0.013036768222542454 0.0038402895163927174 
0.33110000000000017 0.0005986275251517537 0.002958671100560827 0.7165463485796555 1.4085631647427315 0.013008571605230604 0.003840320270451299 
0.3411000000000002 0.0005985434728469824 0.002958365709079416 0.7164852271623339 1.4084698840359475 0.012979514399262773 0.003840351963154174 
0.3511000000000002 0.0005984569322265781 0.00295805127667522 0.7164222962838839 1.4083738418124914 0.012949596972982641 0.0038403845940995908 
0.3611000000000002 0.0005983679043874299 0.002957727807333621 0.7163575567419448 1.408275039289684 0.012918819705588988 0.003840418162873956 
0.3711000000000002 0.000598276390457801 0.002957395305153994 0.7162910093569705 1.408173477719664 0.012887182987126747 0.003840452669051848 
0.3811000000000002 0.0005981823915973011 0.0029570537743496086 0.7162226549722097 1.408069158389359 0.012854687218477474 0.0038404881121960254 
0.3911000000000002 0.0005980859089968588 0.0029567032192475257 0.7161524944536856 1.4079620826204542 0.0128213328113498 0.0038405244918574373 
0.40110000000000023 0.000597986943878693 0.002956343644288494 0.7160805286901748 1.40785225176936 0.01278712018826945 0.0038405618075752343 
0.41110000000000024 0.000597885497496283 0.0029559750540268438 0.7160067585931867 1.4077396672271794 0.012752049782569129 0.003840600058876781 
0.42110000000000025 0.000597781571134339 0.0029555974531303773 0.7159311850969408 1.4076243304196758 0.012716122038378031 0.0038406392452776652 
0.43110000000000026 0.0005976751661087705 0.002955210846380255 0.7158538091583442 1.4075062428072374 0.012679337410611226 0.003840679366281711 
0.44110000000000027 0.0005975662837666553 0.002954815238670883 0.715774631756969 1.4073854058848418 0.01264169636495864 0.00384072042138099 
0.4511000000000003 0.0005974549254862065 0.002954410635009792 0.7156936538950288 1.4072618211820218 0.012603199377873926 0.0038407624100558345 
0.4611000000000003 0.00059734109267674 0.0029539970405175206 0.7156108765973541 1.4071354902628264 0.012563846936562957 0.003840805331774849 
0.4711000000000003 0.00059722478677864 0.0029535744604274896 0.7155263009113682 1.407006414725785 0.012523639538972132 0.0038408491859949225 
0.4811000000000003 0.0005971060092633246 0.0029531429000858767 0.7154399279070612 1.406874596203868 0.01248257769377638 0.0038408939721612436 
0.4911000000000003 0.0005969847616332107 0.0029527023649514885 0.7153517586769655 1.406740036364448 0.01244066192036698 0.003840939689707312 
0.5011000000000003 0.0005968610454216774 0.00295225286059563 0.7152617943361287 1.406602736909259 0.012397892748839078 0.0038409863380549527 
0.5111000000000003 0.0005967348621930299 0.002951794392701969 0.7151700360220866 1.4064626995743572 0.01235427071997891 0.0038410339166143302 
0.5211000000000003 0.0005966062135424609 0.0029513269670664 0.715076484894837 1.4063199261300772 0.012309796385250833 0.0038410824247839623 
0.5311000000000003 0.0005964751010957076 0.0029508517675549055 0.7149813318495525 1.406174118526431 0.01226517259826767 0.0038411241914707715 
0.5411000000000004 0.0005963415263387094 0.002950373057056654 0.714885263645162 1.4060241946512753 0.012222938160815643 0.0038411314927463804 
0.5511000000000004 0.0005962054908591801 0.0029498855277236514 0.7147874256662994 1.4058715088691107 0.01217992567791429 0.003841138928526545 
0.5611000000000004 0.000596066996351409 0.0029493891856279585 0.7146878191315131 1.4057160630816024 0.012136135685273792 0.0038411464987186555 
0.5711000000000004 0.0005959260445402752 0.002948884036951265 0.7145864452813524 1.4055578592247489 0.01209156872827639 0.0038411542032284283 
0.5811000000000004 0.000595782637181185 0.0029483700879846656 0.7144833053783215 1.4053968992688126 0.012046225361956528 0.0038411620419599116 
0.5911000000000004 0.00059563677606001 0.0029478473451284375 0.7143784007068359 1.4052331852182498 0.012000106150981424 0.003841170014815489 
0.6011000000000004 0.0005954884629930275 0.002947315814891828 0.7142717325731792 1.4050667191116444 0.011953211669632138 0.0038411781216958815 
0.6111000000000004 0.0005953376998268614 0.0029467755038928398 0.7141633023054604 1.4048975030216413 0.01190554250178483 0.0038411863625001518 
0.6211000000000004 0.0005951844884384235 0.0029462264188580235 0.7140531112535718 1.4047255390548798 0.01185709924089231 0.0038411947371257064 
0.6311000000000004 0.0005950288307348563 0.002945668566622273 0.713941160789148 1.4045508293519309 0.011807882489965905 0.0038412032454683 
0.6411000000000004 0.0005948707286534759 0.002945101954128617 0.7138274523055249 1.404373376087232 0.011757892861557429 0.0038412118874220375 
0.6511000000000005 0.0005947101841617154 0.0029445265884280214 0.7137119872176984 1.404193181469023 0.011707130977741181 0.0038412206628793783 
0.6611000000000005 0.0005945471992570684 0.002943942476679182 0.7135947669622844 1.4040102477392846 0.011655597470096228 0.003841229571731138 
0.6711000000000005 0.0005943817759670328 0.002943349626148326 0.7134757929974783 1.4038245771736741 0.011603292979688576 0.0038412386138664922 
