P M R nu
1e-07 0.06821058577921232 14.004105324293368 0 
6.960464417934418e-07 0.4077981011874612 23.083152307997835 0 
1.2920928835868835e-06 0.5552719118948612 24.30714888198954 0 
1.8881393253803254e-06 0.6320705025801885 24.523428605093535 0 
2.484185767173767e-06 0.6760552836577192 24.446501779964443 0 
3.080232208967209e-06 0.702675088097518 24.268411212266564 0 
3.676278650760651e-06 0.7192293546084654 24.055990954583002 0 
4.272325092554092e-06 0.7294758966358581 23.836386094217428 0 
4.868371534347534e-06 0.7354998158806357 23.620812441424345 0 
5.4644179761409765e-06 0.7387204365781452 23.413727081685394 0 
6.060464417934418e-06 0.7400385113912746 23.216987214765187 0 
6.656510859727859e-06 0.7400395182304296 23.031074628629952 0 
7.252557301521301e-06 0.7391153495617371 22.855791213905974 0 
7.848603743314743e-06 0.7375351340727371 22.690621039835786 0 
8.444650185108185e-06 0.7354877300123973 22.5349163493685 0 
9.040696626901626e-06 0.7331080895614617 22.387993265158595 0 
9.636743068695068e-06 0.7304941213986019 22.24918080808897 0 
1.023278951048851e-05 0.7277177650551148 22.117844380042925 0 
1.082883595228195e-05 0.7248324113111919 21.993395355919915 0 
1.1424882394075393e-05 0.7218780213342968 21.875294274788853 0 
1.2020928835868835e-05 0.7188846958741066 21.763050245527754 0 
1.2616975277662277e-05 0.7158751964149462 21.656217298122492 0 
1.3213021719455719e-05 0.712866778173506 21.55439138495879 0 
1.3809068161249161e-05 0.7098725310919842 21.457206718629752 0 
1.4405114603042603e-05 0.706902353912101 21.364331658529405 0 
1.5001161044836045e-05 0.7039636940363257 21.27546541668462 0 
1.5597207486629488e-05 0.7010621043891755 21.190334576529764 0 
1.6193253928422928e-05 0.6982016795228672 21.10869081277375 0 
1.678930037021637e-05 0.6953853438888894 21.030307287344517 0 
1.7385346812009812e-05 0.6925959754165021 20.95435948098722 0 
1.7981393253803253e-05 0.6897213803333133 20.876063274233957 0 
1.8577439695596693e-05 0.6867983747270564 20.794948364131486 0 
1.9173486137390137e-05 0.6838702540895479 20.711523459786143 0 
1.976953257918358e-05 0.6809673583954997 20.62622053339022 0 
2.036557902097702e-05 0.6781122522737318 20.539414689686527 0 
2.096162546277046e-05 0.6753221243955218 20.451436031467555 0 
2.1557671904563905e-05 0.6726101822910864 20.36257692544435 0 
2.2153718346357346e-05 0.6699865155579363 20.273097713801707 0 
2.2749764788150786e-05 0.6674587610456718 20.18322953273957 0 
2.334581122994423e-05 0.6650325531089604 20.093179016700724 0 
2.394185767173767e-05 0.6627119023107848 20.003130249161106 0 
2.453790411353111e-05 0.6604994522739478 19.913247036031525 0 
2.5133950555324555e-05 0.6583967633976796 19.8236749761401 0 
2.5729996997117995e-05 0.6564044552072047 19.734543229381643 0 
2.6326043438911436e-05 0.6545223393014635 19.645966928299902 0 
2.692208988070488e-05 0.6527496532613274 19.55804630169656 0 
2.751813632249832e-05 0.6510850600293 19.47087021471137 0 
2.811418276429176e-05 0.6495267906464853 19.38451629781681 0 
2.8710229206085204e-05 0.648072777324688 19.299051441449635 0 
2.9306275647878648e-05 0.6467206545435854 19.214533701762896 0 
2.990232208967209e-05 0.6454677318213858 19.131013095944297 0 
3.049836853146553e-05 0.6443085553062823 19.048269379977558 0 
3.109441497325897e-05 0.6432375531387581 18.96568800585675 0 
3.169046141505241e-05 0.6422582958339357 18.88336490271978 0 
3.2286507856845854e-05 0.6413729755736132 18.801411447492185 0 
3.28825542986393e-05 0.640582697624226 18.719923851010783 0 
3.3478600740432734e-05 0.6398877984728125 18.638986835279717 0 
3.407464718222618e-05 0.63928815166298 18.558674754666647 0 
3.467069362401962e-05 0.6387831752788224 18.479054315385493 0 
3.526674006581306e-05 0.638371829444024 18.400184438158348 0 
3.58627865076065e-05 0.6380528621615884 18.32211687048739 0 
3.645883294939995e-05 0.6378247809883529 18.244897989152594 0 
3.7054879391193384e-05 0.6376858457078193 18.168567722355856 0 
3.765092583298683e-05 0.6376342247930518 18.09316068037455 0 
3.824697227478027e-05 0.6376678574599884 18.018707382236418 0 
3.8843018716573715e-05 0.637784589030229 17.94523308909401 0 
3.943906515836716e-05 0.6379822094005226 17.872759391875107 0 
4.0035111600160596e-05 0.6382585126632468 17.801303949147908 0 
4.063115804195404e-05 0.6386111133600973 17.73088058377969 0 
4.1227204483747484e-05 0.6390375669779388 17.66150037602612 0 
4.182325092554092e-05 0.6395356256437907 17.59317158488467 0 
4.2419297367334365e-05 0.640102869360457 17.52589935861885 0 
4.301534380912781e-05 0.6407369761477764 17.459673436094217 0 
4.3611390250921245e-05 0.6414384348765995 17.394333434728917 0 
4.420743669271469e-05 0.6422065192991658 17.32985016833837 0 
4.480348313450813e-05 0.643039949998368 17.266243834231165 0 
4.539952957630157e-05 0.643937058236865 17.203528120914807 0 
4.659162245988846e-05 0.6459160144103031 17.080812095551146 0 
4.778371534347534e-05 0.6481297417885563 16.961757340676836 0 
4.897580822706222e-05 0.6505637531197962 16.846380441113137 0 
5.016790111064911e-05 0.653203901498654 16.73467160257526 0 
5.135999399423599e-05 0.6560362747129324 16.626598781063844 0 
5.255208687782287e-05 0.6590469677444637 16.522109451704416 0 
5.3744179761409757e-05 0.6622224902458214 16.4211365220299 0 
5.493627264499664e-05 0.6655503617498794 16.323604496258497 0 
5.612836552858352e-05 0.6690180887564726 16.229421877750706 0 
5.7320458412170406e-05 0.6726222324288409 16.13832814311345 0 
5.8512551295757294e-05 0.6763578223386922 16.05016721055146 0 
5.9704644179344174e-05 0.6802157353279705 15.964888156989822 0 
6.0896737062931055e-05 0.6841865005193151 15.882423389536589 0 
6.208882994651794e-05 0.6882611518595736 15.802700846125122 0 
6.328092283010482e-05 0.6924312402376698 15.725643780547335 0 
6.44730157136917e-05 0.6966887746757463 15.65117473088582 0 
6.566510859727859e-05 0.7010257573545265 15.579208626498275 0 
6.685720148086547e-05 0.7054349185443308 15.509664416674282 0 
6.804929436445235e-05 0.7099092270880217 15.442457225937341 0 
6.924138724803924e-05 0.7144425330255205 15.377509149701321 0 
7.1625573015213e-05 0.7236731361547284 15.253916904664422 0 
7.400975878238677e-05 0.7331047125229859 15.138098062268268 0 
7.639394454956054e-05 0.7426985258484406 15.02955196165696 0 
7.877813031673432e-05 0.7524193397850664 14.92778468974189 0 
8.116231608390808e-05 0.7622356265110359 14.832318443272689 0 
8.354650185108184e-05 0.7721193964292733 14.74269910112352 0 
8.593068761825561e-05 0.7820550237357263 14.658434044111024 0 
8.831487338542938e-05 0.7920332253108525 14.579069574056758 0 
9.069905915260314e-05 0.8020348118996603 14.504276399415977 0 
9.308324491977691e-05 0.8120424223682664 14.433739821903746 0 
9.546743068695067e-05 0.822040151074232 14.367157217320235 0 
0.00010023580222129821 0.841957395869154 14.244748534029533 0 
0.00010500417375564574 0.8617351594534455 14.13490975410774 0 
0.00010977254528999327 0.8813102450239937 14.035987120921764 0 
0.00011454091682434081 0.9006257335972311 13.946578833557423 0 
0.00011930928835868835 0.9196598450380216 13.865400747927023 0 
0.00012407765989303588 0.9383880529885356 13.791421530153576 0 
0.0001288460314273834 0.9567832184541851 13.723782707644068 0 
0.00013361440296173093 0.9748340229945189 13.661700979773762 0 
0.000143151146030426 1.009883163523697 13.551657985954918 0 
0.00015268788909912108 1.0434875288562528 13.45709052848105 0 
0.00016222463216781615 1.0756550964546927 13.374789246592163 0 
0.00017176137523651123 1.1064061594129042 13.302332516429578 0 
0.00018129811830520627 1.1357790127795642 13.237852791952799 0 
0.00019083486137390135 1.163823382539055 13.179892076982936 0 
0.00020990834751129147 1.216132708527079 13.079192444941613 0 
0.00022898183364868162 1.2637763136839095 12.993617255349607 0 
0.00024805531978607176 1.3071920480416457 12.91886774571085 0 
0.0002671288059234619 1.346792603479955 12.852083624735426 0 
0.000286202292060852 1.382955756661432 12.79130600420791 0 
0.00030527577819824215 1.4160229769929416 12.735170269410336 0 
0.0003434227504730224 1.474059493966572 12.633192563026663 0 
0.0003815697227478027 1.5229696110227557 12.541082781261034 0 
0.000419716695022583 1.5643920211995432 12.456035244829108 0 
0.0004578636672973633 1.5996268762728074 12.376368198304649 0 
0.0004960106395721436 1.6297124940331518 12.301043453282501 0 
0.0005341576118469238 1.6554830272197558 12.229374728105805 0 
0.0005723045841217041 1.6776136781924258 12.160877738407947 0 
0.0006104515563964844 1.6966560817710161 12.095214437245138 0 
0.0006485985286712647 1.7130626660307795 12.03211431768449 0 
0.000686745500946045 1.7272081326424091 11.971365332758147 0 
0.0007630394454956054 1.7499139195089435 11.856270363506809 0 
0.0008393333900451659 1.7667179983219743 11.74881820617842 0 
